freight_id,source_port_id,destination_port_id,container_type,freight_cost_usd,transit_days,service_type,currency
1248,19,88,40FT,1472,9,Direct,USD
1249,19,89,20FT,855,9,Direct,USD
1250,19,89,40FT,1472,9,Direct,USD
1251,19,90,20FT,2800,28,Transshipment,USD
1252,19,90,40FT,4600,28,Transshipment,USD
1253,19,91,20FT,2800,28,Transshipment,USD
1254,19,91,40FT,4600,28,Transshipment,USD
1255,20,5,20FT,950,8,Direct,USD
1256,20,5,40FT,1650,8,Direct,USD
1257,20,6,20FT,950,8,Direct,USD
1258,20,6,40FT,1650,8,Direct,USD
1259,20,7,20FT,950,8,Direct,USD
1260,20,7,40FT,1650,8,Direct,USD
1261,20,8,20FT,950,8,Direct,USD
1262,20,8,40FT,1650,8,Direct,USD
1263,20,21,20FT,900,9,Direct,USD
1264,20,21,40FT,1550,9,Direct,USD
1265,20,26,20FT,1150,12,Direct,USD
1266,20,26,40FT,1950,12,Direct,USD
1267,20,27,20FT,1150,12,Direct,USD
1268,20,27,40FT,1950,12,Direct,USD
1269,20,28,20FT,1150,12,Direct,USD
1270,20,28,40FT,1950,12,Direct,USD
1271,20,29,20FT,1150,12,Direct,USD
1272,20,29,40FT,1950,12,Direct,USD
1273,20,33,20FT,1200,13,Direct,USD
1274,20,33,40FT,2000,13,Direct,USD
1275,20,34,20FT,1200,13,Direct,USD
1276,20,34,40FT,2000,13,Direct,USD
1277,20,35,20FT,1200,13,Direct,USD
1278,20,35,40FT,2000,13,Direct,USD
1279,20,36,20FT,1200,13,Direct,USD
1280,20,36,40FT,2000,13,Direct,USD
1281,20,37,20FT,350,5,Direct,USD
1282,20,37,40FT,600,5,Direct,USD
1283,20,38,20FT,350,5,Direct,USD
1284,20,38,40FT,600,5,Direct,USD
1285,20,39,20FT,350,5,Direct,USD
1286,20,39,40FT,600,5,Direct,USD
1287,20,40,20FT,420,4,Direct,USD
1288,20,40,40FT,700,4,Direct,USD
1289,20,41,20FT,420,4,Direct,USD
1290,20,41,40FT,700,4,Direct,USD
1291,20,42,20FT,420,4,Direct,USD
1292,20,42,40FT,700,4,Direct,USD
1293,20,43,20FT,450,8,Multimodal,USD
1294,20,43,40FT,750,8,Multimodal,USD
1295,20,44,20FT,450,8,Multimodal,USD
1296,20,44,40FT,750,8,Multimodal,USD
1297,20,49,20FT,1900,18,Direct,USD
1298,20,49,40FT,3200,18,Direct,USD
1299,20,50,20FT,1900,18,Direct,USD
1300,20,50,40FT,3200,18,Direct,USD
1301,20,51,20FT,1900,18,Direct,USD
1302,20,51,40FT,3200,18,Direct,USD
1303,20,52,20FT,1900,18,Direct,USD
1304,20,52,40FT,3200,18,Direct,USD
1305,20,57,20FT,2700,27,Transshipment,USD
1306,20,57,40FT,4400,27,Transshipment,USD
1307,20,58,20FT,2700,27,Transshipment,USD
1308,20,58,40FT,4400,27,Transshipment,USD
1309,20,59,20FT,2800,28,Transshipment,USD
1310,20,59,40FT,4600,28,Transshipment,USD
1311,20,60,20FT,2800,28,Transshipment,USD
1312,20,60,40FT,4600,28,Transshipment,USD
1313,20,88,20FT,900,9,Direct,USD
1314,20,88,40FT,1550,9,Direct,USD
1315,20,89,20FT,900,9,Direct,USD
1316,20,89,40FT,1550,9,Direct,USD
1317,20,90,20FT,2800,28,Transshipment,USD
1318,20,90,40FT,4600,28,Transshipment,USD
1319,20,91,20FT,2800,28,Transshipment,USD
1320,20,91,40FT,4600,28,Transshipment,USD
