Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Modal_Price,Weighted_Max_Price,Markets_Reported
2023-02-26,968.0,5009.6518595041325,5144.225206611571,5250.5268595041325,18.0
2023-02-27,7698.0,4743.161470511821,5065.037282411015,5247.264614185503,93.0
2023-02-28,7544.0,4777.684915164369,5069.836161187699,5227.986744432662,91.0
2023-03-01,6828.0,4609.119361452841,4959.15568248389,5159.395430579965,90.0
2023-03-02,4663.0,4593.700836371435,4978.165987561656,5147.760025734506,84.0
2023-03-03,6274.0,4693.02964615875,5046.690149824673,5214.3044309850175,93.0
2023-03-04,4854.0,4769.489081170169,5086.334775442933,5248.292130201895,66.0
2023-03-05,502.0,5015.083665338645,5168.790836653387,5233.719123505976,12.0
2023-03-06,1705.0,4740.31788856305,5087.114369501466,5257.847507331378,49.0
2023-03-07,64.0,4509.859375,5006.265625,5170.609375,5.0
2023-03-08,2762.0,4661.288559015206,4997.130702389572,5161.633236784938,71.0
2023-03-09,3962.0,4663.0426552246345,4983.483846542151,5164.257698132256,72.0
2023-03-10,5548.0,4619.738464311464,4995.530461427541,5145.794160057679,91.0
2023-03-11,3658.0,4377.490431930017,4844.374248223073,5102.301257517769,56.0
2023-03-12,215.0,4675.604651162791,4890.781395348838,5017.093023255814,11.0
2023-03-13,3358.0,4647.025312686123,4933.219475878499,5081.955330553901,63.0
2023-03-14,5878.0,4613.904389248043,4947.066859476012,5085.491323579448,85.0
2023-03-15,4752.0,4603.510732323232,4995.037457912458,5148.998737373738,75.0
2023-03-16,3273.0,4682.542926978307,5007.547204399633,5149.270699663917,65.0
2023-03-17,3965.0,4604.423203026482,4997.041866330391,5161.665825977301,81.0
2023-03-18,3966.0,4781.683308119012,4971.435955622794,5128.355774079677,60.0
2023-03-19,498.0,5003.714859437751,5113.9859437751,5187.566265060241,12.0
2023-03-20,4419.0,4663.04005431093,4955.054763521159,5151.961982348948,79.0
2023-03-21,3628.0,4581.82993384785,4908.621830209482,5108.1866041896365,60.0
2023-03-22,2609.0,4839.275201226524,5098.949789191261,5217.622460712917,36.0
2023-03-23,4800.0,4700.579166666666,5003.577708333333,5151.953333333333,75.0
2023-03-24,6183.0,4547.42471292253,4939.114669254407,5125.289826944849,89.0
2023-03-25,3181.0,4494.53913863565,4885.061615844074,5085.18421879912,58.0
2023-03-26,1219.0,4884.133716160787,5013.757178014766,5084.141919606234,13.0
2023-03-27,4365.0,4611.140435280641,4963.628865979382,5137.607789232531,78.0
2023-03-28,2843.0,4651.470629616602,4983.845233907844,5134.330988392543,68.0
2023-03-29,2277.0,4645.977602108037,5020.101888449714,5160.773386034256,65.0
2023-03-30,86.0,4440.6511627906975,4991.848837209303,5092.360465116279,13.0
2023-03-31,1181.0,4785.9034716342085,5049.583403895004,5175.94750211685,46.0
2023-04-01,2685.0,4926.346368715083,5181.879702048417,5298.471508379888,32.0
2023-04-02,265.0,4777.354716981132,5195.245283018868,5317.2830188679245,9.0
2023-04-03,5615.0,4792.756295636687,5148.701736420303,5309.055095280499,68.0
2023-04-04,749.0,4800.032042723631,5425.008010680908,5859.955941255007,17.0
2023-04-05,8417.32,4768.280300618249,5139.789214381775,5325.396658318799,76.0
2023-04-06,1385.84,4621.592247301276,5087.548981123362,5283.841857645905,37.0
2023-04-07,2810.44,4988.677232034841,5247.5593003230815,5389.591167219368,29.0
2023-04-08,5126.78,4812.254561342597,5119.7722508085,5290.405268023985,61.0
2023-04-09,290.0,4746.4,5289.355172413793,5433.337931034483,10.0
2023-04-10,6737.74,4765.5173604205565,5069.022837034377,5253.226411229878,81.0
2023-04-11,8798.35,4817.801142259628,5084.076288167667,5253.618614853921,88.0
2023-04-12,8237.869999999999,4679.424528427859,4991.979771470053,5181.854583769835,77.0
2023-04-13,6451.08,4701.267818721826,5009.920738853029,5180.343657186084,79.0
2023-04-14,180.87,4536.956156355393,5010.358213081218,5146.304859844087,12.0
2023-04-15,6586.74,4688.702590355775,5012.586772819332,5175.945572468322,62.0
2023-04-16,553.0,5027.222423146473,5115.842676311031,5167.01808318264,10.0
2023-04-17,7774.889999999999,4683.022714147724,4989.488683441181,5153.751785555809,82.0
2023-04-18,7693.12,4745.2834064722765,4997.129908281686,5157.03885549686,81.0
2023-04-19,6590.889999999999,4550.752544800474,4945.048885658842,5140.949613785088,81.0
2023-04-20,6343.2,4599.625930129903,4928.420387186278,5134.913482154117,66.0
2023-04-21,7159.95,4718.339150413061,4999.070545185371,5146.904601289116,77.0
2023-04-22,126.12,4596.481446241674,4966.591183000317,5090.673961306692,12.0
2023-04-23,569.0,4877.179261862917,5015.1757469244285,5098.683655536028,10.0
2023-04-24,6695.74,4604.31575897511,4891.163512920155,5056.087530280446,77.0
2023-04-25,7662.55,4644.984208912177,4839.306249225127,5000.663917364323,84.0
2023-04-26,5588.51,4499.587045563128,4827.271539283279,4988.362658383004,69.0
2023-04-27,3973.46,4635.1969920422,4879.759363376,5028.907476103949,62.0
2023-04-28,928.68,4478.380927768446,4864.2580867467805,5028.184476891934,31.0
2023-04-29,1474.45,2977.152022788158,4871.37352911255,4980.527247448201,27.0
2023-04-30,554.0,4735.740072202166,5040.545126353791,5093.509025270758,4.0
2023-05-01,37.0,4789.189189189189,4902.702702702703,4997.2972972972975,5.0
2023-05-02,4016.41,4590.963278151384,4889.195769356216,5047.34329911538,71.0
2023-05-03,3578.2200000000003,4540.377198718916,4865.75385526882,5068.201910447093,76.0
2023-05-04,4160.07,4548.853942361548,4876.35150370066,5087.579059967741,72.0
2023-05-05,245.0,4231.559183673469,4905.404081632653,5009.881632653061,20.0
2023-05-06,6122.38,4683.523819168362,5003.018652876823,5160.855157634775,69.0
2023-05-07,417.0,5050.513189448441,5138.563549160672,5206.26139088729,10.0
2023-05-08,6616.0,4624.77146311971,4954.05607617896,5130.435761789601,82.0
2023-05-09,5873.98,4648.2283221938105,4995.832304502229,5165.897023823712,75.0
2023-05-10,7090.6900000000005,4616.029086026889,4957.574523776952,5124.761490066551,80.0
2023-05-11,4962.61,4446.799607464621,4877.498572323838,5086.571541991009,75.0
2023-05-12,4700.52,4607.966735595211,4907.888148545267,5094.8154502055095,77.0
2023-05-13,3857.67,4535.850324159402,4852.295048565585,5020.535079465066,57.0
2023-05-14,572.0,4914.833916083916,5004.024475524476,5073.534965034965,12.0
2023-05-15,6240.040000000001,4555.883327670976,4909.207021108839,5096.325446631752,77.0
2023-05-16,5594.22,4547.420051410205,4839.229740696647,5032.8400152300055,76.0
2023-05-17,5322.38,4440.386669121708,4783.633062652422,4962.345634847568,75.0
2023-05-18,5568.77,4459.088811353316,4760.9479472127605,4953.115680841551,86.0
2023-05-19,4414.87,4285.057272354566,4664.9929918661255,4908.319710433149,66.0
2023-05-20,4167.76,4606.66976985239,4831.354492581147,4960.644998752327,61.0
2023-05-21,384.0,4602.815104166667,4845.328125,4930.65625,13.0
2023-05-22,4168.59,4370.466512657757,4703.173675031605,4927.666551519817,72.0
2023-05-23,4232.63,4489.527858565479,4745.786059731184,4961.1539019474885,75.0
2023-05-24,5523.02,4485.5660852214905,4726.517169954119,4904.97216377996,81.0
2023-05-25,5147.91,4466.535778597528,4752.613095411536,4895.1403559891305,72.0
2023-05-26,6032.719999999999,4414.045637788593,4714.723932156639,4911.533843771965,90.0
2023-05-27,3970.09,4341.008516179734,4640.03974720976,4942.431612381583,63.0
2023-05-28,370.0,4769.613513513514,4850.283783783784,4920.1621621621625,9.0
2023-05-29,2641.8,4381.184041184041,4720.461806344159,4957.412446059504,64.0
2023-05-30,5499.9,4519.579948726341,4773.026105929199,4979.247208131057,77.0
2023-05-31,4134.33,4361.158301345079,4710.215851177821,4910.861699477304,77.0
2023-06-01,5019.04,4464.102661066659,4697.417597787625,4896.793410692085,80.0
2023-06-02,5257.42,4342.284626299592,4658.670496174929,4918.429571919306,90.0
2023-06-03,3442.8100000000004,4298.038050313551,4673.749053825218,4938.578951496016,65.0
2023-06-04,484.39,4728.799892648485,4887.138834410289,4970.528912653028,11.0
2023-06-05,5272.9,4429.286331999469,4747.270363557056,4957.564338409604,81.0
2023-06-06,5863.84,4435.11939957434,4732.729429861661,4943.688975142569,80.0
2023-06-07,5189.98,4402.4285873934,4736.593767220684,4939.171634572774,85.0
2023-06-08,4897.610000000001,4407.604233493479,4711.539608012888,4934.276159187848,84.0
2023-06-09,6113.030000000001,4430.424468716823,4767.963967132502,4968.013764041727,88.0
2023-06-10,3670.91,4458.7097804086725,4763.435893906416,4985.639103110673,61.0
2023-06-11,433.38,4781.492362360977,4909.965296045041,5011.230329041488,13.0
2023-06-12,5887.889999999999,4421.552223292216,4746.999913381535,4995.785186204226,92.0
2023-06-13,5463.24,4411.831669485507,4741.53419948602,4962.001905462693,82.0
2023-06-14,5451.450000000001,4337.671547936788,4755.128798925056,4986.277412431555,81.0
2023-06-15,4429.4,4424.6211676525045,4791.115275206575,5008.132239129453,77.0
2023-06-16,5393.700000000001,4478.98752247993,4840.954446854663,5064.803010920147,96.0
2023-06-17,2551.5,4384.009022143837,4810.138592984519,5091.496131687242,58.0
2023-06-18,146.76999999999998,4518.773114396676,4801.020167609185,4998.208080670437,10.0
2023-06-19,5410.31,4470.992538320355,4898.649571355431,5149.299236088135,82.0
2023-06-20,4845.21,4547.7717106172895,4904.833291271173,5118.001058777638,83.0
2023-06-21,4735.04,4368.864643170913,4774.304898966006,5055.198731161722,86.0
2023-06-22,4247.37,4484.439749774567,4894.309622189731,5077.694870001908,83.0
2023-06-23,3978.51,4522.436703690578,4853.273577294012,5042.127203400269,89.0
2023-06-24,2605.96,4536.261746151131,4877.8750551812,5036.328343489539,58.0
2023-06-25,758.0,4538.184696569921,4830.179419525066,5004.245382585752,14.0
2023-06-26,2435.24,4344.32253083885,4756.1340976659385,4983.404526863882,76.0
2023-06-27,2355.46,4456.046373107589,4829.903454102384,5008.339772273781,78.0
2023-06-28,2594.89,4535.444392633214,4815.755484818239,4995.581219242435,71.0
2023-06-29,156.57,4407.076068212302,4744.006072683145,4943.15232803219,15.0
2023-06-30,2193.43,4367.920653952941,4755.954195027879,4963.146761009014,85.0
2023-07-01,3102.12,4499.691949376555,4797.820355111989,5062.385291349142,70.0
2023-07-02,346.02,4690.85324547714,4893.834171435177,5032.295821050807,13.0
2023-07-03,2736.5,4491.005349899507,4865.627198976796,5082.2773615932765,86.0
2023-07-04,3897.91,4549.028818007598,4888.639622259107,5087.192456983358,87.0
2023-07-05,3087.95,4483.131229456436,4839.259146035396,5032.947861850095,87.0
2023-07-06,3183.12,4495.521321847748,4804.097787705145,5036.275038327176,88.0
2023-07-07,3395.49,4503.446727865492,4786.40245148712,5005.543073311951,92.0
2023-07-08,2087.8900000000003,4468.192385614184,4798.767765543204,4958.603853651293,63.0
2023-07-09,329.13,4734.319417859205,4897.478321635828,4968.94540151308,10.0
2023-07-10,3369.0000000000005,4460.422428020183,4738.135405164737,4972.161442564559,93.0
2023-07-11,3545.49,4450.969775686859,4735.94272441891,4947.009426059586,89.0
2023-07-12,3226.69,4400.29665074736,4739.922440643508,4956.146143571275,86.0
2023-07-13,3610.61,4352.9283694444985,4751.222533034584,4943.525238117659,89.0
2023-07-14,3169.38,4776.53471341398,5120.829259981448,5356.277177239712,91.0
2023-07-15,3302.58,4364.2452204034425,4650.100288259482,4863.749716888008,72.0
2023-07-16,361.9,4691.645924288478,4817.520392373584,4899.320254213872,14.0
2023-07-17,2905.86,4211.7564954953095,4559.452471901605,4817.237626726684,68.0
2023-07-18,3601.29,4358.910659791353,4648.403894160148,4840.557341952467,82.0
2023-07-19,2125.52,4430.262853325305,4694.798148217848,4856.65272498024,58.0
2023-07-20,3566.1,4339.875533495976,4639.954552592469,4843.314410700766,86.0
2023-07-21,3040.63,4423.209621032484,4691.229498492089,4857.099367565275,77.0
2023-07-22,1420.82,4259.753339620783,4726.773982629749,4886.638173730663,57.0
2023-07-23,369.08,4655.768722228244,4833.618836024711,4922.304107510567,12.0
2023-07-24,3675.07,4327.1159161594205,4723.156500420401,4922.784281659941,93.0
2023-07-25,4584.38,4419.718747137017,4724.440515402301,4948.612680449701,84.0
2023-07-26,3514.8500000000004,4200.437005846622,4663.086760459194,4932.5769947508425,86.0
2023-07-27,2497.96,4453.638100690163,4729.378833127832,4933.529956444459,69.0
2023-07-28,2733.9,4463.536351000402,4768.383368082226,4960.629445115037,83.0
2023-07-29,353.78000000000003,4423.481372604443,4771.009327830855,4902.850641641698,19.0
2023-07-30,312.86,4816.762897142491,4930.551109122291,4992.782714313111,10.0
2023-07-31,3730.04,4321.57196973759,4733.652153864302,4954.338559372018,87.0
2023-08-01,2377.0,4332.342111905763,4737.001098022717,4907.5110222970125,79.0
2023-08-02,3988.68,4418.077055567255,4750.713554358836,4910.575902303519,89.0
2023-08-03,3384.09,4427.140998023102,4726.202240484147,4908.270994565747,86.0
2023-08-04,3367.38,4383.345865331504,4723.142134240864,4913.120417060148,92.0
2023-08-05,2308.09,4315.8562057805375,4693.944382584734,4906.263642232322,64.0
2023-08-06,308.0,4717.714285714285,4888.214285714285,4972.685064935065,10.0
2023-08-07,3141.52,4354.656306501312,4716.655972268201,11212.465312969518,86.0
2023-08-08,3054.75,4449.050887961372,4689.6520173500285,4898.03862836566,78.0
2023-08-09,3184.57,4455.703859547756,4744.586933243735,4979.470220469326,83.0
2023-08-10,3357.08,4276.907118686478,4668.576155468443,4907.084326259726,76.0
2023-08-11,3085.41,4447.050784174551,4706.366486139606,4902.33413387524,87.0
2023-08-12,2844.03,4381.454520521936,4749.270264378365,4906.543411989325,57.0
2023-08-13,261.0,4816.0,4914.693486590038,4973.689655172414,8.0
2023-08-14,2609.76,4391.289237324505,4710.0664428913005,4899.500720372755,55.0
2023-08-15,2.0,4800.0,4900.0,5010.0,1.0
2023-08-16,35.0,4527.828571428571,4793.857142857143,4875.171428571429,5.0
2023-08-17,3387.88,4413.165814609726,4742.660802625831,4921.58919442247,70.0
2023-08-18,2979.3500000000004,4372.635054626008,4704.430298555053,4937.583617231946,68.0
2023-08-19,1533.1,4405.86143108734,4725.727141086688,4930.93970386798,44.0
2023-08-20,829.0,4539.577804583836,4951.21712907117,5014.449939686369,7.0
2023-08-21,433.75,4346.187319884726,4745.039884726225,4885.843804034582,30.0
2023-08-22,3009.69,4338.09862477531,4727.922111579599,4925.117653313132,55.0
2023-08-23,2541.53,4381.084988176413,4718.1863405114245,5031.399169004498,57.0
2023-08-24,3047.6800000000003,4337.542327278454,4638.999399543259,4850.265250944981,64.0
2023-08-25,3169.02,4330.452373288904,4655.29623038037,4855.806725738556,73.0
2023-08-26,1959.36,4296.853054058468,4605.567164788502,4838.731014208721,46.0
2023-08-27,318.13,4777.142017414265,4888.646748184704,4942.492660233238,8.0
2023-08-28,2305.93,4231.351064429536,4665.725048028345,4892.088814491333,55.0
2023-08-29,2048.74,4332.250553999043,4691.859630797467,4898.916041078907,48.0
2023-08-30,989.12,4302.882360077645,4684.955334034293,4929.291693626658,24.0
2023-08-31,1853.0,4256.324878575283,4753.449001618997,5005.932002158662,54.0
2023-09-01,2092.77,4451.555115946808,4751.509616441368,4970.298695030988,64.0
2023-09-02,2987.28,4580.98454112102,4816.58599126965,4988.31830293779,38.0
2023-09-03,57.0,4325.017543859649,4816.736842105263,4980.701754385965,4.0
2023-09-04,1675.3,4411.181060108637,4717.5799140452455,4976.026759386378,44.0
2023-09-05,1652.0,4163.470944309927,4659.60593220339,4964.0284503631965,63.0
2023-09-06,1684.27,4386.657127420188,4745.88753584639,4959.595551782078,48.0
2023-09-07,250.25,4609.866133866134,4771.167832167832,4908.724275724276,13.0
2023-09-08,2112.77,4352.303255915221,4692.36729033449,4918.993193769317,60.0
2023-09-09,1639.31,4408.584709420427,4706.659283479024,4879.728361322752,54.0
2023-09-10,130.0,4310.384615384615,4875.0,4976.315384615385,6.0
2023-09-11,1757.5800000000002,4045.0039258525926,4579.840599005451,4855.562193470567,52.0
2023-09-12,3159.98,4403.844644586358,4692.597624035595,4885.676491623365,65.0
2023-09-13,1829.23,4476.936743875838,4741.590057018528,4912.803119345298,49.0
2023-09-14,33.7,4625.519287833828,4702.077151335311,4784.302670623145,7.0
2023-09-15,888.1500000000001,4439.977706468501,4717.4338794122605,4887.430839385239,40.0
2023-09-16,1186.49,4288.506434946776,4611.548129356337,4885.055331271228,36.0
2023-09-17,47.0,4512.872340425532,4672.340425531915,4786.276595744681,6.0
2023-09-18,2338.0,4284.667664670658,4693.601796407185,4892.236099230111,43.0
2023-09-19,450.01,4447.79004911002,4696.94340125775,4849.85111441968,10.0
2023-09-20,2695.95,4313.25766427419,4683.7225282368,4866.793523618761,47.0
2023-09-21,1985.83,4333.269061299305,4673.558884698085,4851.416158482851,48.0
2023-09-22,355.29999999999995,4325.678440754293,4610.897241767521,4826.078947368422,19.0
2023-09-23,845.71,4343.392888815314,4622.790176301569,4761.51796715186,30.0
2023-09-24,127.0,4792.51968503937,4826.771653543307,4861.496062992126,4.0
2023-09-25,2336.34,4192.610985558608,4579.17049744472,4782.634055830915,51.0
2023-09-26,3112.45,4379.481646291507,4635.245648926088,4777.662821892722,52.0
2023-09-27,2465.73,4378.825378285538,4655.554014429804,4789.97623421867,53.0
2023-09-28,366.5,4481.470668485676,4654.971350613915,4747.778990450204,11.0
2023-09-29,1281.98,4386.89177678279,4634.760628090921,4805.512168676579,28.0
2023-09-30,2807.29,4484.589105507447,4668.067463639311,4821.156221836718,45.0
2023-10-01,533.0,4606.660412757974,4735.148217636022,4800.532833020638,6.0
2023-10-02,147.64,3552.01164995936,4571.79253589813,4681.246613383906,13.0
2023-10-03,5533.360000000001,4170.051534691399,4498.298350369395,4682.0543684126815,73.0
2023-10-04,6256.1900000000005,4024.386538772,4454.532865849662,4631.4098309034725,83.0
2023-10-05,4735.540000000001,4045.532477816679,4429.301874759795,4622.8223961786825,73.0
2023-10-06,5490.06,4075.154890839081,4405.767441521586,4602.043167105642,78.0
2023-10-07,4566.049999999999,4128.14993265514,4435.950294017806,4618.736303807449,68.0
2023-10-08,223.94,4027.167991426275,4383.069482897205,4581.713851924623,8.0
2023-10-09,6410.01,3878.4098605150384,4351.472170870248,4539.616192486439,82.0
2023-10-10,6197.040000000001,3796.550913016537,4293.14210816777,4477.881516014097,83.0
2023-10-11,7618.23,3798.0699873855215,4256.605470037003,4449.650778461663,97.0
2023-10-12,8116.12,3744.981892825635,4285.271490564457,4499.264086780382,86.0
2023-10-13,10440.48,3868.09407517662,4335.023276707585,4586.595350980032,89.0
2023-10-14,839.8900000000001,4049.322804176737,4347.297491338151,4573.847444308182,27.0
2023-10-15,538.0,3887.5836431226767,4328.438661710037,4515.639405204461,7.0
2023-10-16,21185.94,3759.460604533008,4312.914971438606,4583.437303230349,104.0
2023-10-17,17534.33,3820.686676936045,4343.653306399502,4583.048295543656,104.0
2023-10-18,20849.88,3892.612926309409,4366.746869526348,4621.08062012827,120.0
2023-10-19,19581.86,3944.26466893339,4449.97943811262,4710.825679991584,103.0
2023-10-20,24088.57,3944.771625297808,4406.636419679541,4699.393381591352,134.0
2023-10-21,19736.21,4032.893858040627,4523.332541556864,4767.068560275758,104.0
2023-10-22,3359.25,4014.727989878693,4568.460817146684,4811.2403810374335,20.0
2023-10-23,21088.06,4052.014916497773,4519.697373774544,4794.889699668913,80.0
2023-10-24,2680.24,4193.377458735039,4515.6363534608845,4678.98247918097,36.0
2023-10-25,27165.52,4054.1692167129513,4488.568069376181,4715.434928909884,129.0
2023-10-26,25937.63,4120.158726144216,4499.95773245281,4748.691669208019,102.0
2023-10-27,31414.08,4129.369855809879,4528.819560846601,4763.394329867372,137.0
2023-10-28,18498.51,4163.343901752087,4576.756754462926,4826.400383057879,95.0
2023-10-29,1137.07,3950.4184351007416,4419.256765194756,4775.58289287379,18.0
2023-10-30,29279.86,4164.06849861987,4567.434161495307,4850.934044766607,105.0
2023-10-31,21821.36,4137.382733248523,4519.133819798582,4808.3972758801465,93.0
2023-11-01,24619.7,4183.080994894332,4556.535899300154,4791.083587127382,101.0
2023-11-02,24487.120000000003,4241.99127132958,4610.097283796543,4822.788384260786,111.0
2023-11-03,29328.38,4266.134229711972,4650.809353261244,4868.81733392707,122.0
2023-11-04,18612.94,4252.253700919897,4679.63325406948,4906.117410790557,58.0
2023-11-06,29935.36,4276.79338113856,4668.083696671762,4918.1160099628,119.0
2023-11-07,26570.38,4351.959032953236,4680.7117101825415,4913.940259793048,118.0
2023-11-08,22546.46,4331.998050248243,4725.304217158702,4948.545719815882,119.0
2023-11-09,9988.13,4212.078687401946,4654.01945208963,4976.485438215161,92.0
2023-11-10,3515.33,3824.548193199501,4703.179820955644,4945.355229807728,61.0
2023-11-11,740.29,4326.127598643775,4744.915519593673,5050.218225290089,24.0
2023-11-12,33.0,4090.909090909091,4586.363636363636,4806.060606060606,3.0
2023-11-13,139.64,4469.407046691493,4831.395015754799,4983.328559152106,8.0
2023-11-14,10143.94,4834.790820923625,5093.863331210555,5229.357265520103,27.0
2023-11-15,1539.7600000000002,4536.098645243414,4957.409732685613,5170.669779705928,35.0
2023-11-16,16337.55,4837.136323377739,5109.871822274454,5308.560214964911,98.0
2023-11-17,16342.96,4818.556325169981,5079.941265841684,5255.97200996637,128.0
2023-11-18,12062.18,4759.481785216271,5033.087898704877,5220.881588568567,95.0
2023-11-19,962.09,4543.834776372273,4995.954453325573,5172.253115612885,18.0
2023-11-20,14597.66,4566.939698554426,4912.907707125663,5155.57180808431,112.0
2023-11-21,14457.13,4654.589792026495,4965.402532867865,5196.619710827807,110.0
2023-11-22,15048.19,4662.028721062135,4998.49523364604,5237.321090443435,115.0
2023-11-23,14645.87,4722.188717365372,4992.356152963259,5199.389945424888,103.0
2023-11-24,14819.920000000002,4666.445744646395,4965.735947292563,5162.370820490258,122.0
2023-11-25,10344.13,4692.479117141798,4915.011578547446,5100.68817677272,80.0
2023-11-26,649.88,4482.479842432449,4836.969902135779,5102.623561272851,14.0
2023-11-27,3781.78,4721.691372845591,4969.8491451115615,5098.428253362173,25.0
2023-11-28,9299.37,4213.5488016930185,4892.521807391254,5091.382783995045,87.0
2023-11-29,8408.02,4651.426396464328,4907.845542232297,5122.375015758763,103.0
2023-11-30,8137.089999999999,4508.562805622158,4832.526940626194,5048.5926442991295,75.0
2023-12-01,407.31,4552.775527239694,4278.762564140336,4935.7099015491885,15.0
2023-12-02,1587.0,4553.157529930687,4762.36925015753,4926.393824826717,27.0
2023-12-03,164.0,4700.762195121952,4809.829268292683,4910.823170731707,6.0
2023-12-04,11207.0,4323.256179173731,4751.573391630232,4924.853038279647,101.0
2023-12-05,8899.0,4370.182941903585,4704.15327564895,4862.494774693786,88.0
2023-12-06,3655.0,4353.434473324213,4682.770451436389,4831.691381668947,91.0
2023-12-07,4715.0,4433.0795334040295,4740.6031813361615,4845.432025450689,83.0
2023-12-08,6064.0,4503.739775725594,4798.645613456464,4975.804584432718,91.0
2023-12-09,4878.0,4514.99979499795,4844.434399343993,5014.138171381714,68.0
2023-12-10,215.0,4331.162790697675,4576.753488372093,4797.972093023256,10.0
2023-12-11,7654.0,4446.215965508231,4762.406584792266,4943.178468774497,88.0
2023-12-12,5685.0,4388.252946350044,4730.345998240985,4924.846789797713,71.0
2023-12-13,9706.0,4463.234185040182,4767.652379971152,4921.189573459716,84.0
2023-12-14,6794.0,4333.6798645864,4687.73491315867,4865.260965557845,87.0
2023-12-15,6776.0,4336.809031877214,4684.294716646989,4861.023907910271,99.0
2023-12-16,5567.0,4423.872642356745,4701.636788216275,4856.408837794144,79.0
2023-12-17,332.0,4422.8524096385545,4769.653614457831,4862.725903614458,9.0
2023-12-18,7582.0,4433.772619361646,4707.530994460564,4836.259034555526,91.0
2023-12-19,6366.0,4215.24410933082,4614.997329563305,4805.088595664468,85.0
2023-12-20,6054.0,4314.487611496531,4643.476874793525,4805.819293029402,87.0
2023-12-21,5001.0,4298.06398720256,4618.304139172165,4768.666866626675,81.0
2023-12-22,5352.0,4310.678811659192,4585.290545590434,4715.428811659192,88.0
2023-12-23,3703.0,4299.611936267891,4621.244936537943,4723.926816095058,50.0
2023-12-24,94.0,4210.691489361702,4439.382978723404,4637.13829787234,6.0
2023-12-25,990.0,4621.647474747475,4722.533333333334,4776.729292929293,18.0
2023-12-26,5697.0,4294.373705459014,4597.4791995787255,4749.695629278568,80.0
2023-12-27,4889.0,4291.804458989568,4591.775618735938,4750.023522192678,82.0
2023-12-28,4711.0,4311.42475058374,4627.894502228826,4757.868817660794,77.0
2023-12-29,5614.0,4257.029568934806,4571.327039543997,4738.586925543284,97.0
2023-12-30,3808.0,4376.551733193277,4595.044642857143,4696.834033613445,73.0
2023-12-31,687.0,4510.459970887919,4686.486171761281,4722.625909752547,10.0
2024-01-01,3431.0,4273.115709705625,4556.332556106092,4692.264645875838,
2024-01-02,5129.0,4364.42015987522,4609.7601871709885,4738.153831156171,
2024-01-03,3900.0,4315.557692307692,4557.579230769231,4674.265897435897,
2024-01-04,4717.0,4285.299554801781,4539.425906296375,4666.082891668433,
2024-01-05,6947.0,4360.346480495178,4577.309054268029,4685.460486540953,
2024-01-06,4787.0,4297.700229789012,4545.236473783163,4694.619803634844,
2024-01-07,331.0,4439.53172205438,4580.552870090634,4663.876132930513,
2024-01-08,5499.0,4251.972540461902,4541.038370612839,4695.832333151482,
2024-01-09,6812.0,4209.3257486788025,4508.368614210217,6785.132413388139,
2024-01-10,4389.0,4292.422419685578,4539.009341535658,4790.732285258601,
2024-01-11,3459.0,4239.799653078924,4527.289968198901,4674.822492049725,
2024-01-12,5921.0,4295.506840060801,4583.568991724371,4705.364972133086,
2024-01-13,5273.0,4245.928314052721,4557.7538403186045,4705.625640053101,
2024-01-14,124.0,4433.548387096775,4598.4838709677415,4822.5161290322585,
2024-01-15,3472.0,4194.808467741936,4483.072292626728,4672.029665898617,
2024-01-16,6337.0,4286.775761401294,4522.496607227395,4653.11961495976,
2024-01-17,7009.0,4159.7100870309605,4485.590098444856,4662.905264659723,
2024-01-18,6882.0,4174.110287707062,4434.854112176693,4594.325196163906,
2024-01-19,7876.0,4224.99250888776,4478.0288217369225,4624.174834941595,
2024-01-20,4336.0,4195.533902214022,4465.093865313653,4610.027675276753,
2024-01-21,135.0,4009.807407407408,4235.311111111111,4464.325925925926,
2024-01-22,116.0,4325.094827586207,4487.836206896552,4606.163793103448,
2024-01-23,7080.0,4228.053389830508,4439.823587570621,4584.270621468927,
2024-01-24,7676.0,4204.607868681605,4442.79820218864,4585.849270453361,
2024-01-25,3826.0,4138.823052796654,4417.196288552012,4544.0235232618925,
2024-01-26,21.0,4471.428571428572,4504.523809523809,4556.095238095239,
2024-01-27,4075.0,4080.72490797546,4356.660122699386,4508.322944785276,
2024-01-28,235.0,4379.293617021277,4470.75744680851,4554.1659574468085,
2024-01-29,6172.0,3988.413480233312,4279.951555411536,4446.592676604018,
2024-01-30,6607.0,3927.7634327228698,4210.252156803391,4350.227334645074,
2024-01-31,4853.0,4116.268493715228,4326.819493097053,4425.772923964558,
2024-02-01,4475.0,3920.852737430168,4312.162458100559,4457.147486033519,
2024-02-02,4350.0,3976.779770114944,4270.313563218391,4451.442068965517,
2024-02-03,2991.0,4003.568371782013,4277.146104981612,4442.920093614176,
2024-02-04,487.0,4333.110882956878,4456.681724845996,4538.377823408624,
2024-02-05,3158.0,3909.1820772640913,4271.227042431919,4447.050348321723,
2024-02-06,3853.0,4076.056319750844,4355.106929665196,4510.431352193096,
2024-02-07,3884.0,4047.744078269825,4311.46035015448,4487.915293511844,
2024-02-08,3887.0,4082.455878569591,4347.9017236943655,4496.452019552354,
2024-02-09,3433.0,3948.618992135159,4282.341974949024,4486.581998252257,
2024-02-10,2906.0,4096.3341362697865,4353.536132140399,4486.493117687543,
