Date,Weighted_Avg_Modal_Price,Total_Arrivals,Markets
31-12-2024,2219.34,2319.01,47
01-01-2025,2260.46,2944.07,37
02-01-2025,2256.62,3557.49,40
03-01-2025,2278.87,3096.1,47
04-01-2025,2276.21,2264.28,34
05-01-2025,2176.08,332.4,7
06-01-2025,2293.43,3776.98,41
07-01-2025,2316.47,3194.45,41
08-01-2025,2343.07,3305.01,34
09-01-2025,2288.58,3445.78,36
10-01-2025,2282.64,3738.4,47
11-01-2025,2292.65,2159.73,31
12-01-2025,2251.26,148.3,6
13-01-2025,2289.76,3353.59,36
14-01-2025,2389.59,620.91,19
15-01-2025,2355.58,1360.71,33
16-01-2025,2298.36,2803.7,51
17-01-2025,2287.29,2318.5,36
18-01-2025,2289.19,1518.59,31
19-01-2025,2162.09,141.4,5
20-01-2025,2252.75,2435.08,27
21-01-2025,2271.86,1919.76,30
22-01-2025,2251.95,2810.75,33
23-01-2025,2271.96,2677.8,33
24-01-2025,2224.03,2379.66,31
25-01-2025,2253.05,1379.41,23
26-01-2025,2202.08,91.57,5
27-01-2025,2212.59,2882.84,33
28-01-2025,2201.74,1766.02,31
29-01-2025,2222.69,2656.41,35
30-01-2025,2209.67,3764.73,45
31-01-2025,2220.45,2278.6,37
01-02-2025,2178.37,2390.39,31
02-02-2025,2107.63,156.84,4
03-02-2025,2210.37,4473.12,38
04-02-2025,2188.84,2318.84,42
05-02-2025,2181.04,2473.86,37
06-02-2025,2148.71,2237.1,40
07-02-2025,2106.63,1592.42,43
08-02-2025,2102.22,396.87,22
09-02-2025,2158.53,24.82,3
10-02-2025,2151.0,67.38,1
11-02-2025,2127.4,66.42,2
12-02-2025,2158.32,1508.5,19
13-02-2025,2187.19,1977.8,39
14-02-2025,2147.54,1951.23,42
15-02-2025,2153.85,1125.04,30
16-02-2025,2059.25,67.16,5
17-02-2025,2190.94,1902.42,40
18-02-2025,2162.99,1536.69,33
19-02-2025,2078.59,153.26,7
20-02-2025,2226.87,2475.99,42
21-02-2025,2109.46,1271.45,38
22-02-2025,2181.62,848.27,30
23-02-2025,2113.86,79.16,5
24-02-2025,2180.39,2235.54,39
25-02-2025,2162.38,1826.5,28
26-02-2025,2118.62,435.02,7
27-02-2025,2178.69,1332.1,36
28-02-2025,2152.59,1830.6,39
01-03-2025,2233.92,1197.25,28
02-03-2025,2090.23,113.09,5
03-03-2025,2219.42,1904.18,38
04-03-2025,2182.31,1560.22,38
05-03-2025,2232.66,1550.36,34
06-03-2025,2185.32,1671.16,40
07-03-2025,2241.17,1262.39,40
08-03-2025,2167.58,718.37,33
09-03-2025,2134.25,92.58,5
10-03-2025,2281.83,2296.57,41
11-03-2025,2261.15,1312.09,36
12-03-2025,2145.42,1115.57,35
13-03-2025,2419.57,221.3,14
14-03-2025,2160.16,41.29,4
15-03-2025,2148.42,524.56,25
16-03-2025,2073.55,99.41,4
17-03-2025,2158.34,1455.05,41
18-03-2025,2180.17,1210.61,37
19-03-2025,2105.08,845.3,30
20-03-2025,2204.15,1703.92,37
21-03-2025,2296.23,1375.96,41
22-03-2025,2112.69,975.67,29
23-03-2025,1991.25,168.55,7
24-03-2025,2141.2,2168.82,43
25-03-2025,2141.24,2217.36,43
26-03-2025,2175.99,1394.44,30
27-03-2025,2192.52,1308.89,28
28-03-2025,2091.27,1458.88,30
29-03-2025,1989.25,540.09,19
30-03-2025,2220.23,37.18,5
31-03-2025,2114.91,266.06,8
01-04-2025,2101.75,761.01,24
02-04-2025,2204.63,1673.89,28
03-04-2025,2147.2,1735.98,34
04-04-2025,2115.62,1583.46,44
05-04-2025,2104.74,1051.5,33
06-04-2025,2074.18,119.3,4
07-04-2025,2101.36,3487.9,48
08-04-2025,2108.49,2324.98,43
09-04-2025,2113.99,1372.1,28
10-04-2025,2564.0,103.2,8
11-04-2025,2040.9,2155.0,37
12-04-2025,2050.7,989.12,24
13-04-2025,2124.24,148.9,4
14-04-2025,2206.51,131.5,10
15-04-2025,2097.88,2973.5,50
16-04-2025,2184.38,3259.07,42
17-04-2025,2108.7,2430.64,34
18-04-2025,2086.83,578.7,15
19-04-2025,2088.22,2161.0,40
20-04-2025,2049.43,68.77,5
21-04-2025,2087.84,2877.9,38
22-04-2025,2144.64,3199.28,37
23-04-2025,2075.76,3160.62,44
24-04-2025,2077.9,2969.9,44
25-04-2025,2202.18,2961.14,43
26-04-2025,2059.05,2110.83,43
27-04-2025,2117.42,58.62,4
28-04-2025,2147.95,5147.4,50
29-04-2025,2085.56,3696.1,43
30-04-2025,2191.55,573.2,14
01-05-2025,2095.38,36.8,2
02-05-2025,2142.99,5576.93,63
03-05-2025,2071.39,2366.39,40
04-05-2025,2114.24,123.49,5
05-05-2025,2105.82,4265.7,53
06-05-2025,2149.86,3021.79,47
07-05-2025,2065.54,2359.55,45
08-05-2025,2073.13,2841.5,52
09-05-2025,2107.51,2051.2,41
10-05-2025,2058.11,1096.42,28
11-05-2025,2100.13,37.45,4
12-05-2025,2227.99,221.0,11
13-05-2025,2046.54,1683.1,25
15-05-2025,2020.78,2626.39,47
16-05-2025,2037.82,2492.1,45
17-05-2025,2037.69,1398.71,37
18-05-2025,2043.32,80.8,3
19-05-2025,2006.49,3431.63,44
20-05-2025,2003.5,1596.1,38
21-05-2025,1956.66,2084.49,50
22-05-2025,2013.46,1957.7,42
23-05-2025,1995.81,1448.7,37
24-05-2025,2051.59,951.7,26
25-05-2025,1858.29,82.8,3
26-05-2025,2028.34,2278.23,43
27-05-2025,2054.8,1383.7,39
28-05-2025,2069.99,898.6,36
29-05-2025,2034.69,1654.67,43
30-05-2025,2013.98,3050.1,44
31-05-2025,1982.53,1253.72,33
01-06-2025,1740.25,199.1,6
02-06-2025,2052.54,2608.02,46
03-06-2025,2039.18,3029.43,48
04-06-2025,2108.77,2420.8,39
05-06-2025,2050.14,2496.5,42
06-06-2025,2036.8,2487.83,40
07-06-2025,2196.26,156.5,11
08-06-2025,2075.44,48.74,6
09-06-2025,2037.96,2901.41,44
10-06-2025,2081.69,1878.73,44
11-06-2025,2090.14,1715.44,45
12-06-2025,2102.03,1514.5,40
13-06-2025,2108.8,1127.47,43
14-06-2025,2231.51,329.08,25
15-06-2025,2138.97,62.1,5
16-06-2025,2109.56,1215.2,39
17-06-2025,2136.33,1054.98,41
18-06-2025,2150.09,565.28,40
19-06-2025,2214.39,575.26,38
20-06-2025,2168.74,424.89,39
21-06-2025,2145.17,270.6,22
22-06-2025,2156.82,34.02,5
23-06-2025,2120.14,517.89,40
24-06-2025,2185.91,546.27,37
25-06-2025,2151.14,252.0,30
26-06-2025,2128.23,232.7,27
27-06-2025,2280.51,277.49,34
28-06-2025,2195.25,176.5,28
29-06-2025,2199.45,10.83,4
30-06-2025,2218.52,384.79,35
01-07-2025,2281.72,172.4,23
02-07-2025,2144.61,44.44,10
03-07-2025,2240.31,195.1,30
04-07-2025,2293.23,192.42,33
05-07-2025,2221.86,131.5,27
06-07-2025,2146.07,20.73,5
07-07-2025,2203.54,136.3,26
08-07-2025,2323.83,183.62,31
09-07-2025,2470.57,166.47,29
10-07-2025,2489.39,173.5,30
11-07-2025,2266.96,138.1,33
12-07-2025,2406.5,116.79,25
13-07-2025,2230.64,11.75,4
14-07-2025,2211.58,242.79,33
15-07-2025,2340.03,274.74,31
16-07-2025,2477.05,244.67,30
17-07-2025,2386.75,264.6,38
18-07-2025,2169.68,237.92,34
19-07-2025,2427.02,171.8,28
20-07-2025,2211.11,12.6,3
21-07-2025,2361.0,299.42,35
22-07-2025,2512.58,283.63,33
23-07-2025,2338.03,229.95,34
24-07-2025,2266.18,188.4,28
25-07-2025,2244.76,59.6,20
26-07-2025,3101.42,45.1,4
27-07-2025,2213.23,9.11,5
28-07-2025,2194.3,138.69,22
29-07-2025,2738.33,69.0,9
30-07-2025,2447.81,138.4,27
31-07-2025,2376.03,96.7,23
01-08-2025,2533.26,164.96,26
02-08-2025,2327.03,79.1,25
03-08-2025,2150.0,0.7,1
04-08-2025,2386.33,194.12,28
05-08-2025,2540.89,179.75,29
06-08-2025,2264.59,175.2,26
07-08-2025,2312.98,209.0,32
08-08-2025,2548.91,98.7,21
09-08-2025,2250.0,5.0,1
10-08-2025,2312.29,15.21,7
11-08-2025,2385.98,136.1,26
12-08-2025,2460.29,297.4,26
13-08-2025,2300.91,132.75,29
14-08-2025,2391.86,105.6,24
15-08-2025,2119.57,11.5,2
16-08-2025,2199.29,62.2,17
17-08-2025,2270.65,19.2,5
18-08-2025,2674.57,161.7,29
19-08-2025,2347.1,85.9,23
20-08-2025,2147.81,83.58,19
21-08-2025,2556.28,111.7,23
22-08-2025,2172.3,110.3,9
23-08-2025,2718.22,45.0,13
24-08-2025,2248.7,7.7,3
25-08-2025,2252.9,106.6,27
26-08-2025,2211.44,109.9,17
27-08-2025,2202.15,9.3,3
28-08-2025,2670.42,105.8,19
29-08-2025,2633.28,102.46,21
30-08-2025,2335.03,30.6,12
31-08-2025,2395.49,7.3,2
01-09-2025,2302.1,81.5,19
02-09-2025,1880.16,149.4,19
03-09-2025,2182.05,118.25,24
04-09-2025,1915.79,125.3,21
05-09-2025,2898.02,38.94,8
06-09-2025,2347.69,779.4,7
07-09-2025,2188.0,15.0,5
08-09-2025,2087.28,219.32,27
09-09-2025,2046.37,213.0,29
10-09-2025,1848.72,292.1,27
11-09-2025,1778.05,785.6,33
12-09-2025,1706.3,400.26,36
13-09-2025,2210.67,276.07,22
14-09-2025,2428.99,13.8,3
15-09-2025,1950.26,260.2,30
16-09-2025,2218.58,242.21,29
17-09-2025,1968.13,232.1,26
18-09-2025,2015.53,266.8,29
19-09-2025,1968.69,298.1,30
20-09-2025,2063.5,410.16,21
21-09-2025,2106.29,46.1,4
22-09-2025,1632.45,229.9,21
23-09-2025,1935.6,415.9,21
24-09-2025,1728.77,283.8,28
25-09-2025,1668.32,284.2,26
26-09-2025,1926.26,520.1,20
27-09-2025,1819.46,403.75,22
28-09-2025,2158.33,7.8,3
29-09-2025,2009.32,536.16,31
30-09-2025,1796.2,516.9,28
01-10-2025,1954.51,325.22,19
02-10-2025,1532.68,142.6,9
03-10-2025,1853.55,1051.09,34
04-10-2025,1630.89,595.72,18
05-10-2025,2101.23,1.62,2
06-10-2025,1791.72,2791.26,44
07-10-2025,1667.76,3341.47,37
08-10-2025,1698.94,2412.04,40
09-10-2025,1774.17,1861.4,32
10-10-2025,1849.16,1408.6,8
11-10-2025,2147.48,1988.0,9
12-10-2025,2113.58,166.62,6
13-10-2025,1755.48,19994.11,48
14-10-2025,1734.49,6102.1,46
15-10-2025,1850.93,9376.37,45
16-10-2025,1664.93,7147.2,49
17-10-2025,1590.79,1364.8,20
18-10-2025,1599.38,1457.69,22
19-10-2025,1642.96,73.8,5
20-10-2025,1716.99,124.25,7
22-10-2025,2003.84,514.5,8
23-10-2025,1791.04,537.3,6
24-10-2025,1853.78,437.1,10
25-10-2025,1950.21,191.5,5
26-10-2025,1702.28,184.9,7
27-10-2025,1668.08,3100.24,34
28-10-2025,1649.46,2572.95,39
29-10-2025,1717.82,1547.31,39
30-10-2025,1619.11,2816.5,44
31-10-2025,1718.68,1969.77,36
01-11-2025,1674.18,3200.86,35
02-11-2025,1692.1,100.74,7
03-11-2025,1607.18,3814.83,45
04-11-2025,1742.61,1624.3,17
05-11-2025,1720.46,1621.79,12
06-11-2025,1494.89,3117.4,26
07-11-2025,1573.03,3413.7,38
08-11-2025,1460.63,1125.7,21
09-11-2025,1614.17,23.1,2
10-11-2025,1645.1,4193.8,30
11-11-2025,1610.26,3637.1,29
12-11-2025,1565.47,3586.8,24
13-11-2025,1560.25,5378.1,28
14-11-2025,1589.17,4506.1,26
15-11-2025,1560.88,2225.3,18
16-11-2025,1476.33,900.54,8
17-11-2025,1630.47,7447.37,40
18-11-2025,1526.86,6217.8,38
19-11-2025,1482.43,7874.6,38
20-11-2025,1472.63,7944.7,36
21-11-2025,1536.72,4863.3,30
22-11-2025,1516.96,2613.0,23
23-11-2025,1366.71,261.9,8
24-11-2025,1556.89,12745.43,47
25-11-2025,1536.17,9024.03,42
26-11-2025,1477.84,6942.71,42
27-11-2025,1482.24,9093.02,50
28-11-2025,1540.95,5103.4,39
29-11-2025,1601.17,3751.9,19
30-11-2025,1636.75,317.2,9
01-12-2025,1557.7,6864.46,33
02-12-2025,1597.24,3469.89,20
03-12-2025,1599.29,7776.9,37
04-12-2025,1562.82,7140.3,41
05-12-2025,1674.85,4873.1,34
06-12-2025,1579.98,1883.8,23
07-12-2025,1492.99,86.05,5
08-12-2025,1668.94,9033.6,45
09-12-2025,1649.75,6288.6,33
10-12-2025,1693.91,7847.7,41
11-12-2025,1646.76,9603.4,48
12-12-2025,1706.48,3130.16,35
13-12-2025,1649.84,1770.9,18
14-12-2025,1533.49,80.11,6
15-12-2025,1691.4,10400.7,45
16-12-2025,1685.68,7638.55,41
17-12-2025,1668.43,8829.2,36
18-12-2025,1705.29,8181.8,42
19-12-2025,1723.82,4889.52,35
20-12-2025,1651.99,2534.4,17
21-12-2025,1577.43,116.1,4
22-12-2025,1679.02,11032.68,48
23-12-2025,1687.0,6915.09,38
24-12-2025,1709.95,3725.2,24
25-12-2025,1657.47,2618.0,13
26-12-2025,1725.35,4869.31,33
27-12-2025,1663.56,2008.47,23
28-12-2025,1597.87,275.1,6
29-12-2025,1667.0,9328.44,43
30-12-2025,1652.73,7167.89,37
31-12-2025,1697.8,5414.39,33
01-01-2026,1677.08,5941.8,38
02-01-2026,1694.9,4957.89,34
03-01-2026,1748.57,3280.6,17
04-01-2026,1646.98,118.85,6
05-01-2026,1685.36,6522.0,37
06-01-2026,1693.22,5164.26,33
07-01-2026,1720.7,4854.07,34
08-01-2026,1720.52,6801.0,34
09-01-2026,1740.81,3324.7,33
10-01-2026,1654.79,1867.94,23
11-01-2026,1577.55,189.5,5
12-01-2026,1687.68,9203.08,39
13-01-2026,1672.08,4976.28,37
14-01-2026,1781.58,1516.38,19
15-01-2026,1633.76,2225.6,24
16-01-2026,1709.34,2949.33,29
17-01-2026,1727.35,2484.7,19
18-01-2026,1709.87,116.61,6
19-01-2026,1720.62,3393.8,30
20-01-2026,1702.52,6335.21,28
21-01-2026,1628.0,7191.35,40
22-01-2026,1663.92,5630.91,40
23-01-2026,1680.04,3850.42,36
24-01-2026,1654.45,2387.91,23
25-01-2026,1614.89,141.0,4
26-01-2026,1700.0,0.06,1
27-01-2026,1641.1,5720.31,46
28-01-2026,1698.54,4706.63,31
29-01-2026,1590.74,4740.8,28
30-01-2026,1653.71,4247.71,42
31-01-2026,1623.03,1394.69,20
01-02-2026,1500.34,58.0,2
02-02-2026,1687.75,5588.76,35
03-02-2026,1629.76,4665.17,35
04-02-2026,1682.36,6350.51,41
05-02-2026,1599.2,12397.09,42
06-02-2026,1661.94,3152.92,36
07-02-2026,1617.58,1278.9,15
08-02-2026,1676.61,3.42,3
09-02-2026,1617.56,5643.09,42
10-02-2026,1606.88,4595.82,38
11-02-2026,1632.58,3995.23,40
12-02-2026,1579.21,6560.91,35
13-02-2026,1624.72,3238.1,40
14-02-2026,1546.68,1589.0,17
15-02-2026,1500.27,54.9,3
16-02-2026,1607.77,4456.38,43
17-02-2026,1543.55,4112.6,34
18-02-2026,1594.43,1381.46,23
19-02-2026,1603.82,146.0,9
20-02-2026,1602.49,3659.82,32
21-02-2026,1555.52,1637.59,21
22-02-2026,1452.15,53.6,3
23-02-2026,1566.41,3697.94,39
24-02-2026,1559.44,3136.93,30
25-02-2026,1541.08,3884.41,38
26-02-2026,1564.99,3296.03,37
27-02-2026,1615.7,2278.5,33
28-02-2026,1551.27,1632.18,20
01-03-2026,1390.43,86.25,4
02-03-2026,1770.83,906.5,20
03-03-2026,1547.93,304.04,6
04-03-2026,1607.36,1747.41,26
05-03-2026,1586.78,2771.14,38
06-03-2026,1562.14,1670.94,28
07-03-2026,1620.42,976.2,17
08-03-2026,1469.31,1.89,2
09-03-2026,1651.53,3178.65,33
10-03-2026,1642.65,2601.95,34
11-03-2026,1629.42,3341.23,39
12-03-2026,1627.0,3318.5,39
13-03-2026,1639.99,1727.25,33
14-03-2026,1637.86,997.27,18
15-03-2026,1429.8,60.4,2
16-03-2026,1628.37,3866.14,40
17-03-2026,1584.43,4541.05,38
18-03-2026,1585.85,3900.01,23
19-03-2026,1681.84,273.33,16
20-03-2026,1662.05,1550.74,27
21-03-2026,2296.74,90.78,6
22-03-2026,1473.54,96.0,5
23-03-2026,1648.62,4501.9,35
24-03-2026,1609.91,3728.98,43
25-03-2026,1642.64,2483.9,30
26-03-2026,1967.58,23.6,5
27-03-2026,1641.15,774.21,29
28-03-2026,1736.23,1712.06,20
29-03-2026,1427.58,223.71,7
30-03-2026,1705.18,682.04,19
31-03-2026,2147.46,263.34,9
01-04-2026,1581.5,798.5,14
02-04-2026,1750.4,937.13,21
03-04-2026,1762.34,495.52,10
04-04-2026,1780.59,579.76,17
05-04-2026,1588.74,41.68,5
06-04-2026,1698.55,3794.94,42
07-04-2026,1695.26,2649.14,39
08-04-2026,1730.41,4009.0,38
09-04-2026,1748.07,3968.89,45
10-04-2026,1666.62,3299.95,39
11-04-2026,1677.67,1542.43,23
12-04-2026,1735.45,513.7,8
13-04-2026,1708.88,2870.7,33
14-04-2026,1695.57,324.33,10
15-04-2026,1690.51,5411.44,46
16-04-2026,1666.77,3580.78,46
17-04-2026,1715.64,3444.86,36
18-04-2026,1671.09,2286.66,23
19-04-2026,1799.61,196.08,4
20-04-2026,1748.99,3925.1,47
21-04-2026,1682.13,2790.85,42
22-04-2026,1705.88,2740.42,40
23-04-2026,1744.11,3528.9,48
24-04-2026,1745.75,2844.83,39
25-04-2026,1693.22,1878.29,27
26-04-2026,1818.46,295.89,5
27-04-2026,1806.25,4957.52,46
28-04-2026,1846.91,3977.65,39
29-04-2026,1838.27,4435.76,41
30-04-2026,1893.05,3151.34,34
01-05-2026,1797.29,828.91,6
02-05-2026,1855.62,2458.9,21
03-05-2026,1605.57,552.71,8
04-05-2026,1919.55,5867.32,51
05-05-2026,1879.96,5697.25,50
06-05-2026,1878.17,5656.7,45
07-05-2026,1895.9,5118.86,49
08-05-2026,1896.31,2930.33,42
09-05-2026,1756.76,2060.78,24
10-05-2026,1973.16,350.94,7
11-05-2026,1843.37,6280.82,56
12-05-2026,1865.78,4549.94,45
13-05-2026,1851.18,3344.9,50
14-05-2026,1844.25,4213.44,52
15-05-2026,1881.13,3162.13,51
16-05-2026,1870.96,1539.8,23
17-05-2026,1672.78,303.36,6
18-05-2026,1908.13,6457.67,55
19-05-2026,1885.69,4897.01,56
20-05-2026,1904.42,4204.04,50
21-05-2026,1899.64,3400.45,48
22-05-2026,1934.37,2671.23,48
23-05-2026,1909.62,1893.6,27
24-05-2026,1719.79,278.92,5
25-05-2026,1957.21,3460.67,54
26-05-2026,1947.16,2109.18,47
27-05-2026,1993.64,1240.95,22
28-05-2026,2009.72,280.4,17
29-05-2026,2013.11,1862.82,46
30-05-2026,1940.06,932.17,25
31-05-2026,1806.79,115.56,8
01-06-2026,2019.54,2238.35,47
02-06-2026,2004.79,1398.57,44
03-06-2026,2050.12,1553.59,45
04-06-2026,2120.74,999.56,41
05-06-2026,2120.01,675.93,37
06-06-2026,2145.61,286.8,18
07-06-2026,2093.68,149.45,7
08-06-2026,2098.5,928.82,49
09-06-2026,2072.38,424.38,40
10-06-2026,2084.21,503.89,41
11-06-2026,2087.02,736.18,48
12-06-2026,1975.34,582.65,39
13-06-2026,2040.96,211.31,20
14-06-2026,1925.2,308.82,8
15-06-2026,2081.97,561.03,45
16-06-2026,2071.22,1069.88,36
17-06-2026,2069.96,578.18,56
18-06-2026,2047.8,601.75,40
19-06-2026,2051.28,653.55,42
20-06-2026,2145.12,228.0,17
21-06-2026,1986.79,222.4,8
22-06-2026,2215.1,486.35,51
23-06-2026,2229.94,513.06,42
24-06-2026,2228.74,527.8,43
25-06-2026,2225.46,321.58,39
26-06-2026,2301.29,129.23,12
27-06-2026,2286.01,216.3,27
28-06-2026,2164.84,72.48,6
29-06-2026,2306.27,424.47,49
30-06-2026,2120.88,210.62,48
