Arrival Date,Year,Month,Commodity,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Total_Arrivals_MT,Markets_Reported
2023-10-20,2023,October,Sugar,3700.0,4100.0,3900.0,277.0,1
2023-10-21,2023,October,Sugar,3700.0,4100.0,3900.0,149.0,1
2023-10-25,2023,October,Sugar,3700.0,4100.0,3900.0,43.0,1
2023-10-26,2023,October,Sugar,3700.0,4100.0,3900.0,234.0,1
2023-10-28,2023,October,Sugar,3700.0,4100.0,3900.0,232.0,1
2023-10-30,2023,October,Sugar,3700.0,4100.0,3900.0,100.0,1
2023-10-31,2023,October,Sugar,3700.0,4100.0,3900.0,277.0,1
2023-11-01,2023,November,Sugar,3700.0,4100.0,3900.0,259.0,1
2023-11-02,2023,November,Sugar,3700.0,4100.0,3900.0,467.0,1
2023-11-03,2023,November,Sugar,3700.0,4100.0,3900.0,334.0,1
2023-11-06,2023,November,Sugar,3700.0,4100.0,3900.0,55.0,1
2023-11-07,2023,November,Sugar,3700.0,4200.0,3950.0,343.0,1
2023-11-08,2023,November,Sugar,3700.0,4200.0,3950.0,365.0,1
2023-11-09,2023,November,Sugar,3700.0,4200.0,3950.0,286.0,1
2023-11-10,2023,November,Sugar,3700.0,4200.0,3950.0,496.0,1
2023-11-11,2023,November,Sugar,3700.0,4200.0,3950.0,301.0,1
2023-11-13,2023,November,Sugar,3700.0,4200.0,3950.0,116.0,1
2023-11-17,2023,November,Sugar,3700.0,4200.0,3950.0,52.0,1
2023-11-18,2023,November,Sugar,3700.0,4200.0,3950.0,226.0,1
2023-11-20,2023,November,Sugar,3700.0,4200.0,3950.0,241.0,1
2023-11-21,2023,November,Sugar,3700.0,4200.0,3950.0,135.0,1
2023-11-22,2023,November,Sugar,3700.0,4200.0,3950.0,94.0,1
2023-11-23,2023,November,Sugar,3700.0,4200.0,3950.0,208.0,1
2023-11-24,2023,November,Sugar,3700.0,4200.0,3950.0,239.0,1
2023-11-27,2023,November,Sugar,3700.0,4200.0,3950.0,74.0,1
2023-11-28,2023,November,Sugar,3700.0,4300.0,4000.0,44.0,1
2023-12-02,2023,December,Sugar,3700.0,4300.0,4000.0,156.0,1
2023-12-05,2023,December,Sugar,3700.0,4300.0,4000.0,224.0,1
2023-12-06,2023,December,Sugar,3700.0,4300.0,4000.0,210.0,1
2023-12-07,2023,December,Sugar,3700.0,4300.0,4000.0,175.0,1
2023-12-08,2023,December,Sugar,3700.0,4300.0,4000.0,237.0,1
2023-12-09,2023,December,Sugar,3700.0,4300.0,4000.0,381.0,1
2023-12-11,2023,December,Sugar,3700.0,4300.0,4000.0,49.0,1
2023-12-12,2023,December,Sugar,3700.0,4300.0,4000.0,110.0,1
2023-12-13,2023,December,Sugar,3700.0,4300.0,4000.0,224.0,1
2023-12-14,2023,December,Sugar,3700.0,4300.0,4000.0,208.0,1
2023-12-15,2023,December,Sugar,3700.0,4300.0,4000.0,252.0,1
2023-12-16,2023,December,Sugar,3700.0,4300.0,4000.0,384.0,1
2023-12-18,2023,December,Sugar,3700.0,4300.0,4000.0,87.0,1
2023-12-19,2023,December,Sugar,3700.0,4300.0,4000.0,100.0,1
2023-12-20,2023,December,Sugar,3700.0,4300.0,4000.0,335.0,1
2023-12-21,2023,December,Sugar,3700.0,4300.0,4000.0,222.0,1
2023-12-22,2023,December,Sugar,3700.0,4300.0,4000.0,188.0,1
2023-12-26,2023,December,Sugar,3700.0,4300.0,4000.0,214.0,1
2023-12-27,2023,December,Sugar,3700.0,4300.0,4000.0,248.0,1
2023-12-28,2023,December,Sugar,3700.0,4300.0,4000.0,254.0,1
2023-12-29,2023,December,Sugar,3700.0,4300.0,4000.0,221.0,1
2023-12-30,2023,December,Sugar,3700.0,4300.0,4000.0,212.0,1
2024-01-01,2024,January,Sugar,3700.0,4300.0,4000.0,99.0,1
2024-01-02,2024,January,Sugar,3700.0,4300.0,4000.0,278.0,1
2024-01-03,2024,January,Sugar,3700.0,4300.0,4000.0,445.0,1
2024-01-04,2024,January,Sugar,3700.0,4300.0,4000.0,365.0,1
2024-01-05,2024,January,Sugar,3700.0,4300.0,4000.0,193.0,1
2024-01-06,2024,January,Sugar,3700.0,4300.0,4000.0,122.0,1
2024-01-08,2024,January,Sugar,3700.0,4300.0,4000.0,60.0,1
2024-01-09,2024,January,Sugar,3700.0,4300.0,4000.0,199.0,1
2024-01-10,2024,January,Sugar,3700.0,4300.0,4000.0,217.0,1
2024-01-11,2024,January,Sugar,3700.0,4300.0,4000.0,317.0,1
2024-01-12,2024,January,Sugar,3700.0,4300.0,4000.0,182.0,1
2024-01-13,2024,January,Sugar,3700.0,4300.0,4000.0,155.0,1
2024-01-15,2024,January,Sugar,3700.0,4300.0,4000.0,55.0,1
2024-01-16,2024,January,Sugar,3700.0,4300.0,4000.0,270.0,1
2024-01-17,2024,January,Sugar,3700.0,4300.0,4000.0,169.0,1
2024-01-18,2024,January,Sugar,3700.0,4300.0,4000.0,252.0,1
2024-01-19,2024,January,Sugar,3700.0,4300.0,4000.0,242.0,1
2024-01-23,2024,January,Sugar,3700.0,4300.0,4000.0,77.0,1
2024-01-24,2024,January,Sugar,3700.0,4300.0,4000.0,183.0,1
2024-01-29,2024,January,Sugar,3700.0,4300.0,4000.0,193.0,1
2024-01-30,2024,January,Sugar,3700.0,4300.0,4000.0,211.0,1
2024-01-31,2024,January,Sugar,3700.0,4300.0,4000.0,302.0,1
2024-02-01,2024,February,Sugar,3700.0,4300.0,4000.0,270.0,1
2024-02-02,2024,February,Sugar,3700.0,4300.0,4000.0,178.0,1
2024-02-03,2024,February,Sugar,3700.0,4300.0,4000.0,326.0,1
2024-02-05,2024,February,Sugar,3700.0,4300.0,4000.0,161.0,1
2024-02-06,2024,February,Sugar,3700.0,4300.0,4000.0,127.0,1
2024-02-07,2024,February,Sugar,3700.0,4300.0,4000.0,222.0,1
2024-02-08,2024,February,Sugar,3700.0,4300.0,4000.0,186.0,1
2024-02-09,2024,February,Sugar,3700.0,4300.0,4000.0,135.0,1
2024-02-10,2024,February,Sugar,3700.0,4300.0,4000.0,231.0,1
2024-02-12,2024,February,Sugar,3700.0,4300.0,4000.0,73.0,1
2024-02-13,2024,February,Sugar,3750.0,4400.0,3925.0,122.0,1
2024-02-14,2024,February,Sugar,3750.0,4400.0,3925.0,301.0,1
2024-02-15,2024,February,Sugar,3750.0,4400.0,3925.0,221.0,1
2024-02-16,2024,February,Sugar,3750.0,4400.0,3925.0,278.0,1
2024-02-20,2024,February,Sugar,3750.0,4400.0,3925.0,57.0,1
2024-02-21,2024,February,Sugar,3750.0,4400.0,3925.0,230.0,1
2024-02-22,2024,February,Sugar,3750.0,4400.0,3925.0,137.0,1
2024-02-23,2024,February,Sugar,3750.0,4400.0,3925.0,152.0,1
2024-02-24,2024,February,Sugar,3750.0,4400.0,3925.0,275.0,1
2024-02-26,2024,February,Sugar,3750.0,4400.0,3925.0,20.0,1
2024-02-27,2024,February,Sugar,3750.0,4400.0,3925.0,158.0,1
2024-02-28,2024,February,Sugar,3750.0,4400.0,3925.0,181.6,1
2024-02-29,2024,February,Sugar,3750.0,4400.0,3925.0,299.5,1
2024-03-01,2024,March,Sugar,3750.0,4400.0,3925.0,144.5,1
2024-03-02,2024,March,Sugar,3750.0,4400.0,3925.0,157.6,1
2024-03-04,2024,March,Sugar,3750.0,4400.0,3925.0,37.0,1
2024-03-05,2024,March,Sugar,3750.0,4400.0,3925.0,213.7,1
2024-03-06,2024,March,Sugar,3750.0,4400.0,3925.0,267.5,1
2024-03-07,2024,March,Sugar,3750.0,4400.0,3925.0,438.9,1
2024-03-11,2024,March,Sugar,3800.0,4400.0,4100.0,114.0,1
2024-03-12,2024,March,Sugar,3800.0,4400.0,4100.0,116.0,1
2024-03-13,2024,March,Sugar,3800.0,4400.0,4100.0,343.5,1
2024-03-14,2024,March,Sugar,3800.0,4400.0,4100.0,264.4,1
2024-03-15,2024,March,Sugar,3800.0,4400.0,4100.0,368.0,1
2024-03-16,2024,March,Sugar,3799.9999999999995,4400.0,4100.0,178.3,1
2024-03-18,2024,March,Sugar,3800.0,4400.0,4100.0,60.0,1
2024-03-19,2024,March,Sugar,3800.0,4400.0,4100.0,197.5,1
2024-03-20,2024,March,Sugar,3800.0,4400.0,4100.0,462.3,1
2024-03-21,2024,March,Sugar,3800.0,4400.0,4100.0,101.5,1
2024-03-22,2024,March,Sugar,3800.0,4400.0,4100.0,292.0,1
2024-03-27,2024,March,Sugar,3800.0,4400.0,4100.0,200.0,1
2024-03-28,2024,March,Sugar,3800.0,4400.0,4100.0,210.4,1
2024-03-30,2024,March,Sugar,3800.0,4400.0,4100.0,178.5,1
2024-04-01,2024,April,Sugar,3800.0,4400.0,4100.0,74.0,1
2024-04-02,2024,April,Sugar,3800.0,4400.0,4100.0,162.9,1
2024-04-03,2024,April,Sugar,3800.0,4400.0,4100.0,149.0,1
2024-04-04,2024,April,Sugar,3800.0,4400.0,4100.0,250.0,1
2024-04-05,2024,April,Sugar,3800.0,4400.0,4100.0,310.0,1
2024-04-06,2024,April,Sugar,3800.0,4400.0,4100.0,173.0,1
2024-04-08,2024,April,Sugar,3800.0,4400.0,4100.0,133.2,1
2024-04-15,2024,April,Sugar,3800.0,4400.0,4100.0,165.0,1
2024-04-19,2024,April,Sugar,3800.0,4400.0,4100.0,214.5,1
2024-04-22,2024,April,Sugar,3800.0,4400.0,4100.0,62.0,1
2024-04-24,2024,April,Sugar,3800.0,4400.0,4100.0,107.0,1
2024-04-25,2024,April,Sugar,3800.0,4400.0,4100.0,226.6,1
2024-04-26,2024,April,Sugar,3800.0,4400.0,4100.0,195.2,1
2024-04-27,2024,April,Sugar,3800.0,4400.0,4100.0,228.0,1
2024-04-29,2024,April,Sugar,3800.0,4400.0,4100.0,31.0,1
2024-04-30,2024,April,Sugar,3800.0,4400.0,4100.0,206.9,1
2024-05-02,2024,May,Sugar,3800.0,4400.0,4100.0,66.0,1
2024-05-03,2024,May,Sugar,3800.0,4400.0,4100.0,144.0,1
2024-05-04,2024,May,Sugar,3800.0,4400.0,4100.0,163.0,1
2024-05-06,2024,May,Sugar,3800.0,4400.0,4100.0,141.0,1
2024-05-07,2024,May,Sugar,3800.0,4400.0,4100.0,241.0,1
2024-05-08,2024,May,Sugar,3800.0,4400.0,4100.0,223.5,1
2024-05-09,2024,May,Sugar,3800.0,4400.0,4100.0,98.0,1
2024-05-10,2024,May,Sugar,3800.0,4400.0,4100.0,117.0,1
2024-05-14,2024,May,Sugar,3800.0000000000005,4400.0,4100.0,289.4,1
2024-05-15,2024,May,Sugar,3800.0,4400.0,4100.0,226.0,1
2024-05-16,2024,May,Sugar,3800.0,4400.0,4100.0,247.7,1
2024-05-17,2024,May,Sugar,3800.0,4400.0,4100.0,222.5,1
2024-05-21,2024,May,Sugar,3800.0,4400.0,4100.0,50.0,1
2024-05-22,2024,May,Sugar,3800.0,4400.0,4100.0,232.0,1
2024-05-23,2024,May,Sugar,3800.0,4400.0,4100.0,170.0,1
2024-05-24,2024,May,Sugar,3800.0,4400.0,4100.0,151.5,1
2024-05-28,2024,May,Sugar,3800.0,4400.0,4100.0,167.5,1
2024-05-29,2024,May,Sugar,3800.0,4400.0,4100.0,261.2,1
2024-05-30,2024,May,Sugar,3800.0,4400.0,4100.0,301.2,1
2024-05-31,2024,May,Sugar,3800.0,4400.0,4100.0,187.0,1
2024-06-05,2024,June,Sugar,3800.0000000000005,4400.0,4100.0,182.2,1
2024-06-06,2024,June,Sugar,3800.0,4400.0,4100.0,205.7,1
2024-06-07,2024,June,Sugar,3800.0,4400.0,4100.0,242.0,1
2024-06-24,2024,June,Sugar,3800.0,4400.0,4100.0,98.5,1
2024-06-25,2024,June,Sugar,3800.0,4400.0,4100.0,79.0,1
2024-06-26,2024,June,Sugar,3800.0,4400.0,4100.0,185.0,1
2024-06-27,2024,June,Sugar,3800.0,4400.0,4100.0,188.1,1
2024-06-28,2024,June,Sugar,3800.0,4400.0,4100.0,206.0,1
2024-07-01,2024,July,Sugar,3800.0,4400.0,4100.0,363.7,1
2024-07-03,2024,July,Sugar,3800.0,4400.0,4100.0,84.0,1
2024-07-04,2024,July,Sugar,3800.0,4400.0,4100.0,180.0,1
2024-07-05,2024,July,Sugar,3800.0,4400.0,4100.0,223.0,1
2024-07-06,2024,July,Sugar,3800.0,4400.0,4100.0,217.0,1
2024-07-08,2024,July,Sugar,3800.0,4400.0,4100.0,50.0,1
2024-07-09,2024,July,Sugar,3800.0,4400.0,4100.0,178.6,1
2024-07-11,2024,July,Sugar,3800.0,4400.0,4100.0,247.5,1
2024-07-12,2024,July,Sugar,3800.0,4400.0,4100.0,505.0,1
2024-07-15,2024,July,Sugar,3800.0,4400.0,4100.0,179.0,1
2024-07-16,2024,July,Sugar,3800.0,4400.0,4100.0,176.4,1
2024-07-18,2024,July,Sugar,3800.0,4400.0,4100.0,239.0,1
2024-07-19,2024,July,Sugar,3800.0,4400.0,4100.0,322.0,1
2024-07-22,2024,July,Sugar,3800.0,4400.0,4100.0,141.0,1
2024-07-23,2024,July,Sugar,3800.0,4400.0,4100.0,70.0,1
2024-07-24,2024,July,Sugar,3800.0,4400.0,4100.0,115.1,1
2024-07-25,2024,July,Sugar,3800.0,4400.0,4100.0,263.2,1
2024-07-26,2024,July,Sugar,75000.0,120000.0,97500.0,1.2,1
2024-07-29,2024,July,Sugar,3800.0,4400.0,4100.0,50.0,1
2024-07-30,2024,July,Sugar,3799.9999999999995,4400.0,4100.0,371.1,1
2024-07-31,2024,July,Sugar,3800.0,4400.0,4100.0,377.5,1
2024-08-01,2024,August,Sugar,3800.0,4400.0,4100.0,280.0,1
2024-08-02,2024,August,Sugar,3800.0,4400.0,4100.0,376.5,1
2024-08-05,2024,August,Sugar,3800.0,4400.0,4100.0,165.0,1
2024-08-06,2024,August,Sugar,3800.0,4400.0,4100.0,174.0,1
2024-08-07,2024,August,Sugar,3800.0,4400.0,4100.0,160.0,1
2024-08-08,2024,August,Sugar,3800.0,4400.0,4100.0,149.0,1
2024-08-09,2024,August,Sugar,3800.0,4400.0,4100.0,246.0,1
2024-08-12,2024,August,Sugar,3800.0,4400.0,4100.0,74.0,1
2024-08-13,2024,August,Sugar,3800.0,4400.0,4100.0,169.5,1
2024-08-14,2024,August,Sugar,3850.0,4500.0,4175.0,304.0,1
2024-08-16,2024,August,Sugar,3850.0,4500.0,4175.0,194.8,1
2024-08-20,2024,August,Sugar,3850.0,4500.0,4175.0,41.0,1
2024-08-21,2024,August,Sugar,3850.0,4500.0,4175.0,138.0,1
2024-08-22,2024,August,Sugar,3850.0,4500.0,4175.0,313.0,1
2024-08-23,2024,August,Sugar,3850.0,4500.0,4175.0,118.5,1
2024-08-24,2024,August,Sugar,900.0,3200.0,2050.0,404.6,1
2024-08-26,2024,August,Sugar,3850.0,4500.0,4175.0,146.0,1
2024-08-28,2024,August,Sugar,3850.0,4500.0,4175.0,31.0,1
2024-08-29,2024,August,Sugar,3850.0,4500.0,4175.0,215.0,1
2024-08-30,2024,August,Sugar,3850.0,4500.0,4175.0,244.9,1
2024-08-31,2024,August,Sugar,3850.0,4500.0,4175.0,336.3,1
2024-09-02,2024,September,Sugar,3850.0,4500.0,4175.0,25.0,1
2024-09-03,2024,September,Sugar,3850.0,4500.0,4175.0,253.4,1
2024-09-04,2024,September,Sugar,3850.0,4500.0,4175.0,163.0,1
2024-09-05,2024,September,Sugar,3850.0,4500.0,4175.0,348.0,1
2024-09-06,2024,September,Sugar,3850.0,4500.0,4175.0,374.7,1
2024-09-09,2024,September,Sugar,3850.0,4500.0,4175.0,75.0,1
2024-09-10,2024,September,Sugar,3850.0,4500.0,4175.0,236.1,1
2024-09-11,2024,September,Sugar,3850.0,4500.0,4175.0,391.7,1
2024-09-12,2024,September,Sugar,3899.9999999999995,4600.0,4250.0,192.3,1
2024-09-13,2024,September,Sugar,3900.0000000000005,4600.0,4250.0,87.1,1
2024-09-14,2024,September,Sugar,3800.0,4600.0,4250.0,386.6,1
2024-09-16,2024,September,Sugar,3900.0,4600.0,4250.0,150.0,1
2024-09-18,2024,September,Sugar,3900.0,4600.0,4250.0,91.0,1
2024-09-19,2024,September,Sugar,3900.0,4600.0,4250.0,383.0,1
2024-09-20,2024,September,Sugar,3900.0,4600.0,4250.0,309.0,1
2024-09-21,2024,September,Sugar,3900.0,4600.0,4250.0,403.0,1
2024-09-23,2024,September,Sugar,3900.0,4600.0,4250.0,96.0,1
2024-09-24,2024,September,Sugar,3900.0,4600.0,4250.0,155.0,1
2024-09-26,2024,September,Sugar,3900.0,4600.0,4250.0,50.0,1
2024-09-27,2024,September,Sugar,3900.0,4600.0,4250.0,241.0,1
2024-09-30,2024,September,Sugar,3900.0,4600.0,4250.0,110.0,1
2024-10-01,2024,October,Sugar,3900.0,4600.0,4250.0,133.0,1
2024-10-03,2024,October,Sugar,3799.9999999999995,4650.0,4225.0,139.8,1
2024-10-04,2024,October,Sugar,3800.0,4650.0,4225.0,251.5,1
2024-10-05,2024,October,Sugar,3800.0,4650.0,4225.0,315.0,1
2024-10-09,2024,October,Sugar,3800.0,4650.0,4225.0,369.0,1
2024-10-10,2024,October,Sugar,3800.0,4650.0,4225.0,208.5,1
2024-10-11,2024,October,Sugar,3800.0,4650.0,4225.0,349.0,1
2024-10-14,2024,October,Sugar,3800.0,4650.0,4225.0,35.0,1
2024-10-15,2024,October,Sugar,3800.0,4650.0,4225.0,100.3,1
2024-10-16,2024,October,Sugar,3800.0,4650.0,4225.0,360.0,1
2024-10-17,2024,October,Sugar,3800.0,4650.0,4225.0,307.0,1
2024-10-18,2024,October,Sugar,3799.9999999999995,4650.0,4225.0,278.6,1
2024-10-19,2024,October,Sugar,3800.0,4650.0,4225.0,407.0,1
2024-10-22,2024,October,Sugar,3800.0,4650.0,4225.0,206.5,1
2024-10-23,2024,October,Sugar,3800.0,4650.0,4225.0,408.5,1
2024-10-24,2024,October,Sugar,3800.0,4650.0,4225.0,325.5,1
2024-10-25,2024,October,Sugar,3800.0,4650.0,4225.0,238.5,1
2024-10-26,2024,October,Sugar,3800.0,4650.0,4225.0,475.8,1
2024-10-28,2024,October,Sugar,3800.0,4650.0,4225.0,172.0,1
2024-10-29,2024,October,Sugar,3800.0,4650.0,4225.0,210.0,1
2024-10-30,2024,October,Sugar,3800.0,4650.0,4225.0,833.0,1
2024-11-02,2024,November,Sugar,3800.0,4650.0,4225.0,95.0,1
2024-11-05,2024,November,Sugar,3800.0,4650.0,4225.0,120.1,1
2024-11-06,2024,November,Sugar,3800.0,4650.0,4225.0,74.0,1
2024-11-07,2024,November,Sugar,3800.0,4650.0,4225.0,119.0,1
2024-11-08,2024,November,Sugar,3800.0,4650.0,4225.0,269.3,1
2024-11-09,2024,November,Sugar,3800.0,4650.0,4225.0,229.6,1
2024-11-11,2024,November,Sugar,3800.0,4650.0,4225.0,78.8,1
2024-11-12,2024,November,Sugar,3800.0,4650.0,4225.0,196.0,1
2024-11-13,2024,November,Sugar,3800.0,4650.0,4225.0,241.6,1
2024-11-14,2024,November,Sugar,3800.0,4650.0,4225.0,68.0,1
2024-11-15,2024,November,Sugar,3800.0,4650.0,4225.0,126.0,1
2024-11-16,2024,November,Sugar,3800.0,4650.0,4225.0,293.5,1
2024-11-18,2024,November,Sugar,3800.0,4650.0,4225.0,80.0,1
2024-11-19,2024,November,Sugar,3800.0,4650.0,4225.0,159.0,1
2024-11-21,2024,November,Sugar,3800.0,4650.0,4225.0,35.0,1
2024-11-22,2024,November,Sugar,3800.0,4650.0,4225.0,276.2,1
2024-11-23,2024,November,Sugar,3800.0,4650.0,4225.0,321.0,1
2024-11-25,2024,November,Sugar,3800.0,4650.0,4225.0,113.5,1
2024-11-26,2024,November,Sugar,3800.0,4650.0,4225.0,282.0,1
2024-11-27,2024,November,Sugar,3800.0,4650.0,4225.0,111.0,1
2024-11-28,2024,November,Sugar,3800.0,4650.0,4225.0,305.0,1
2024-11-30,2024,November,Sugar,3800.0,4650.0,4225.0,213.8,1
2024-12-02,2024,December,Sugar,3800.0,4650.0,4225.0,81.0,1
2024-12-03,2024,December,Sugar,3800.0,4650.0,4225.0,134.3,1
2024-12-04,2024,December,Sugar,3800.0,5650.0,4225.0,141.5,1
2024-12-05,2024,December,Sugar,3800.0,4650.0,4225.0,369.0,1
2024-12-06,2024,December,Sugar,3799.9999999999995,4650.0,4225.0,154.8,1
2024-12-07,2024,December,Sugar,3800.0,4650.0,4225.0,192.7,1
2024-12-09,2024,December,Sugar,3800.0,4650.0,4225.0,55.0,1
2024-12-10,2024,December,Sugar,3800.0,4650.0,4225.0,255.7,1
2024-12-11,2024,December,Sugar,3800.0,4650.0,4225.0,201.0,1
2024-12-12,2024,December,Sugar,3800.0,4650.0,4225.0,257.0,1
2024-12-13,2024,December,Sugar,3800.0,4650.0,4225.0,208.5,1
2024-12-14,2024,December,Sugar,3800.0,4650.0,4225.0,345.3,1
2024-12-16,2024,December,Sugar,3900.0000000000005,4650.0,4275.0,95.1,1
2024-12-17,2024,December,Sugar,3900.0,4650.0,4275.0,240.0,1
2024-12-18,2024,December,Sugar,3900.0,4650.0,4275.0,271.8,1
2024-12-19,2024,December,Sugar,3899.9999999999995,4650.0,4275.0,347.6,1
2024-12-20,2024,December,Sugar,3900.0,4650.0,4275.0,270.3,1
2024-12-21,2024,December,Sugar,3900.0,4650.0,4275.0,215.6,1
2024-12-23,2024,December,Sugar,3900.0,4650.0,4275.0,151.0,1
2024-12-24,2024,December,Sugar,3900.0,4650.0,4275.0,180.0,1
2024-12-26,2024,December,Sugar,3900.0,4650.0,4275.0,219.8,1
2024-12-27,2024,December,Sugar,3900.0,4650.0,4275.0,422.5,1
2024-12-28,2024,December,Sugar,3900.0,4650.0,4275.0,185.5,1
2024-12-30,2024,December,Sugar,3900.0,4650.0,4275.0,69.0,1
2024-12-31,2024,December,Sugar,2000.0,4650.0,4275.0,255.5,1
2025-01-01,2025,January,Sugar,3900.0,4650.0,4275.0,178.0,1
2025-01-03,2025,January,Sugar,3900.0,4650.0,4275.0,257.9,1
2025-01-04,2025,January,Sugar,3900.0,4650.0,4275.0,188.0,1
2025-01-06,2025,January,Sugar,3900.0,4650.0,4275.0,115.0,1
2025-01-07,2025,January,Sugar,3900.0,4650.0,4275.0,196.3,1
2025-01-08,2025,January,Sugar,3900.0,4650.0,4275.0,162.5,1
2025-01-09,2025,January,Sugar,3900.0,4650.0,4275.0,333.5,1
2025-01-10,2025,January,Sugar,3900.0,4650.0,4275.0,145.0,1
2025-01-11,2025,January,Sugar,3900.0,4650.0,4275.0,144.0,1
2025-01-13,2025,January,Sugar,3900.0,4650.0,4275.0,125.0,1
2025-01-14,2025,January,Sugar,3900.0,4650.0,4275.0,125.7,1
2025-01-15,2025,January,Sugar,3900.0,4700.0,4300.0,277.5,1
2025-01-16,2025,January,Sugar,3900.0,4700.0,4300.0,260.0,1
2025-01-17,2025,January,Sugar,3900.0,4700.0,4300.0,318.0,1
2025-01-18,2025,January,Sugar,3900.0,4700.0,4300.0,282.0,1
2025-01-20,2025,January,Sugar,3900.0,4700.0,4300.0,101.0,1
2025-01-21,2025,January,Sugar,3900.0,4700.0,4300.0,310.5,1
2025-01-22,2025,January,Sugar,3900.0,4700.0,4300.0,320.0,1
2025-01-23,2025,January,Sugar,3900.0,4700.0,4300.0,123.0,1
2025-01-24,2025,January,Sugar,3900.0,4700.0,4300.0,192.0,1
2025-01-25,2025,January,Sugar,3900.0,4700.0,4300.0,45.0,1
2025-01-28,2025,January,Sugar,3900.0,4700.0,4300.0,129.5,1
2025-01-29,2025,January,Sugar,3900.0,4700.0,4300.0,222.0,1
2025-01-30,2025,January,Sugar,3900.0,4700.0,4300.0,159.0,1
2025-01-31,2025,January,Sugar,3900.0,4700.0,4300.0,264.0,1
2025-02-01,2025,February,Sugar,3900.0,4700.0,4300.0,456.0,1
2025-02-03,2025,February,Sugar,3900.0,4700.0,4300.0,600.0,1
2025-02-04,2025,February,Sugar,3899.9999999999995,4700.0,4300.0,185.8,1
2025-02-05,2025,February,Sugar,3900.0,4650.0,4275.0,252.5,1
2025-02-06,2025,February,Sugar,3900.0,4650.0,4275.0,173.4,1
2025-02-07,2025,February,Sugar,3900.0,4650.0,4275.0,229.0,1
2025-02-13,2025,February,Sugar,3900.0,4650.0,4275.0,250.0,1
2025-02-14,2025,February,Sugar,3900.0,4650.0,4275.0,95.0,1
2025-02-15,2025,February,Sugar,3900.0,4650.0,4275.0,185.0,1
2025-02-17,2025,February,Sugar,3900.0,4650.0,4275.0,30.0,1
2025-02-18,2025,February,Sugar,3899.9999999999995,4650.0,4275.0,74.4,1
2025-02-20,2025,February,Sugar,3900.0,4650.0,4275.0,35.0,1
2025-02-21,2025,February,Sugar,3900.0,4650.0,4275.0,263.2,1
2025-02-22,2025,February,Sugar,3900.0,4650.0,4275.0,286.0,1
2025-02-25,2025,February,Sugar,3900.0,4650.0,4275.0,157.6,1
2025-02-27,2025,February,Sugar,3900.0,4650.0,4275.0,100.0,1
2025-02-28,2025,February,Sugar,3900.0,4650.0,4275.0,334.8,1
2025-03-01,2025,March,Sugar,3900.0,4650.0,4275.0,467.1,1
2025-03-03,2025,March,Sugar,3900.0,4650.0,4275.0,194.0,1
2025-03-04,2025,March,Sugar,3900.0,4650.0,4275.0,289.3,1
2025-03-05,2025,March,Sugar,3900.0,4650.0,4275.0,134.5,1
2025-03-06,2025,March,Sugar,3899.9999999999995,4650.0,4275.0,97.4,1
2025-03-07,2025,March,Sugar,3900.0,46500.0,4275.0,325.0,1
2025-03-08,2025,March,Sugar,3900.0,4650.0,4275.0,118.2,1
2025-03-10,2025,March,Sugar,3900.0,4650.0,4275.0,78.5,1
2025-03-11,2025,March,Sugar,3900.0,4650.0,4275.0,179.9,1
2025-03-12,2025,March,Sugar,3900.0,4650.0,4275.0,116.0,1
2025-03-13,2025,March,Sugar,3899.9999999999995,4650.0,4275.0,292.6,1
2025-03-15,2025,March,Sugar,3900.0,4650.0,4275.0,90.0,1
2025-03-18,2025,March,Sugar,3900.0,4650.0,4275.0,275.7,1
2025-03-19,2025,March,Sugar,3900.0,4650.0,4275.0,113.0,1
2025-03-20,2025,March,Sugar,3900.0,4700.0,4300.0,271.0,1
2025-03-21,2025,March,Sugar,3900.0,4700.0,4300.0,84.3,1
2025-03-22,2025,March,Sugar,3900.0,4700.0,4300.0,171.0,1
2025-03-25,2025,March,Sugar,3900.0,4700.0,4300.0,335.8,1
2025-03-26,2025,March,Sugar,3900.0,4700.0,4300.0,279.0,1
2025-03-27,2025,March,Sugar,3900.0000000000005,4700.0,4300.0,177.7,1
2025-03-28,2025,March,Sugar,3900.0,4700.0,4300.0,204.0,1
2025-03-31,2025,March,Sugar,3900.0,4700.0,4300.0,188.0,1
2025-04-01,2025,April,Sugar,3900.0,4700.0,4300.0,84.0,1
2025-04-02,2025,April,Sugar,3899.9999999999995,4700.0,4300.0,155.3,1
2025-04-03,2025,April,Sugar,3900.0,4700.0,4300.0,55.0,1
2025-04-04,2025,April,Sugar,3900.0,4700.0,4300.0,275.0,1
2025-04-05,2025,April,Sugar,3900.0,4700.0,4300.0,206.0,1
2025-04-07,2025,April,Sugar,3900.0,4700.0,4300.0,80.0,1
2025-04-08,2025,April,Sugar,3900.0,4700.0,4300.0,200.3,1
2025-04-09,2025,April,Sugar,3900.0000000000005,4700.0,4300.0,150.2,1
2025-04-10,2025,April,Sugar,3900.0,4700.0,4300.0,268.0,1
2025-04-11,2025,April,Sugar,3900.0,4700.0,4300.0,93.0,1
2025-04-14,2025,April,Sugar,3900.0,4700.0,4300.0,49.0,1
2025-04-15,2025,April,Sugar,3900.0,4700.0,4300.0,128.0,1
