Date,commodity,price
2025-10-18,Cotton,6512.72
2025-10-20,Cotton,6525.18
2025-10-23,Cotton,6110.0
2025-10-24,Cotton,5950.0
2025-10-25,Cotton,6800.0
2025-10-26,Cotton,7000.0
2025-10-27,Cotton,6644.83
2025-10-28,Cotton,6482.0
2025-10-29,Cotton,6764.08
2025-10-30,Cotton,6746.4
2025-10-31,Cotton,6778.43
2025-01-11,Cotton,6779.57
2025-02-11,Cotton,7147.7
2025-03-11,Cotton,6879.77
2025-04-11,Cotton,7358.6
2025-05-11,Cotton,6914.52
2025-06-11,Cotton,7292.96
2025-07-11,Cotton,6902.73
2025-08-11,Cotton,6821.6
2025-09-11,Cotton,6800.0
2025-10-11,Cotton,6661.98
2025-11-11,Cotton,6761.36
2025-12-11,Cotton,6817.08
2025-11-13,Cotton,6851.49
2025-11-14,Cotton,6946.94
2025-11-15,Cotton,6800.45
2025-11-16,Cotton,6897.62
2025-11-17,Cotton,7256.18
2025-11-18,Cotton,7107.35
2025-11-19,Cotton,7260.95
2025-11-20,Cotton,7226.05
2025-11-21,Cotton,7273.87
2025-11-22,Cotton,7119.82
2025-11-23,Cotton,6918.95
2025-11-24,Cotton,7356.52
2025-11-25,Cotton,7422.84
2025-11-26,Cotton,7507.68
2025-11-27,Cotton,7554.9
2025-11-28,Cotton,7563.88
2025-11-29,Cotton,7323.75
2025-11-30,Cotton,7014.56
2025-01-12,Cotton,7514.23
2025-02-12,Cotton,7421.26
2025-03-12,Cotton,7552.25
2025-04-12,Cotton,7464.21
2025-05-12,Cotton,7666.58
2025-06-12,Cotton,7331.68
2025-07-12,Cotton,7092.25
2025-08-12,Cotton,7531.65
2025-09-12,Cotton,7621.28
2025-10-12,Cotton,7639.11
2025-11-12,Cotton,7595.77
2025-12-12,Cotton,7472.77
2025-12-13,Cotton,7439.76
2025-12-14,Cotton,7281.65
2025-12-15,Cotton,7605.79
2025-12-16,Cotton,7583.07
2025-12-17,Cotton,7655.05
2025-12-18,Cotton,7518.27
2025-12-19,Cotton,7660.37
2025-12-20,Cotton,7484.63
2025-12-21,Cotton,7260.22
2025-12-22,Cotton,7689.05
2025-12-23,Cotton,7738.23
2025-12-24,Cotton,7697.7
2025-12-25,Cotton,7510.13
2025-12-26,Cotton,7726.92
2025-12-27,Cotton,7729.57
2025-12-28,Cotton,7223.6
2025-12-29,Cotton,7797.32
2025-12-30,Cotton,7653.55
2025-12-31,Cotton,7644.11
2026-01-01,Cotton,7702.35
2026-02-01,Cotton,7762.21
2026-03-01,Cotton,7719.27
2026-04-01,Cotton,7381.69
2026-05-01,Cotton,7757.8
2026-06-01,Cotton,7723.65
2026-07-01,Cotton,7818.93
2026-08-01,Cotton,7803.99
2026-09-01,Cotton,7847.61
2026-10-01,Cotton,7824.75
2026-11-01,Cotton,7566.51
2026-12-01,Cotton,7902.68
2026-01-13,Cotton,7932.38
2026-01-14,Cotton,7894.4
2026-01-15,Cotton,7900.34
2026-01-16,Cotton,7915.68
2026-01-17,Cotton,7872.23
2026-01-18,Cotton,7873.8
2026-01-19,Cotton,8017.92
2026-01-20,Cotton,7914.3
2026-01-21,Cotton,7905.82
2026-01-22,Cotton,7906.08
2026-01-23,Cotton,7911.41
2026-01-24,Cotton,7955.68
2026-01-25,Cotton,7677.4
2026-01-26,Cotton,7879.45
2026-01-27,Cotton,7987.25
2026-01-28,Cotton,7926.64
2026-01-29,Cotton,7906.43
2026-01-30,Cotton,7917.17
2026-01-31,Cotton,7786.94
2026-01-02,Cotton,7790.96
2026-02-02,Cotton,7712.08
2026-03-02,Cotton,7768.18
2026-04-02,Cotton,7817.08
2026-05-02,Cotton,7763.44
2026-06-02,Cotton,7803.62
2026-07-02,Cotton,7696.73
2026-08-02,Cotton,7660.59
2026-09-02,Cotton,7670.26
2026-10-02,Cotton,7678.05
2026-11-02,Cotton,7568.01
2026-12-02,Cotton,7691.31
2026-02-13,Cotton,7615.03
2026-02-14,Cotton,7577.53
2026-02-15,Cotton,7512.07
2026-02-16,Cotton,7632.51
2026-02-17,Cotton,7737.7
2026-02-18,Cotton,7545.07
2026-02-19,Cotton,7683.7
2026-02-20,Cotton,7742.3
2026-02-21,Cotton,7457.76
2026-02-22,Cotton,7483.84
2026-02-23,Cotton,7796.96
2026-02-24,Cotton,7757.21
2026-02-25,Cotton,7767.77
2026-02-26,Cotton,7704.61
2026-02-27,Cotton,7765.88
2026-02-28,Cotton,7523.64
2026-01-03,Cotton,7428.27
2026-02-03,Cotton,7477.63
2026-04-03,Cotton,7599.92
2026-05-03,Cotton,7595.38
2026-06-03,Cotton,7655.69
2026-07-03,Cotton,7643.91
2026-08-03,Cotton,7539.63
2026-09-03,Cotton,7623.76
2026-10-03,Cotton,7644.0
2026-11-03,Cotton,7696.43
2026-12-03,Cotton,7639.6
2026-03-13,Cotton,7553.06
2026-03-14,Cotton,7606.13
2026-03-15,Cotton,7403.93
2026-03-16,Cotton,7493.97
2026-03-17,Cotton,7414.94
2026-03-18,Cotton,7469.53
2026-03-19,Cotton,7500.63
2026-03-20,Cotton,7308.83
2026-03-21,Cotton,7305.36
2026-03-22,Cotton,7448.37
2026-03-23,Cotton,7458.74
2026-03-24,Cotton,7564.8
2026-03-25,Cotton,7558.24
2026-03-26,Cotton,7488.52
2026-03-27,Cotton,7673.68
2026-03-28,Cotton,7355.8
2026-03-29,Cotton,7634.84
2026-03-30,Cotton,7527.51
2026-03-31,Cotton,7496.02
2026-01-04,Cotton,7787.62
2026-02-04,Cotton,7607.23
2026-03-04,Cotton,7742.35
2026-04-04,Cotton,7567.67
2026-05-04,Cotton,7998.66
2026-06-04,Cotton,8147.55
2026-07-04,Cotton,7756.64
2026-08-04,Cotton,7646.4
2026-09-04,Cotton,7922.64
2026-10-04,Cotton,7637.21
2026-11-04,Cotton,7889.76
2026-12-04,Cotton,7777.72
2026-04-13,Cotton,7724.63
2026-04-14,Cotton,7848.23
2026-04-15,Cotton,7928.21
2026-04-16,Cotton,7690.1
2026-04-17,Cotton,7905.67
2026-04-18,Cotton,7923.26
2026-04-19,Cotton,7999.25
2026-04-20,Cotton,7858.31
2026-04-21,Cotton,7488.8
2026-04-22,Cotton,8277.59
2026-04-23,Cotton,7658.0
2026-04-24,Cotton,7878.33
2026-04-25,Cotton,7838.67
2026-04-26,Cotton,8123.83
2026-04-27,Cotton,8251.02
2026-04-28,Cotton,8019.81
2026-04-29,Cotton,7667.88
2026-04-30,Cotton,8083.3
2026-01-05,Cotton,8087.3
2026-02-05,Cotton,8373.7
2026-03-05,Cotton,8193.81
2026-04-05,Cotton,8899.22
2026-05-05,Cotton,8580.84
2026-06-05,Cotton,8563.68
2026-07-05,Cotton,8623.0
2026-08-05,Cotton,8680.79
2026-09-05,Cotton,8849.84
2026-10-05,Cotton,8487.08
2026-11-05,Cotton,9444.23
2026-12-05,Cotton,9399.14
2026-05-13,Cotton,9027.93
2026-05-14,Cotton,8886.74
2026-05-15,Cotton,8999.28
2026-05-16,Cotton,7670.66
2026-05-17,Cotton,8967.06
2026-05-18,Cotton,9550.1
2026-05-19,Cotton,9461.11
2026-05-20,Cotton,8143.81
2026-05-21,Cotton,8650.18
2026-05-22,Cotton,9053.85
2026-05-23,Cotton,8400.32
2026-05-24,Cotton,8668.26
2026-05-25,Cotton,8252.66
2026-05-26,Cotton,8614.69
2026-05-27,Cotton,8624.52
2026-05-28,Cotton,9003.38
2026-05-29,Cotton,8833.08
2026-05-30,Cotton,8107.32
2026-05-31,Cotton,8556.87
2026-01-06,Cotton,8674.74
2026-02-06,Cotton,8646.62
2026-03-06,Cotton,8528.44
2026-04-06,Cotton,8577.48
2026-05-06,Cotton,8053.36
2026-06-06,Cotton,8335.36
2026-07-06,Cotton,8416.55
2026-08-06,Cotton,8404.31
2026-09-06,Cotton,8159.92
2026-10-06,Cotton,8063.31
2026-11-06,Cotton,8358.31
2026-12-06,Cotton,8183.58
2026-06-13,Cotton,8253.25
2026-06-14,Cotton,8407.16
2026-06-15,Cotton,8300.77
2026-06-16,Cotton,8202.96
2026-06-17,Cotton,8307.97
2026-06-18,Cotton,8477.73
2026-06-19,Cotton,8481.83
2026-06-20,Cotton,8704.37
2026-06-21,Cotton,8167.76
2026-06-22,Cotton,8219.71
2026-06-23,Cotton,8034.83
2026-06-24,Cotton,8789.94
2026-06-25,Cotton,8648.77
2026-06-27,Cotton,8950.0
2026-06-29,Cotton,8875.0
2026-06-30,Cotton,8875.0
2021-01-01,Soybean,4140.76
2021-02-01,Soybean,4105.05
2021-03-01,Soybean,4222.87
2021-04-01,Soybean,4260.4
2021-05-01,Soybean,4269.38
2021-06-01,Soybean,4208.79
2021-09-01,Soybean,4073.67
2021-11-01,Soybean,4101.0
2021-12-01,Soybean,4155.43
2021-01-13,Soybean,4155.82
2021-01-14,Soybean,4130.31
2021-01-15,Soybean,4343.44
2021-01-16,Soybean,4283.23
2021-01-17,Soybean,4366.15
2021-01-18,Soybean,4252.3
2021-01-19,Soybean,4193.87
2021-01-20,Soybean,4129.38
2021-01-21,Soybean,3593.66
2021-01-22,Soybean,4192.63
2021-01-23,Soybean,4215.88
2021-01-24,Soybean,4213.79
2021-01-25,Soybean,4117.27
2021-01-26,Soybean,4089.33
2021-01-27,Soybean,4159.0
2021-01-28,Soybean,4178.5
2021-01-29,Soybean,4184.49
2021-01-30,Soybean,4276.96
2021-01-31,Soybean,4291.37
2021-01-02,Soybean,3623.88
2021-02-02,Soybean,4273.36
2021-03-02,Soybean,4322.48
2021-04-02,Soybean,4318.27
2021-05-02,Soybean,4391.66
2021-06-02,Soybean,4433.36
2021-07-02,Soybean,4475.56
2021-08-02,Soybean,4333.43
2021-09-02,Soybean,4510.72
2021-10-02,Soybean,4492.89
2021-11-02,Soybean,4317.11
2021-12-02,Soybean,4489.16
2021-02-13,Soybean,4470.14
2021-02-14,Soybean,4593.38
2021-02-15,Soybean,4490.04
2021-02-16,Soybean,4674.66
2021-02-17,Soybean,4688.71
2021-02-18,Soybean,4707.18
2021-02-19,Soybean,4595.07
2021-02-20,Soybean,4672.25
2021-02-21,Soybean,4574.1
2021-02-22,Soybean,4715.61
2021-02-23,Soybean,4807.94
2021-02-24,Soybean,4817.15
2021-02-25,Soybean,4870.7
2021-02-26,Soybean,4788.59
2021-02-27,Soybean,4857.2
2021-02-28,Soybean,4649.07
2021-01-03,Soybean,4842.85
2021-02-03,Soybean,4923.77
2021-03-03,Soybean,4973.1
2021-04-03,Soybean,4913.89
2021-05-03,Soybean,5090.33
2021-06-03,Soybean,4872.72
2021-07-03,Soybean,4948.39
2021-08-03,Soybean,4989.07
2021-09-03,Soybean,4969.97
2021-10-03,Soybean,4992.97
2021-11-03,Soybean,4778.05
2021-12-03,Soybean,5109.07
2021-03-13,Soybean,5008.83
2021-03-14,Soybean,4657.94
2021-03-15,Soybean,5118.49
2021-03-16,Soybean,5221.62
2021-03-20,Soybean,5230.59
2021-03-21,Soybean,5401.95
2021-03-22,Soybean,5246.09
2021-03-23,Soybean,5480.18
2021-03-24,Soybean,5332.49
2021-03-25,Soybean,5518.51
2021-03-26,Soybean,5417.58
2021-03-27,Soybean,5458.69
2021-03-28,Soybean,5400.0
2021-03-29,Soybean,4300.0
2021-03-30,Soybean,4970.21
2021-03-31,Soybean,5214.62
2021-01-04,Soybean,5584.39
2021-02-04,Soybean,5810.48
2021-03-04,Soybean,5915.2
2021-04-04,Soybean,6015.88
2021-05-04,Soybean,5974.7
2021-06-04,Soybean,6137.16
2021-07-04,Soybean,6264.93
2021-08-04,Soybean,6092.49
2021-09-04,Soybean,6244.65
2021-10-04,Soybean,6233.74
2021-11-04,Soybean,6393.85
2021-12-04,Soybean,6521.51
2021-04-13,Soybean,6914.39
2021-04-14,Soybean,5923.53
2021-04-15,Soybean,6770.77
2021-04-16,Soybean,6986.55
2021-04-17,Soybean,7037.2
2021-04-18,Soybean,7424.33
2021-04-19,Soybean,7039.18
2021-04-20,Soybean,7130.63
2021-04-21,Soybean,6256.25
2021-04-22,Soybean,7089.0
2021-04-23,Soybean,7222.26
2021-04-24,Soybean,7271.26
2021-04-25,Soybean,6800.0
2021-04-26,Soybean,6830.97
2021-04-27,Soybean,6447.92
2021-04-28,Soybean,6833.25
2021-04-29,Soybean,6954.58
2021-04-30,Soybean,6890.37
2021-01-05,Soybean,6092.5
2021-02-05,Soybean,6893.71
2021-03-05,Soybean,6932.11
2021-04-05,Soybean,7097.2
2021-05-05,Soybean,7022.5
2021-06-05,Soybean,7198.76
2021-07-05,Soybean,7147.54
2021-08-05,Soybean,6725.59
2021-09-05,Soybean,6700.0
2021-10-05,Soybean,6676.33
2021-11-05,Soybean,6851.44
2021-12-05,Soybean,7068.68
2021-05-13,Soybean,6990.08
2021-05-14,Soybean,6475.0
2021-05-15,Soybean,7064.84
2021-05-16,Soybean,6695.78
2021-05-17,Soybean,7343.96
2021-05-18,Soybean,7364.63
2021-05-19,Soybean,7384.52
2021-05-20,Soybean,7207.39
2021-05-21,Soybean,7011.12
2021-05-22,Soybean,6898.23
2021-05-23,Soybean,5192.29
2021-05-24,Soybean,6788.12
2021-05-25,Soybean,6837.05
2021-05-26,Soybean,6673.11
2021-05-27,Soybean,7035.35
2021-05-28,Soybean,7012.83
2021-05-29,Soybean,6933.27
2021-05-30,Soybean,7066.62
2021-05-31,Soybean,6993.19
2021-01-06,Soybean,6804.98
2021-02-06,Soybean,6885.63
2021-03-06,Soybean,6937.69
2021-04-06,Soybean,6926.61
2021-05-06,Soybean,6848.49
2021-06-06,Soybean,6813.06
2021-07-06,Soybean,6919.4
2021-08-06,Soybean,6914.87
2021-09-06,Soybean,6291.9
2021-10-06,Soybean,7033.12
2021-11-06,Soybean,6949.67
2021-12-06,Soybean,6918.48
2021-06-13,Soybean,6645.24
2021-06-14,Soybean,7041.18
2021-06-15,Soybean,6852.04
2021-06-16,Soybean,6972.58
2021-06-17,Soybean,6978.05
2021-06-18,Soybean,6752.75
2021-06-19,Soybean,7078.03
2021-06-20,Soybean,6826.35
2021-06-21,Soybean,7277.37
2021-06-22,Soybean,7337.56
2021-06-23,Soybean,7266.04
2021-06-24,Soybean,6844.15
2021-06-25,Soybean,6956.12
2021-06-26,Soybean,6957.17
2021-06-27,Soybean,7087.5
2021-06-28,Soybean,6878.45
2021-06-29,Soybean,6818.34
2021-06-30,Soybean,6943.05
2021-01-07,Soybean,6858.87
2021-02-07,Soybean,7168.45
2021-03-07,Soybean,7241.77
2021-04-07,Soybean,7158.62
2021-05-07,Soybean,7052.85
2021-06-07,Soybean,7050.7
2021-07-07,Soybean,7251.83
2021-08-07,Soybean,6969.66
2021-09-07,Soybean,6953.11
2021-10-07,Soybean,7177.56
2021-11-07,Soybean,6700.0
2021-12-07,Soybean,7161.59
2021-07-13,Soybean,7297.87
2021-07-14,Soybean,7268.15
2021-07-15,Soybean,7314.31
2021-07-16,Soybean,7133.1
2021-07-17,Soybean,7594.6
2021-07-18,Soybean,7556.31
2021-07-19,Soybean,7632.1
2021-07-20,Soybean,7382.82
2021-07-21,Soybean,7633.43
2021-07-22,Soybean,7914.84
2021-07-23,Soybean,8130.61
2021-07-24,Soybean,7864.52
2021-07-25,Soybean,8695.15
2021-07-26,Soybean,8499.63
2021-07-27,Soybean,9127.73
2021-07-28,Soybean,9280.94
2021-07-29,Soybean,9135.08
2021-07-30,Soybean,9406.04
2021-07-31,Soybean,9528.76
2021-01-08,Soybean,9540.0
2021-02-08,Soybean,9690.16
2021-03-08,Soybean,9536.33
2021-04-08,Soybean,9418.8
2021-05-08,Soybean,9389.47
2021-06-08,Soybean,9677.76
2021-07-08,Soybean,9606.48
2021-08-08,Soybean,9455.0
2021-09-08,Soybean,9160.79
2021-10-08,Soybean,8257.27
2021-11-08,Soybean,8242.27
2021-12-08,Soybean,8657.99
2021-08-13,Soybean,7753.88
2021-08-14,Soybean,8642.84
2021-08-15,Soybean,8000.0
2021-08-16,Soybean,8990.58
2021-08-17,Soybean,8379.23
2021-08-18,Soybean,8480.03
2021-08-19,Soybean,7924.32
2021-08-20,Soybean,8182.54
2021-08-21,Soybean,8677.31
2021-08-22,Soybean,7000.0
2021-08-23,Soybean,8606.46
2021-08-24,Soybean,8810.56
2021-08-25,Soybean,8665.6
2021-08-26,Soybean,8409.86
2021-08-27,Soybean,8603.4
2021-08-28,Soybean,8779.0
2021-08-29,Soybean,8443.93
2021-08-30,Soybean,7873.99
2021-08-31,Soybean,8331.03
2021-01-09,Soybean,8666.39
2021-02-09,Soybean,8758.6
2021-03-09,Soybean,8709.61
2021-04-09,Soybean,8752.02
2021-05-09,Soybean,7820.0
2021-06-09,Soybean,7552.0
2021-07-09,Soybean,7731.81
2021-08-09,Soybean,8286.97
2021-09-09,Soybean,8550.83
2021-10-09,Soybean,7646.43
2021-11-09,Soybean,8310.32
2021-12-09,Soybean,7818.67
2021-09-13,Soybean,7929.63
2021-09-14,Soybean,7607.47
2021-09-15,Soybean,7688.81
2021-09-16,Soybean,7853.91
2021-09-17,Soybean,7442.26
2021-09-18,Soybean,7385.31
2021-09-19,Soybean,7015.44
2021-09-20,Soybean,5758.26
2021-09-21,Soybean,5561.47
2021-09-22,Soybean,5938.7
2021-09-23,Soybean,6642.27
2021-09-24,Soybean,6592.41
2021-09-25,Soybean,5964.42
2021-09-26,Soybean,5710.09
2021-09-27,Soybean,5769.06
2021-09-28,Soybean,6144.15
2021-09-29,Soybean,6168.22
2021-09-30,Soybean,5801.39
2021-01-10,Soybean,5713.71
2021-02-10,Soybean,5441.38
2021-03-10,Soybean,5006.62
2021-04-10,Soybean,5014.86
2021-05-10,Soybean,5071.45
2021-06-10,Soybean,5384.06
2021-07-10,Soybean,5068.37
2021-08-10,Soybean,5127.72
2021-09-10,Soybean,5173.77
2021-10-10,Soybean,4728.13
2021-11-10,Soybean,4852.87
2021-12-10,Soybean,4764.83
2021-10-13,Soybean,4838.69
2021-10-14,Soybean,4670.86
2021-10-15,Soybean,4877.09
2021-10-16,Soybean,4784.0
2021-10-17,Soybean,4778.5
2021-10-18,Soybean,4651.54
2021-10-19,Soybean,4654.52
2021-10-20,Soybean,4710.67
2021-10-21,Soybean,4746.98
2021-10-22,Soybean,4700.78
2021-10-23,Soybean,4775.24
2021-10-24,Soybean,4693.35
2021-10-25,Soybean,4613.8
2021-10-26,Soybean,4596.13
2021-10-27,Soybean,4658.97
2021-10-28,Soybean,4764.37
2021-10-29,Soybean,4789.81
2021-10-30,Soybean,4381.6
2021-10-31,Soybean,4864.49
2021-01-11,Soybean,4866.3
2021-02-11,Soybean,4817.45
2021-03-11,Soybean,4979.33
2021-04-11,Soybean,5057.55
2021-05-11,Soybean,5060.19
2021-06-11,Soybean,5084.73
2021-07-11,Soybean,4986.43
2021-08-11,Soybean,4833.41
2021-09-11,Soybean,4944.93
2021-10-11,Soybean,4979.12
2021-11-11,Soybean,5120.8
2021-12-11,Soybean,5177.94
2021-11-13,Soybean,5212.74
2021-11-14,Soybean,5291.18
2021-11-15,Soybean,5476.18
2021-11-16,Soybean,5455.34
2021-11-17,Soybean,5611.51
2021-11-18,Soybean,5719.9
2021-11-19,Soybean,5873.35
2021-11-20,Soybean,5785.27
2021-11-21,Soybean,5923.42
2021-11-22,Soybean,6108.6
2021-11-23,Soybean,6469.52
2021-11-24,Soybean,6299.57
2021-11-25,Soybean,6318.42
2021-11-26,Soybean,6351.46
2021-11-27,Soybean,6336.55
2021-11-28,Soybean,6278.64
2021-11-29,Soybean,5976.75
2021-11-30,Soybean,5938.93
2021-01-12,Soybean,6003.09
2021-02-12,Soybean,6111.47
2021-03-12,Soybean,6184.97
2021-04-12,Soybean,6409.9
2021-05-12,Soybean,6383.96
2021-06-12,Soybean,6507.49
2021-07-12,Soybean,6341.79
2021-08-12,Soybean,6440.5
2021-09-12,Soybean,6323.87
2021-10-12,Soybean,6343.42
2021-11-12,Soybean,6346.58
2021-12-12,Soybean,6224.93
2021-12-13,Soybean,6365.31
2021-12-14,Soybean,6214.52
2021-12-15,Soybean,6099.38
2021-12-16,Soybean,6249.56
2021-12-17,Soybean,6140.89
2021-12-18,Soybean,6230.16
2021-12-19,Soybean,5993.74
2021-12-20,Soybean,5938.16
2021-12-21,Soybean,5913.2
2021-12-22,Soybean,5986.23
2021-12-23,Soybean,6057.62
2021-12-24,Soybean,6149.62
2021-12-25,Soybean,6038.72
2021-12-26,Soybean,6164.0
2021-12-27,Soybean,5946.97
2021-12-28,Soybean,6151.01
2021-12-29,Soybean,6113.42
2021-12-30,Soybean,6201.07
2021-12-31,Soybean,6090.94
2022-01-01,Soybean,6024.114148816235
2022-02-01,Soybean,5855.173501577287
2022-03-01,Soybean,6099.144225014961
2022-04-01,Soybean,6306.368681718864
2022-05-01,Soybean,6183.374204643164
2022-06-01,Soybean,6118.817838466008
2022-07-01,Soybean,6124.089325308838
2022-08-01,Soybean,6161.094819611471
2022-09-01,Soybean,6199.935483870968
2022-10-01,Soybean,6132.622300215983
2022-11-01,Soybean,6183.473065310663
2022-12-01,Soybean,6060.753025936599
2022-01-13,Soybean,6080.239931740614
2022-01-14,Soybean,5977.690605239386
2022-01-15,Soybean,6017.885869565217
2022-01-16,Soybean,6028.46943231441
2022-01-17,Soybean,6005.429662331464
2022-01-18,Soybean,5989.2689747004
2022-01-19,Soybean,6008.954065620542
2022-01-20,Soybean,6075.889026198714
2022-01-21,Soybean,6071.141825186612
2022-01-22,Soybean,6088.145802377415
2022-01-23,Soybean,6319.066598360656
2022-01-24,Soybean,6024.273044779843
2022-01-25,Soybean,6009.595431319507
2022-01-26,Soybean,5843.44262295082
2022-01-27,Soybean,5934.724581379773
2022-01-28,Soybean,5923.525546533417
2022-01-29,Soybean,5926.995973389356
2022-01-30,Soybean,5894.468468468468
2022-01-31,Soybean,5806.194805194805
2022-01-02,Soybean,5848.922858302883
2022-02-02,Soybean,6039.612084592145
2022-03-02,Soybean,5991.555525460455
2022-04-02,Soybean,6037.585066019123
2022-05-02,Soybean,6108.925934579439
2022-06-02,Soybean,6197.652733118971
2022-07-02,Soybean,6095.881578947368
2022-08-02,Soybean,6128.38301362948
2022-09-02,Soybean,6152.182412125963
2022-10-02,Soybean,6163.448531837677
2022-11-02,Soybean,6186.628777826921
2022-12-02,Soybean,6266.550301259814
2022-02-13,Soybean,6335.493264248705
2022-02-14,Soybean,6379.421005728836
2022-02-15,Soybean,6337.240336544324
2022-02-16,Soybean,6296.781197465408
2022-02-17,Soybean,6319.292555253975
2022-02-18,Soybean,6355.331428571429
2022-02-19,Soybean,6150.187096774193
2022-02-20,Soybean,6511.918128654971
2022-02-21,Soybean,6456.027964342411
2022-02-22,Soybean,6572.197798252962
2022-02-23,Soybean,6791.352124183007
2022-02-24,Soybean,7203.0774677658
2022-02-25,Soybean,6918.654518570062
2022-02-26,Soybean,6684.080639494026
2022-02-27,Soybean,6986.638504155125
2022-02-28,Soybean,6994.611559317551
2022-01-03,Soybean,6520.600760456274
2022-02-03,Soybean,7009.643386749582
2022-03-03,Soybean,7103.218872704243
2022-04-03,Soybean,7073.397615344738
2022-05-03,Soybean,7003.102362204724
2022-06-03,Soybean,7137.249258160237
2022-07-03,Soybean,7009.340934790803
2022-08-03,Soybean,7044.830618321947
2022-09-03,Soybean,7090.149349349349
2022-10-03,Soybean,7145.317486338798
2022-11-03,Soybean,7160.977436389822
2022-12-03,Soybean,7155.97588978186
2022-03-13,Soybean,7077.637181409295
2022-03-14,Soybean,7040.5494765282
2022-03-15,Soybean,7000.8442314275935
2022-03-16,Soybean,6976.204114562323
2022-03-17,Soybean,6945.270939086295
2022-03-18,Soybean,6787.921875
2022-03-19,Soybean,6836.865143699337
2022-03-20,Soybean,6640.39603960396
2022-03-21,Soybean,6910.269045064378
2022-03-22,Soybean,6925.464023984011
2022-03-23,Soybean,7067.100292331909
2022-03-24,Soybean,7117.506167588261
2022-03-25,Soybean,6995.604529616725
2022-03-26,Soybean,7158.750774679062
2022-03-27,Soybean,7276.604210526316
2022-03-28,Soybean,7079.521823097721
2022-03-29,Soybean,7269.655079181151
2022-03-30,Soybean,6978.996778350515
2022-03-31,Soybean,7197.762013729977
2022-01-04,Soybean,6882.431486880467
2022-02-04,Soybean,7221.684210526316
2022-03-04,Soybean,7151.307385229541
2022-04-04,Soybean,7107.968229368462
2022-05-04,Soybean,7108.811345939933
2022-06-04,Soybean,7163.002658742571
2022-07-04,Soybean,7186.444612286002
2022-08-04,Soybean,7158.603225315685
2022-09-04,Soybean,7192.53638472896
2022-10-04,Soybean,6928.526315789473
2022-11-04,Soybean,7181.141805377721
2022-12-04,Soybean,7182.487927977084
2022-04-13,Soybean,7104.809241046576
2022-04-14,Soybean,6697.564102564103
2022-04-15,Soybean,7349.402684563758
2022-04-16,Soybean,7065.844481605352
2022-04-17,Soybean,7060.915584415585
2022-04-18,Soybean,7168.162892822836
2022-04-19,Soybean,7143.830582645662
2022-04-20,Soybean,7132.43911554033
2022-04-21,Soybean,7134.499224806202
2022-04-22,Soybean,7046.21053611318
2022-04-23,Soybean,7064.536880033913
2022-04-24,Soybean,7114.705696202532
2022-04-25,Soybean,7097.649709864603
2022-04-26,Soybean,7119.818998716303
2022-04-27,Soybean,7017.480191863564
2022-04-28,Soybean,7024.450440018527
2022-04-29,Soybean,6006.2886645962735
2022-04-30,Soybean,6712.931690140845
2022-01-05,Soybean,6667.441860465116
2022-02-05,Soybean,6659.678687812297
2022-03-05,Soybean,6577.836734693878
2022-04-05,Soybean,6718.198485244189
2022-05-05,Soybean,6869.286393910561
2022-06-05,Soybean,6887.911270983213
2022-07-05,Soybean,6983.005689900427
2022-08-05,Soybean,6902.816618911174
2022-09-05,Soybean,6856.10761378137
2022-10-05,Soybean,6824.873318872017
2022-11-05,Soybean,6766.526647286822
2022-12-05,Soybean,6853.043193717277
2022-05-13,Soybean,6656.551849605822
2022-05-14,Soybean,6612.883874518437
2022-05-15,Soybean,6773.290780141844
2022-05-16,Soybean,6130.882716049383
2022-05-17,Soybean,6626.966233116558
2022-05-18,Soybean,6725.6096972944015
2022-05-19,Soybean,6688.871437234688
2022-05-20,Soybean,6705.321301613344
2022-05-21,Soybean,6718.922778561354
2022-05-22,Soybean,6776.2768595041325
2022-05-23,Soybean,6673.819521178637
2022-05-24,Soybean,6644.78395480226
2022-05-25,Soybean,6542.687762605042
2022-05-26,Soybean,6407.587521663778
2022-05-27,Soybean,6414.215488215488
2022-05-28,Soybean,6422.0892298948565
2022-05-29,Soybean,6412.083783783784
2022-05-30,Soybean,6413.414984059511
2022-05-31,Soybean,6292.939827307069
2022-01-06,Soybean,6377.988058003981
2022-02-06,Soybean,6558.682352941177
2022-03-06,Soybean,6069.788450860633
2022-04-06,Soybean,6389.538704062323
2022-05-06,Soybean,6370.103773584906
2022-06-06,Soybean,6169.271950334597
2022-07-06,Soybean,6363.0637680114905
2022-08-06,Soybean,6356.096859364887
2022-09-06,Soybean,6586.698302330578
2022-10-06,Soybean,6527.111772905465
2022-11-06,Soybean,6531.977468151106
2022-12-06,Soybean,6296.646341463415
2022-06-13,Soybean,6386.006162077087
2022-06-14,Soybean,6440.600319318786
2022-06-15,Soybean,6348.699163968135
2022-06-16,Soybean,6257.640564780463
2022-06-17,Soybean,6307.5568503604445
2022-06-18,Soybean,6326.793340987371
2022-06-19,Soybean,6415.2405063291135
2022-06-20,Soybean,6246.006202820528
2022-06-21,Soybean,6210.746386610174
2022-06-22,Soybean,6127.126159554731
2022-06-23,Soybean,6117.7177874471245
2022-06-24,Soybean,6048.966523348916
2022-06-25,Soybean,6019.333919678914
2022-06-26,Soybean,6158.796116504855
2022-06-27,Soybean,6077.655901436462
2022-06-28,Soybean,6084.080332061549
2022-06-29,Soybean,6216.286060543329
2022-06-30,Soybean,6283.250657571114
