Date,Total_Arrivals_MT,Weighted_Min_Price,Weighted_Max_Price,Weighted_Modal_Price,Markets_Reported
2023-06-26,1816.0,2548.39,4363.29,3426.05,76.0
2023-06-27,1779.0,2471.52,4417.58,3421.73,79.0
2023-06-28,1354.0,2519.3,4115.34,3281.53,71.0
2023-06-29,199.0,2833.21,3259.87,3073.8,17.0
2023-06-30,1511.87,2480.81,4479.52,3457.63,71.0
2023-07-01,1271.77,2457.85,4386.78,3390.07,71.0
2023-07-02,109.0,2067.99,2462.0,2245.41,16.0
2023-07-03,1202.04,2432.35,4174.57,3270.49,76.0
2023-07-04,1560.24,2455.42,4361.27,3377.73,86.0
2023-07-05,1587.03,2446.28,4058.58,3223.18,81.0
2023-07-06,1485.23,2430.04,3859.53,3094.95,86.0
2023-07-07,1362.81,2454.84,4139.07,3244.28,87.0
2023-07-08,1147.06,2442.1,4468.2,3411.29,63.0
2023-07-09,112.23,2119.91,2449.78,2283.7,15.0
2023-07-10,2036.46,2495.47,4512.24,3488.47,81.0
2023-07-11,1737.91,2548.85,4815.9,3685.15,80.0
2023-07-12,1431.39,2532.96,4338.33,3412.14,75.0
2023-07-13,1731.38,2464.1,4235.2,3331.59,73.0
2023-07-14,1384.22,2519.89,4296.82,3372.07,70.0
2023-07-15,1449.8,2520.16,4508.11,3481.24,70.0
2023-07-16,136.9,2539.99,2970.13,2750.71,13.0
2023-07-17,1828.29,2528.33,4610.76,3544.44,69.0
2023-07-18,1559.01,2473.34,4248.08,3327.43,82.0
2023-07-19,1036.85,2525.66,4540.66,3482.28,51.0
2023-07-20,1051.34,2416.23,3861.43,3099.73,78.0
2023-07-21,1272.56,2502.27,4216.71,3326.93,67.0
2023-07-22,1237.44,2559.92,4692.82,3586.04,51.0
2023-07-23,232.06,2635.73,3218.08,2904.37,20.0
2023-07-24,974.74,2434.33,2983.92,2664.83,89.0
2023-07-25,1580.37,2463.17,4009.39,3206.92,78.0
2023-07-26,1313.77,2527.25,4125.97,3288.89,70.0
2023-07-27,1380.43,2510.2,4156.08,3290.08,67.0
2023-07-28,1210.03,2520.57,4208.62,3325.36,77.0
2023-07-29,792.02,2547.57,5569.32,4093.99,21.0
2023-07-30,77.14,2189.07,2687.09,2448.68,14.0
2023-07-31,1377.8,2481.91,3936.14,3170.98,74.0
2023-08-01,1886.46,2199.25,4086.35,3255.28,78.0
2023-08-02,1465.32,2535.61,4395.03,3445.2,78.0
2023-08-03,1391.78,2520.54,4319.68,3399.36,84.0
2023-08-04,1428.85,2520.67,4491.45,3477.07,72.0
2023-08-05,1207.59,2589.09,4381.57,3451.46,62.0
2023-08-06,141.65,2622.17,3071.96,2834.71,15.0
2023-08-07,1914.33,2540.86,4611.35,3556.23,78.0
2023-08-08,2061.17,2570.3,4739.32,3633.74,76.0
2023-08-09,1383.74,2508.69,4252.0,3348.29,74.0
2023-08-10,1473.06,2537.76,4279.61,3377.0,83.0
2023-08-11,1669.71,2569.18,4456.18,3481.37,76.0
2023-08-12,1454.21,2576.79,4656.98,3583.11,64.0
2023-08-13,143.83,2738.48,3125.65,2914.02,14.0
2023-08-14,1582.0,2538.46,4364.48,3425.4,63.0
2023-08-15,81.0,3033.33,3399.43,3215.06,4.0
2023-08-16,1260.0,2636.62,5687.28,4163.18,12.0
2023-08-17,1805.29,2505.77,4162.35,3307.38,77.0
2023-08-18,1503.5,2521.36,3895.61,3188.67,67.0
2023-08-19,677.7,2527.4,3151.47,2776.55,51.0
2023-08-20,106.0,2960.75,3344.29,3162.39,9.0
2023-08-21,1245.0,2604.72,4623.25,3586.58,39.0
2023-08-22,1712.82,2544.85,4561.04,3527.68,62.0
2023-08-23,1298.0,2524.78,4117.63,3286.19,59.0
2023-08-24,1359.0,2443.41,3960.69,3201.47,70.0
2023-08-25,1299.34,2489.96,3917.62,3181.17,75.0
2023-08-26,1249.18,2585.65,4263.2,3402.84,56.0
2023-08-27,131.0,2737.96,3133.56,2944.88,12.0
2023-08-28,1525.6,2529.4,4047.36,3272.31,74.0
2023-08-29,1296.37,2524.81,4369.9,3425.58,53.0
2023-08-30,774.0,2677.3,4734.28,3663.87,26.0
2023-08-31,961.0,2529.52,3941.34,3241.78,72.0
2023-09-01,1069.0,2536.62,4136.8,3303.6,65.0
2023-09-02,603.34,2494.96,3189.43,2789.86,47.0
2023-09-03,72.13,2584.99,3239.65,2872.97,9.0
2023-09-04,1176.0,2541.04,4245.5,3368.59,60.0
2023-09-05,1639.0,2548.93,4580.07,3544.8,67.0
2023-09-06,1146.0,2529.11,4605.92,3532.16,46.0
2023-09-07,165.0,2429.87,2784.94,2674.79,15.0
2023-09-08,1477.0,2579.13,4675.65,3609.0,65.0
2023-09-09,1311.25,2564.41,4646.34,3579.41,50.0
2023-09-10,73.0,3066.92,3436.32,3235.15,8.0
2023-09-11,1982.04,2541.98,4720.25,3621.26,71.0
2023-09-12,1668.0,2559.54,4736.12,3679.97,67.0
2023-09-13,1165.99,2545.91,5046.14,3599.0,52.0
2023-09-14,787.0,2703.58,5276.55,3984.96,13.0
2023-09-15,1018.83,2587.03,4614.93,3569.68,49.0
2023-09-16,1026.75,2566.86,4592.53,3540.04,48.0
2023-09-17,98.06,3010.11,3400.17,3195.2,9.0
2023-09-18,729.0,2548.77,3209.04,2820.71,53.0
2023-09-19,98.0,3020.23,3957.7,3477.29,10.0
2023-09-20,1951.92,2700.87,4966.4,3806.52,56.0
2023-09-21,1679.0,2707.91,4947.0,3803.09,51.0
2023-09-22,1274.81,2732.41,5016.67,3850.89,37.0
2023-09-23,1030.5,2696.62,4559.51,3594.84,50.0
2023-09-24,124.54,2703.93,3186.94,2957.01,12.0
2023-09-25,808.05,2494.09,3109.57,2758.29,54.0
2023-09-26,1911.07,2686.12,4764.9,3706.81,52.0
2023-09-27,1192.11,2650.51,4543.97,3559.09,51.0
2023-09-28,88.0,3467.53,4123.17,3811.08,13.0
2023-09-29,450.32,2525.24,3319.2,2830.58,31.0
2023-09-30,565.28,2495.91,3242.81,2764.13,39.0
2023-10-01,58.0,2356.78,2649.17,2463.67,5.0
2023-10-02,152.82,2919.04,3514.61,3200.7,15.0
2023-10-03,1726.0,2502.27,3820.44,3122.76,74.0
2023-10-04,1680.84,2578.29,4270.31,3395.76,76.0
2023-10-05,1199.0,2520.65,4253.33,3415.55,67.0
2023-10-06,904.44,2494.46,3145.37,2777.88,75.0
2023-10-07,1362.34,2613.48,4385.53,3463.5,64.0
2023-10-08,65.81,2391.64,2746.2,2549.86,8.0
2023-10-09,1689.65,2648.2,4304.01,3446.84,78.0
2023-10-10,1823.99,2680.53,4668.79,3651.3,75.0
2023-10-11,1445.37,2637.84,4317.94,3442.55,68.0
2023-10-12,1554.0,2635.76,4496.61,3548.16,67.0
2023-10-13,1610.39,2699.09,4830.92,3750.2,62.0
2023-10-14,925.0,2804.68,5048.14,3880.01,20.0
2023-10-15,89.0,2728.53,3278.98,3065.58,7.0
2023-10-16,1921.59,2704.23,4945.24,3799.96,71.0
2023-10-17,1524.67,2670.04,4639.13,3620.77,64.0
2023-10-18,1093.06,2645.64,4512.83,3543.18,66.0
2023-10-19,1363.49,2673.62,4746.51,3681.95,58.0
2023-10-20,1267.75,2729.9,4863.53,3764.72,63.0
2023-10-21,826.96,2695.17,4317.14,3449.85,52.0
2023-10-22,86.63,2847.85,3290.58,3090.1,10.0
2023-10-23,1228.89,2720.37,4974.45,3814.92,43.0
2023-10-24,747.0,2849.85,5770.99,4308.67,17.0
2023-10-25,793.0,2675.08,4374.66,3498.36,59.0
2023-10-26,883.0,2626.81,4241.86,3410.37,54.0
2023-10-27,644.4,2628.6,3293.15,2921.18,66.0
2023-10-28,1533.2,2718.07,5051.08,3872.4,52.0
2023-10-29,111.04,2725.39,3128.8,2928.11,14.0
2023-10-30,1504.88,2694.63,4760.15,3700.18,64.0
2023-10-31,1348.84,2684.14,4875.27,3834.92,53.0
2023-11-01,1099.0,2722.37,4687.62,3678.5,46.0
2023-11-02,1482.44,2659.64,4355.81,3475.05,64.0
2023-11-03,1231.0,2716.16,4858.81,3758.37,56.0
2023-11-04,463.0,2671.04,3494.42,3030.69,37.0
2023-11-06,1504.52,2768.62,5088.59,3924.36,65.0
2023-11-07,1782.43,2734.21,5073.08,3880.46,68.0
2023-11-08,1442.35,2643.15,4692.04,3646.87,67.0
2023-11-09,1341.0,2689.84,4707.95,3688.15,49.0
2023-11-10,1327.75,2819.88,5465.99,4155.4,21.0
2023-11-11,239.12,2775.41,3840.85,3194.78,17.0
2023-11-12,7.0,2557.14,2814.29,2678.57,2.0
2023-11-13,40.0,2376.0,3682.5,2837.0,3.0
2023-11-14,135.15,3137.48,3703.49,3431.71,15.0
2023-11-15,168.6,3270.27,4002.5,3639.82,12.0
2023-11-16,1190.21,2661.87,4651.03,3624.73,49.0
2023-11-17,708.06,2692.57,4301.69,3459.25,63.0
2023-11-18,666.33,2736.11,4285.87,3465.02,49.0
2023-11-19,132.35,2720.32,3441.97,3205.89,11.0
2023-11-20,1260.0,2722.27,4636.54,3662.61,62.0
2023-11-21,1530.59,2783.45,4942.35,3852.03,63.0
2023-11-22,1396.2,2701.17,4708.81,3688.37,64.0
2023-11-23,1105.0,2701.18,4322.29,3477.29,64.0
2023-11-24,825.58,2739.58,4516.0,3605.18,62.0
2023-11-25,536.34,2675.23,3617.31,3071.39,46.0
2023-11-26,29.19,2325.28,2940.56,2618.19,9.0
2023-11-27,1173.0,2609.98,4608.85,3515.46,16.0
2023-11-28,1374.18,2754.85,4993.03,3857.57,63.0
2023-11-29,446.99,2673.12,3528.15,3043.5,59.0
2023-11-30,414.0,2666.59,3585.14,3069.58,47.0
2023-12-01,71.15,2629.5,3381.24,2973.98,11.0
2023-12-02,577.0,2758.34,5699.37,4228.98,20.0
2023-12-03,42.0,2307.19,3093.26,2743.19,7.0
2023-12-04,1460.0,2706.15,4861.01,3744.66,68.0
2023-12-05,536.0,2514.27,3285.47,2801.24,55.0
2023-12-06,506.0,2502.56,3278.75,2769.65,58.0
2023-12-07,389.0,2414.21,3263.24,2711.07,56.0
2023-12-08,482.0,2590.76,3326.12,2861.47,59.0
2023-12-09,446.0,2535.69,3448.53,2894.69,48.0
2023-12-10,117.0,2914.12,3280.1,3103.46,12.0
2023-12-11,436.0,2576.35,3366.39,2856.03,57.0
2023-12-12,195.0,2516.47,2835.95,2680.08,39.0
2023-12-13,424.0,2390.97,3246.44,2704.46,48.0
2023-12-14,326.0,2664.69,3139.94,2916.41,52.0
2023-12-15,421.0,2513.49,3304.76,2799.81,56.0
2023-12-16,359.0,2513.48,3409.07,2843.11,46.0
2023-12-17,150.0,2737.71,3432.27,3110.5,12.0
2023-12-18,472.0,2406.22,3192.64,2718.07,57.0
2023-12-19,440.0,2621.83,3445.62,2915.72,55.0
2023-12-20,1361.0,2336.43,2940.53,2599.35,48.0
2023-12-21,450.0,2495.98,3340.93,2808.92,56.0
2023-12-22,364.0,2511.84,3445.79,2833.47,49.0
2023-12-23,291.0,2479.06,3497.91,2817.13,41.0
2023-12-24,9.0,2370.11,2747.0,2611.11,4.0
2023-12-25,168.0,2473.98,2891.56,2756.94,13.0
2023-12-26,494.0,2484.97,3525.89,2771.82,43.0
2023-12-27,501.0,2634.4,3534.96,2999.67,46.0
2023-12-28,487.0,2458.02,3343.83,2757.92,58.0
2023-12-29,447.0,2506.06,3374.32,2818.73,56.0
2023-12-30,402.0,2537.95,3639.52,2972.37,45.0
2023-12-31,83.0,2837.23,3311.35,3087.95,8.0
2024-01-01,468.0,2551.08,3283.76,2838.56,57.0
2024-01-02,379.0,2510.3,3334.25,2802.4,51.0
2024-01-03,349.0,2565.56,3405.71,2853.37,48.0
2024-01-04,421.0,2492.32,3269.16,2800.03,54.0
2024-01-05,450.0,2559.94,3304.36,2821.59,54.0
2024-01-06,369.0,2502.1,3390.63,2824.05,45.0
2024-01-07,40.0,2445.57,2800.55,2595.4,10.0
2024-01-08,475.0,2525.81,3280.22,2831.35,48.0
2024-01-09,513.0,2594.82,3353.55,2904.54,56.0
2024-01-10,307.0,2535.91,3443.88,2867.7,46.0
2024-01-11,356.0,2581.19,3196.96,2879.32,47.0
2024-01-12,269.0,2452.01,3330.33,2750.52,44.0
2024-01-13,312.0,2650.5,3481.71,2959.89,39.0
2024-01-14,99.0,2953.03,3349.53,3151.01,8.0
2024-01-15,206.0,2660.84,3080.27,2867.63,29.0
2024-01-16,382.0,2621.79,3387.9,2886.51,43.0
2024-01-17,325.0,2419.72,3308.18,2753.61,50.0
2024-01-18,791.0,2514.38,3207.59,2806.96,62.0
2024-01-19,650.0,2561.08,3166.36,2807.65,46.0
2024-01-20,280.0,2450.69,3495.31,2822.94,35.0
2024-01-21,22.0,2281.82,2900.0,2627.27,2.0
2024-01-22,51.0,2831.1,3506.78,3119.61,5.0
2024-01-23,441.0,2598.54,3440.24,2928.09,53.0
2024-01-24,477.0,2609.43,3375.58,2876.07,49.0
2024-01-25,352.0,2521.83,3312.31,2796.01,44.0
2024-01-26,37.0,2994.11,3032.49,3010.54,4.0
2024-01-27,408.0,2555.48,3403.76,2874.82,49.0
2024-01-28,19.0,2368.42,2736.84,2586.84,5.0
2024-01-29,490.0,2467.35,3247.81,2773.46,54.0
2024-01-30,444.0,2561.77,3410.05,2904.75,46.0
2024-01-31,436.0,2513.28,3249.81,2795.44,52.0
2024-02-01,575.0,2501.74,3265.69,2834.78,58.0
2024-02-02,444.0,2520.56,3320.76,2834.72,58.0
2024-02-03,435.0,2586.5,3347.02,2911.18,46.0
2024-02-04,85.0,2793.41,3380.48,3101.68,9.0
2024-02-05,480.0,2467.11,3236.26,2783.4,56.0
2024-02-06,452.0,2463.11,3187.49,2792.87,54.0
2024-02-07,451.0,2446.59,3181.33,2784.6,56.0
2024-02-08,527.0,2330.11,3089.49,2687.98,56.0
2024-02-09,477.0,2522.78,3211.53,2814.17,48.0
2024-02-10,344.0,2458.49,3242.66,2780.19,41.0
2024-02-11,116.0,2990.03,3543.92,3249.32,7.0
2024-02-12,835.0,2287.62,2985.51,2663.83,66.0
2024-02-13,712.0,2297.02,3056.29,2696.01,58.0
2024-02-14,1059.0,1271.28,2718.47,2567.14,48.0
2024-02-15,880.0,2346.48,2942.9,2642.81,64.0
2024-02-16,645.0,2369.16,3056.32,2682.22,50.0
2024-02-17,540.0,2327.05,3127.14,2742.17,39.0
2024-02-18,12.0,2316.67,2666.67,2400.0,3.0
2024-02-19,85.0,2487.47,2993.48,2816.72,10.0
2024-02-20,1807.0,2252.69,2837.07,2557.9,71.0
2024-02-21,1361.0,2204.79,2785.68,2542.98,69.0
2024-02-22,1895.0,2200.57,2819.85,2535.63,71.0
2024-02-23,1302.0,2239.56,2831.4,2559.04,72.0
2024-02-24,653.0,2272.05,2822.47,2552.65,45.0
2024-02-25,26.0,2138.46,2417.42,2350.0,4.0
2024-02-26,363.0,2228.71,2660.67,2541.27,13.0
2024-02-27,1825.0,2181.4,2747.86,2469.25,56.0
2024-02-28,1821.8,2166.03,2731.01,2519.56,73.0
2024-02-29,2364.4,2190.07,2770.09,2517.67,83.0
2024-03-01,2461.7,2111.12,2711.99,2476.15,83.0
2024-03-02,1907.0,2069.58,2646.65,2400.71,65.0
2024-03-03,44.9,2192.2,2611.95,2509.19,4.0
2024-03-04,2611.2,2169.11,2728.78,2478.1,78.0
2024-03-05,2827.67,2087.2,2736.68,2464.53,82.0
2024-03-06,2410.6,2165.63,2758.22,2478.36,78.0
2024-03-07,2161.12,2209.93,2806.79,2541.82,60.0
2024-03-08,108.5,2385.97,2686.12,2559.96,16.0
2024-03-09,2223.6,2242.61,2811.19,2582.07,57.0
2024-03-10,195.2,2422.46,2844.61,2669.04,10.0
2024-03-11,4113.5,2203.96,2783.56,2507.24,91.0
2024-03-12,2657.1,2312.53,2924.65,2647.14,71.0
2024-03-13,2603.3,2265.77,2868.72,2641.62,89.0
2024-03-14,3414.9,2222.88,2791.07,2568.39,85.0
2024-03-15,2846.4,2243.59,2791.81,2545.95,92.0
2024-03-16,2163.6,2412.16,2967.76,2701.59,70.0
2024-03-17,460.1,2289.11,2722.89,2486.99,14.0
2024-03-18,2619.5,2282.56,2867.48,2625.25,92.0
2024-03-19,3244.9,2234.71,2970.55,2553.77,90.0
2024-03-20,1957.3,2357.17,2940.86,2671.22,69.0
2024-03-21,4132.3,2223.99,2902.15,2581.17,84.0
2024-03-22,1725.2,2287.72,2953.52,2636.93,78.0
2024-03-23,1113.0,2387.84,3009.36,2710.53,52.0
2024-03-24,35.6,2335.39,2739.89,2526.54,3.0
2024-03-25,184.5,2432.51,3554.51,2834.1,7.0
2024-03-26,2431.4,2301.92,2909.46,2643.47,73.0
2024-03-27,1985.8,2304.43,2901.21,2633.38,69.0
2024-03-28,2498.2,2195.75,2838.54,2572.27,56.0
2024-03-29,489.7,2512.7,3285.28,2864.74,28.0
2024-03-30,1017.5,2519.28,4690.65,3619.29,42.0
2024-03-31,218.0,2645.41,3104.23,2911.26,11.0
2024-04-01,1256.1,2502.48,3138.83,2798.33,42.0
2024-04-02,3382.91,2465.35,4149.33,3337.0,78.0
2024-04-03,3324.29,2361.17,3509.28,2984.03,68.0
2024-04-04,3741.36,2294.77,3558.69,2967.01,73.0
2024-04-05,3828.59,2378.44,3611.46,2992.61,84.0
2024-04-06,3839.4,2402.9,3811.61,3069.31,69.0
2024-04-07,167.03,2276.64,2998.57,2553.77,11.0
2024-04-08,3429.98,2379.09,4287.39,3333.53,50.0
2024-04-09,65.9,2326.48,2881.35,2678.76,6.0
2024-04-12,43.18,2122.75,2306.82,2255.75,5.0
2024-04-13,1266.01,2397.93,2908.2,2648.82,44.0
2024-04-14,17.82,2373.46,2850.61,2648.84,3.0
2024-04-15,3606.94,2434.39,4271.09,3385.92,62.0
2024-04-16,55.48,2922.32,3026.1,2965.33,4.0
2024-04-17,0.82,2400.0,2700.0,2600.0,1.0
2024-04-18,0.5,2257.0,2257.0,2257.0,1.0
2024-04-19,2097.35,2518.76,4703.05,3616.83,56.0
2024-04-20,118.13,2364.26,2863.31,2544.94,6.0
2024-04-21,25.76,2286.17,3062.45,2728.96,4.0
2024-04-22,1519.1,2476.11,3456.33,2985.57,49.0
2024-04-23,61.44,2210.76,2820.59,2462.14,10.0
2024-04-24,1690.57,2468.96,3888.46,3180.39,54.0
2024-04-25,1954.1,2447.65,4331.29,3399.71,63.0
2024-04-26,1268.54,2672.53,4447.05,3567.44,45.0
2024-04-27,1985.98,2532.11,4435.9,3466.05,61.0
2024-04-28,184.05,2643.55,3091.67,2865.42,14.0
2024-04-29,2625.53,2390.83,3985.37,3197.26,72.0
2024-04-30,2431.65,2472.03,4280.26,3372.5,57.0
2024-05-01,14.4,2465.02,3017.35,2767.01,5.0
2024-05-02,2488.46,2485.38,4090.02,3302.04,72.0
2024-05-03,2327.03,2521.18,4234.36,3390.67,79.0
2024-05-04,1795.7,2405.92,3847.73,3129.48,56.0
2024-05-05,84.0,2969.18,3314.21,3153.36,7.0
2024-05-06,2562.99,2414.35,4106.36,3255.4,76.0
2024-05-07,1563.81,2542.38,2947.6,2770.57,67.0
2024-05-08,1245.29,2505.45,3328.9,2746.67,68.0
2024-05-09,1822.45,2500.36,4460.3,3492.09,67.0
2024-05-10,879.51,2663.94,5509.1,4084.6,27.0
2024-05-11,671.79,2503.62,3120.86,2810.15,44.0
2024-05-12,35.3,2207.86,2677.86,2564.85,5.0
2024-05-13,1805.51,2550.95,4860.62,3718.82,58.0
2024-05-14,1963.15,2450.08,4292.57,3382.3,75.0
2024-05-15,1605.11,2401.35,3880.39,3137.18,79.0
2024-05-16,2413.95,2501.33,3954.66,3236.46,83.0
2024-05-17,1787.37,2596.06,4058.65,3337.25,79.0
2024-05-18,676.45,2428.19,3032.26,2711.35,60.0
2024-05-19,70.13,2100.01,2981.54,2511.78,9.0
2024-05-20,1066.28,2287.28,2857.6,2592.41,67.0
2024-05-21,2700.94,2482.01,4826.78,3660.23,79.0
2024-05-22,2165.05,2462.7,4596.92,3550.48,66.0
2024-05-23,967.5,2490.94,5216.7,3864.27,20.0
2024-05-24,1142.12,2411.52,2955.53,2669.59,77.0
2024-05-25,880.38,2623.4,3132.91,2903.12,57.0
2024-05-26,95.2,2981.01,3384.66,3184.24,9.0
2024-05-27,1048.79,2383.88,2922.09,2667.14,73.0
2024-05-28,1094.89,2485.3,3039.99,2741.89,70.0
2024-05-29,832.07,2484.65,3037.35,2764.36,70.0
2024-05-30,752.1,2570.83,3173.31,2885.66,64.0
2024-05-31,899.69,2356.34,2910.25,2633.7,72.0
2024-06-01,774.21,2422.85,2994.3,2711.85,59.0
2024-06-02,100.7,2694.54,3227.65,2967.48,11.0
2024-06-03,1044.43,2387.87,2932.74,2660.54,66.0
2024-06-04,610.42,2271.97,2865.48,2567.97,60.0
2024-06-05,692.82,2401.77,2982.44,2671.42,74.0
2024-06-06,737.32,2402.97,2995.72,2705.45,62.0
2024-06-07,843.66,2473.33,3138.38,2797.04,76.0
2024-06-08,604.33,2375.79,2983.82,2674.33,57.0
2024-06-09,137.9,2685.78,3257.76,2941.89,11.0
2024-06-10,1004.62,2595.17,3047.04,2832.16,75.0
2024-06-11,619.86,2325.81,2869.41,2632.67,60.0
2024-06-12,569.93,2502.14,3018.74,2764.0,49.0
2024-06-13,521.74,2573.77,3101.99,2822.02,50.0
2024-06-14,641.52,2569.38,3171.17,2881.23,58.0
2024-06-15,360.74,2417.07,3116.36,2767.19,36.0
2024-06-16,8.2,2267.07,2657.27,2542.68,3.0
2024-06-17,29.0,2306.36,2646.03,2475.72,4.0
2024-06-18,558.03,2441.74,2850.89,2651.88,58.0
2024-06-19,558.13,2362.78,2905.19,2642.98,51.0
2024-06-20,480.48,2474.37,3052.45,2785.8,48.0
2024-06-21,479.92,2490.12,3099.31,2815.04,46.0
2024-06-22,212.93,2333.54,2859.74,2575.85,40.0
2024-06-23,12.65,2440.71,2701.76,2647.75,5.0
2024-06-24,565.38,2605.71,3162.83,2913.57,54.0
2024-06-25,475.89,2523.31,3166.47,2840.08,57.0
2024-06-26,528.46,2475.34,3122.05,2811.66,55.0
2024-06-27,609.98,2487.21,3150.92,2840.69,54.0
2024-06-28,501.37,2421.29,3083.27,2766.37,62.0
2024-06-29,421.05,2701.74,3315.62,3012.41,48.0
2024-06-30,22.67,2366.92,2602.14,2497.99,10.0
2024-07-01,553.41,2527.6,3188.03,2862.55,69.0
2024-07-02,642.3,2563.86,3181.39,2889.99,68.0
2024-07-03,663.21,2491.38,3082.37,2786.93,72.0
2024-07-04,574.2,2582.23,3193.42,2893.66,72.0
2024-07-05,467.7,2589.63,3179.02,2879.38,60.0
2024-07-06,447.9,2569.39,3186.56,2847.82,56.0
2024-07-07,70.7,2542.87,3226.55,2956.74,10.0
2024-07-08,436.6,2468.39,3016.32,2755.91,67.0
2024-07-09,341.44,2463.76,2894.49,2655.18,67.0
2024-07-10,426.85,2504.71,3092.13,2790.9,61.0
2024-07-11,437.3,2516.4,3119.17,2834.81,71.0
2024-07-12,309.99,2579.65,3226.62,2900.8,51.0
2024-07-13,337.44,2731.21,3411.76,3031.05,40.0
2024-07-14,19.3,2448.5,2745.0,2540.36,6.0
2024-07-15,399.64,2590.54,3143.77,2852.42,52.0
2024-07-16,429.1,2595.68,3187.94,2894.01,49.0
2024-07-17,6.8,2616.62,3072.79,2831.41,4.0
2024-07-18,555.3,2575.74,3159.73,2878.28,53.0
2024-07-19,392.19,2631.21,3211.83,2908.16,52.0
2024-07-20,265.8,2528.17,3152.74,2811.01,35.0
2024-07-21,15.97,2259.55,2898.02,2726.99,5.0
2024-07-22,377.67,2427.37,3029.27,2716.53,57.0
2024-07-23,591.55,2753.33,3346.17,3029.44,53.0
2024-07-24,442.74,2722.24,3297.66,3009.99,49.0
2024-07-25,325.91,2551.57,3140.27,2847.75,44.0
2024-07-26,510.35,2323.9,2983.68,2726.93,53.0
2024-07-27,300.89,2567.48,3220.91,2914.36,38.0
2024-07-28,17.27,2311.81,2677.19,2606.54,5.0
2024-07-29,1123.3,2473.99,2790.73,2696.34,47.0
2024-07-30,399.6,2450.08,2997.74,2741.81,59.0
2024-07-31,558.33,2665.99,3189.2,2910.02,66.0
2024-08-01,562.1,2568.77,3061.36,2824.82,69.0
2024-08-02,584.73,2534.53,3189.84,2838.74,83.0
2024-08-03,351.24,2575.42,2935.25,2791.64,70.0
2024-08-04,22.06,2350.98,2646.96,2553.49,9.0
2024-08-05,436.35,2524.0,3159.32,2873.48,79.0
2024-08-06,419.99,2486.92,3086.58,2792.2,70.0
2024-08-07,511.23,2629.83,3233.86,2931.23,70.0
2024-08-08,438.0,2547.29,3153.81,2842.45,67.0
2024-08-09,801.79,2851.04,3941.11,3379.4,46.0
2024-08-10,265.9,2501.91,3258.92,2867.64,50.0
2024-08-11,28.21,2407.13,2878.51,2695.83,11.0
2024-08-12,427.9,2652.54,3251.76,2941.84,54.0
2024-08-13,439.94,2774.31,3288.72,3035.05,46.0
2024-08-14,453.07,2549.56,3109.11,2840.93,54.0
2024-08-15,0.3,2300.0,2300.0,2300.0,1.0
2024-08-16,308.86,2726.84,3144.13,2922.54,48.0
2024-08-17,307.16,2597.77,3182.48,2855.46,37.0
2024-08-18,20.74,2377.53,2798.97,2658.18,5.0
2024-08-19,147.6,2899.8,3699.38,3266.27,13.0
2024-08-20,355.14,2521.84,3055.0,2788.78,50.0
2024-08-21,651.3,2585.09,3142.53,2858.88,49.0
2024-08-22,643.8,2670.15,3230.77,2973.86,73.0
2024-08-23,559.29,2655.14,3260.67,2926.77,83.0
2024-08-24,413.2,2648.44,3161.67,2909.85,50.0
2024-08-25,76.03,2856.57,3304.7,3092.98,10.0
2024-08-26,477.7,2706.29,3241.69,2962.58,60.0
2024-08-27,352.77,2648.43,3131.12,2890.26,48.0
2024-08-28,434.65,2672.58,3233.57,2947.92,66.0
2024-08-29,652.64,2578.26,3190.57,2938.37,72.0
2024-08-30,512.83,2598.71,3154.91,2888.32,76.0
2024-08-31,579.7,2818.98,3265.71,3050.0,47.0
2024-09-01,98.19,2832.05,3326.84,3090.07,7.0
2024-09-02,220.1,2965.97,3644.11,3317.54,8.0
2024-09-03,330.26,2790.79,3460.8,3112.1,43.0
2024-09-04,507.41,2650.22,3232.91,2926.9,71.0
2024-09-05,561.19,2621.08,3117.76,2868.71,68.0
2024-09-06,533.29,2554.4,3095.08,2819.88,71.0
2024-09-07,72.98,2798.52,3081.33,2960.31,14.0
2024-09-08,91.11,2822.25,3332.32,3083.64,9.0
2024-09-09,721.86,2591.28,3130.7,2850.95,75.0
2024-09-10,431.66,2635.25,3117.12,2869.05,63.0
2024-09-11,254.16,2682.55,3389.92,3064.79,45.0
2024-09-12,762.3,2577.43,2955.41,2748.67,66.0
2024-09-13,532.49,2695.18,3252.83,2990.49,69.0
2024-09-14,439.36,2729.03,3226.97,2989.21,51.0
2024-09-15,122.25,2716.65,3071.08,2901.83,11.0
2024-09-16,424.7,2742.74,3028.94,2967.62,20.0
2024-09-17,147.44,2732.71,2990.54,2889.79,20.0
2024-09-18,493.77,2639.74,3215.82,2904.2,69.0
2024-09-19,646.56,2568.17,3000.73,2798.53,74.0
2024-09-20,720.42,2586.01,3168.72,2911.25,82.0
2024-09-21,475.53,2573.82,3057.88,2818.98,58.0
2024-09-22,108.75,2799.56,3195.85,2991.13,10.0
2024-09-23,544.48,2698.5,3182.71,2947.54,74.0
2024-09-24,656.73,2628.06,3102.13,2878.88,71.0
2024-09-25,482.47,2581.68,3114.15,2858.98,63.0
2024-09-26,562.2,2581.96,3101.63,2864.94,81.0
2024-09-27,1161.52,2378.62,2751.53,2562.93,85.0
2024-09-28,433.75,2678.91,3256.63,2979.39,57.0
2024-09-29,117.4,2740.91,3211.2,2988.75,14.0
