Date,WHEAT,SUGAR,COFFEE,COTTON,SOYBEANS
2024-02-01,631.8951909668546,25.498429947590346,158.9166897957394,81.2368608639548,1481.6757871975626
2024-03-01,613.5542961738664,25.009776065102248,157.7732812776434,80.68609556657503,1559.9644367906535
2024-04-01,623.3025029276783,24.63346261382253,160.5846429219904,80.37420769972135,1466.3248002062685
2024-05-01,622.665374270909,24.66410199631505,159.48475554428552,85.36471247281908,1500.735216251688
2024-06-01,629.5467773496526,24.803584459564902,161.24175957954245,82.35963168479717,1526.3670489614094
2024-07-01,636.0892081277452,24.77408970463589,160.61034979312467,83.8892888272754,1574.2184067533613
2024-08-01,636.2834320478868,24.56121975286638,162.65388539363485,83.51668282159002,1532.971954632231
2024-09-01,609.3065951149313,24.49205882400121,157.4790791648719,82.27775396486352,1536.8581008953422
2024-10-01,644.876432893468,24.42766241173999,165.0402988878314,85.17963524409119,1506.5943227169928
2024-11-01,635.0755877609209,24.11229881472521,170.47099920248127,83.59787078263187,1541.4468568584168
2024-12-01,649.4176333362535,24.353758674045054,165.51551365307105,83.4491772118514,1528.6292741593743
2024-01-13,638.0082599368774,23.693417908644307,162.4949366674798,84.25863366407827,1479.169142699605
2024-01-14,646.4440989636657,24.47085275909684,164.67458415454436,85.09620331433149,1551.019233758611
2024-01-15,638.8247677088782,24.05989700259615,158.7445404371053,82.35628218774526,1557.2501359217522
2024-01-16,650.0192178039978,24.01953802729519,156.9939621157955,85.41082789794727,1553.2176122331855
2024-01-17,640.0423121312456,24.647800773670262,164.5490770583087,86.393983314018,1531.2252860286064
2024-01-18,632.5942269393926,25.24179677364953,160.4547387080683,81.67867881732712,1502.6909986290689
2024-01-19,662.2997189934712,25.02950830387364,157.95748040722248,84.52147008025116,1463.3266726968077
2024-01-20,645.3612435465271,23.853443305383426,159.50621725950506,83.5887083257568,1537.652491238467
2024-01-21,641.6902466980835,24.145160556297757,158.78055032859825,85.27493642643715,1566.083429152671
2024-01-22,618.9461104746807,25.08207551639527,162.86385537453376,82.14200630839551,1564.3989330200395
2024-01-23,619.0358283923088,24.176022594906858,164.351286223984,86.86596937757986,1559.9350819439046
2024-01-24,638.9149678326413,24.55192656270425,165.38664607629318,81.55218369544572,1534.300577733898
2024-01-25,637.3170098128226,24.935725305717774,165.47152700220806,83.829524703677,1569.743316763716
2024-01-26,628.1053055410491,24.22281601661012,165.09207915370047,84.97587848336867,1565.7317443217537
2024-01-27,637.7102326368041,24.749298074910847,162.09909458913748,83.15262812953335,1526.477700131535
2024-01-28,655.9157684673681,24.073844510133146,160.83812055884468,82.91890184887258,1560.0318445128937
2024-01-29,645.0317616827681,24.43690594814378,158.08900376884532,84.70231386740613,1524.753857041601
2024-01-30,622.424352918048,24.889938277035785,166.42739760840175,84.48822524035464,1557.595396355712
2024-01-31,635.4215160392978,23.98761943673904,162.42923076492517,84.39345004147533,1503.6432206767315
2024-01-02,627.0065085851222,24.97222421331384,161.74694412851792,85.82381592366153,1506.7211220280471
2024-02-02,632.387767660035,24.764226057861283,166.8507461421487,83.77841131950694,1575.386897274638
2024-03-02,632.2579497244542,25.04967060314768,160.3074128604634,84.97872142447977,1572.5620742649317
2024-04-02,631.6499729539397,24.90422203295354,165.86260187060563,83.6366835041274,1564.269362680213
2024-05-02,622.1726147911287,25.460975960077395,164.20542584890595,83.09184918455189,1548.7702933456994
2024-06-02,636.3598215608278,24.87984344617768,160.0192513461603,84.04361392912773,1475.696691173144
2024-07-02,631.1538975915431,24.625753910250666,163.12299014929044,83.70994033142946,1545.3779803751015
2024-08-02,601.8897733112179,24.900528477848223,166.50090791332616,83.81123037007131,1561.8386976226486
2024-09-02,663.9602392126449,25.1126149291948,165.98460985942376,86.4930710137589,1533.0976936259951
2024-10-02,652.1390308516965,24.886750787301416,168.25219595841432,84.16827904511315,1528.4930897627053
2024-11-02,634.089611341137,24.89318334642048,164.6222568323401,83.51057057565764,1593.3799734032436
2024-12-02,639.1480861060945,24.548275254728377,174.29864152682654,84.66707349490041,1549.2484076076928
2024-02-13,624.5005565531142,24.57697095409572,160.71114967327983,84.80830830197326,1565.2340936905214
2024-02-14,660.2667725321214,24.233052525676776,162.40821310263516,82.69262290760963,1575.3802697503786
2024-02-15,662.9051955225382,25.7500384052246,163.5198463210433,84.17301172016799,1523.1489425047887
2024-02-16,641.4071482496975,24.327990697100823,159.246447924518,84.12009197814338,1559.3285839265377
2024-02-17,652.3012848197143,24.60067563183497,167.09746448682426,84.4077785135477,1593.4653334743648
2024-02-18,641.8803521465186,24.597497576394552,166.69151587622895,85.90129068931591,1608.928072560904
2024-02-19,623.206875453781,25.3778088133106,163.91703843089496,84.94103888344097,1556.536474100886
2024-02-20,634.8068063923687,24.81742493710139,162.19251013969432,86.75262678031316,1548.8291727047158
2024-02-21,641.665658466969,25.563550780299444,159.1737068718669,84.7171228746587,1564.4741300421806
2024-02-22,634.4761317773347,24.65302366297068,161.4444718730227,87.67663927421992,1564.2581719480277
2024-02-23,637.4992204278288,25.11650297675278,166.34015166489564,83.9940360110911,1598.8159193081765
2024-02-24,639.1670907494491,24.59141990788864,163.3323881124752,83.49243046481402,1528.3837495955258
2024-02-25,639.3791781088293,26.024281035554523,162.67644981154237,85.67276205970269,1550.2158173782093
2024-02-26,641.1093680258864,24.4379411694662,165.6482343210044,87.02713484165722,1525.778711699434
2024-02-27,627.3525817132795,25.16117842973613,167.75637127663245,82.5066294845014,1529.381329214572
2024-02-28,631.6867804450154,25.323056451869228,164.91707818066826,84.46193850272843,1571.1843605656286
2024-02-29,624.6944002029527,25.22461539453476,165.11952064860407,83.78345767149524,1584.5325134056254
2024-01-03,652.8589044217341,24.94467401477646,168.49541754030528,85.03073424533032,1541.526849037904
2024-02-03,614.5955897379986,24.97752932346781,164.71454978136768,84.81443676754428,1584.2675666063735
2024-03-03,655.1348290188066,25.06667991433109,163.19118667321484,87.02022776778169,1594.783910609133
2024-04-03,658.0645761214669,24.981340913555044,166.3249555423072,84.62263399504833,1619.6851425680006
2024-05-03,637.1167990044726,25.51826028379853,163.3861780473236,87.0709047329551,1564.548842849326
2024-06-03,608.5541083659424,26.119889190004525,163.04491998607335,84.28223752970396,1543.7970118046544
2024-07-03,636.4299782826956,24.801495927489757,168.267248513835,86.33034365116222,1533.356312693895
2024-08-03,640.1374277290807,24.418107620417377,163.30516124488173,85.17731683154535,1530.7433897298667
2024-09-03,628.3883643260941,25.0357772863998,155.80948251013547,87.65241435105301,1601.0803837291674
2024-10-03,634.5480677080485,26.31624459010067,165.34283030547348,82.35743447947893,1519.087431767591
2024-11-03,659.9614204516706,24.702731774312355,162.9947798811062,82.87052018818261,1600.7483741877045
2024-12-03,649.2040374455773,25.87508366360744,163.33585922627609,87.80924241300798,1538.9334765551582
2024-03-13,629.4426694904171,25.897531482303965,165.69385742084162,83.57151442934789,1544.6661370322408
2024-03-14,621.0627658453096,24.834314160281117,163.72905052214276,83.6703571187101,1560.8174911633696
2024-03-15,636.8268066105858,25.37470135928826,164.93782968977405,83.32393579837148,1544.6329051623884
2024-03-16,638.2093720996869,25.884675391153923,157.8322522740063,86.65688007677902,1593.5639994388534
2024-03-17,646.9929496681543,24.927829052633797,161.2552014112787,82.68519153899443,1620.0273579555635
2024-03-18,634.13700663028,25.014717477697463,168.7018851116736,84.78190251571486,1546.6844171266216
2024-03-19,647.0988959371524,24.83664189564336,164.17893524925455,84.29701009011497,1553.587469634211
2024-03-20,664.7375711883175,24.632068220387342,158.91658767896388,86.43556064966262,1561.7791410021955
2024-03-21,650.7702408655792,24.8091553289344,160.8154246179214,83.7839583859665,1582.9215101294042
2024-03-22,639.9791091721598,24.536459124921688,161.05862303425556,85.38775931806688,1562.405157334827
2024-03-23,638.2345637761165,25.139946959359097,164.5230371237089,82.7573515374429,1608.4203081839796
2024-03-24,636.0067985662942,24.7571421934962,162.81118185930524,88.42945595984892,1601.3911118053168
2024-03-25,655.0308585227054,25.23863017627571,162.0770859282214,84.26782250374045,1532.0866174213102
2024-03-26,632.4846638419139,24.384091039029837,164.16641112062425,84.66315535574489,1582.9960818710958
2024-03-27,640.7532969017326,25.28743114157807,165.65335402065824,87.36416608053935,1612.84376723468
2024-03-28,640.7346724975146,25.52868006581473,163.29530502604652,83.64946400116828,1552.937498994284
2024-03-29,633.765797214373,24.177364048668444,162.27292500280188,87.35251523042717,1558.9782472843249
2024-03-30,622.8443345125078,25.31012506571205,162.73795349477848,83.904713443093,1552.077838820347
2024-03-31,643.8017901843426,25.71860748053624,165.13241204607328,85.67419913227593,1552.7485313384586
2024-01-04,638.9173660841705,24.553174328169675,164.0060142609167,83.60208520821581,1518.2088114414837
2024-02-04,645.772269191694,25.931342239916784,166.44028452914625,82.29008173684862,1528.3569780790676
2024-03-04,632.8032094856554,25.33159292567976,160.3269113880032,85.19199738904302,1570.2175574940734
2024-04-04,654.4733209079319,24.7935892672429,161.487921596235,85.54316049947812,1612.96927387477
2024-05-04,628.27717756983,25.103374653037648,166.3751826245414,82.29441828606937,1549.6361541020724
2024-06-04,660.3047633931312,25.39616408695853,161.3442504244056,83.93723495451623,1548.7357129155134
2024-07-04,617.174990254753,25.164459619093044,168.25265525362812,86.40283920944546,1618.487927891376
2024-08-04,644.1432887998459,25.38450335757649,168.28705353171148,85.38842785911494,1534.7923341599248
2024-09-04,644.495626967074,24.68517706871844,168.21206419902768,83.7220594643185,1518.2700417136589
2024-10-04,628.5460159969928,25.20482287848985,160.96009293261605,83.36371140884202,1542.98913340667
2024-11-04,643.5416510221004,24.44600795259247,163.9637737508382,87.53962619108789,1547.8405467412454
2024-12-04,653.9997030337714,25.06689193786216,162.1153092313248,81.9111780495905,1515.4565039112906
2024-04-13,610.3862729999058,24.685689978837143,166.57415753994144,84.17488169086526,1563.5619876973008
2024-04-14,644.0009053394588,24.76389301066204,169.02159355827396,81.8285953063011,1595.4938395512502
2024-04-15,606.5950112497483,25.70423658331836,166.33563766694522,86.38782058231813,1528.849848988765
2024-04-16,625.3907190206266,25.632345494486604,163.54876941362227,84.1782494506175,1569.6035217839633
2024-04-17,657.4423603970178,25.39894802108985,162.315784958199,84.45534282802207,1578.636522964961
2024-04-18,629.7779112099048,24.5823266817167,165.49276517069094,88.70129279486,1564.2101142706852
2024-04-19,622.2234603560356,24.950214233602125,159.5037558609025,83.12290454749424,1572.0533708286043
2024-04-20,634.1477518220175,25.67831420239822,165.04264860075173,86.95738751216973,1572.222613857607
2024-04-21,662.0949800052026,25.16251249056432,160.38799431340135,83.39619244034307,1541.9663407631058
2024-04-22,613.4326783581065,26.200224360143498,165.2137053534261,83.62419157531704,1610.5774723189609
2024-04-23,622.9149276440314,25.275430533301755,162.68280253550788,88.33107982350752,1602.9043107368848
2024-04-24,654.3652682541629,25.175258825554053,161.9103574377579,83.6792433218224,1600.9668362667394
2024-04-25,658.6200287239061,24.93152908246772,160.27993493473392,81.64409010710907,1595.4957112875506
2024-04-26,634.0275819555669,25.138990774527752,161.90615035305598,84.34380398178479,1518.1978480499304
2024-04-27,619.6884333884569,24.997861378358404,164.75093881565346,83.55954507317242,1592.4114262242622
2024-04-28,660.8918487995634,25.404891709115574,166.24502126310256,84.41591017729941,1584.108696930488
2024-04-29,654.425724207924,25.51913440394827,164.54684236594375,83.55472784054766,1518.589531788793
2024-04-30,642.8110055499446,24.681010767715303,167.14942746908994,87.39588375661077,1557.666035965569
2024-01-05,624.0379037497618,24.415376121365423,170.8237793695509,84.62266732214053,1572.027994063879
2024-02-05,633.2764044984151,24.16887122628592,161.67367991477008,81.89374374005159,1613.0505480935794
2024-03-05,631.6434650165835,25.28471406956088,161.99148333849683,83.83645489770089,1584.7870546212002
2024-04-05,637.4939426802891,24.508888731147,158.01334030275993,82.27423517219336,1537.1745086674043
2024-05-05,651.1558938461261,24.00161344433686,166.305602961185,83.14745301794356,1613.0775451538325
2024-06-05,643.7950322745654,25.2114352065838,166.5894313716821,82.0158673074925,1563.5951399064809
2024-07-05,619.2200212836094,26.21214767169157,159.6487110213236,86.95710043986311,1554.354388602157
2024-08-05,649.4446808789477,25.01136088729482,164.30023504814815,82.30028892177458,1551.9046047510535
2024-09-05,635.964904569533,25.409392440589382,166.1400430726785,84.53674121501858,1512.9751756912033
2024-10-05,640.3408699507221,25.04161574857845,162.93024023316406,82.82887081334839,1557.699644184915
2024-11-05,649.7530852514761,24.94915456859316,164.83754129602002,81.41127158357833,1575.4304511140874
2024-12-05,617.444650279574,25.42980772270391,162.63675994084412,83.60891992559635,1548.7942533673556
2024-05-13,630.5331890189746,24.845264176382702,158.1521525507132,83.90353164666665,1572.4249562487423
2024-05-14,624.0949388417797,25.10561824843019,165.28074673687374,84.12339468132136,1533.8105110866709
2024-05-15,610.9352873427831,25.12517790598018,166.08910347782643,78.8333020716302,1554.977939830056
2024-05-16,634.439317556766,24.645368273149263,164.14620267276723,81.08139597475092,1568.2214918504606
2024-05-17,661.0509556552205,25.4326706102704,158.715368740909,84.65766837671596,1564.0640152041865
2024-05-18,606.693321308997,24.867960150925548,159.29212816836923,81.51148326609983,1510.238053456778
2024-05-19,628.8647137640224,24.583505058757755,158.0187513280663,83.3283721426475,1544.5739070788345
2024-05-20,636.93224017437,25.19466787241522,163.98281119791358,80.87509429766966,1607.187191918062
2024-05-21,630.2087055171843,24.50160139615799,165.4951006306456,84.11575790816963,1542.190863988637
2024-05-22,626.978168810686,24.937801867588902,162.74511980828555,84.40241634200498,1556.9195111731617
2024-05-23,611.9437999208446,24.912982223582134,164.31259308168836,84.03039292222012,1553.4604307749903
2024-05-24,630.6802607474577,25.42957943451223,158.5002766617196,84.48328699252755,1602.3203870906093
2024-05-25,618.0850510539851,25.130213612121214,161.64644442134366,85.31669511860461,1593.6356198072106
2024-05-26,599.9767523784077,24.884104815903644,156.7619633376651,80.75490640050891,1578.8459825560296
2024-05-27,641.72684478644,25.27994295808612,158.58856963850488,81.34715693035434,1525.4139595442234
2024-05-28,638.4884009777987,25.54645696686964,163.756154058075,84.08586531292845,1564.6592586867469
2024-05-29,626.9177727275896,25.141138998895872,160.13279131120203,84.42581128671193,1570.450622387972
2024-05-30,628.8166668818953,24.87204452180635,164.6602002054055,81.40378616678277,1532.3199938237503
2024-05-31,639.0125387753809,24.232442611452512,162.45513827753132,81.24478347181183,1526.7746993711794
2024-01-06,628.1445702525879,24.343066777230376,169.35542674467624,81.35172446894113,1603.019094980625
2024-02-06,636.2819640262891,24.699063377155102,160.89770517752177,79.73486047338565,1542.8752619207737
2024-03-06,621.04520335629,24.546150701644223,156.0608933473797,80.24101712198376,1599.4761381986716
2024-04-06,640.7342640658921,24.74079091695848,160.3427193362321,80.236272441928,1580.64883717849
2024-05-06,628.1097426313137,24.849858947040588,157.32081233034947,81.7646442077076,1562.674128909911
2024-06-06,626.2259516597863,25.068627242557955,163.4069086801354,82.65227911588134,1563.5692096996772
2024-07-06,607.7250809197882,24.774169378479048,160.36358768089366,82.8760218150651,1507.972228633062
2024-08-06,626.7617025894803,25.03307887751708,159.72038960909785,81.27682945566855,1555.3836603547832
2024-09-06,612.5499699364647,24.823819183323927,159.68804609233158,81.27274359757408,1590.9780429584291
2024-10-06,614.6472231831001,23.840878620601085,162.3587237584594,82.23086452442988,1568.6425340144597
2024-11-06,612.137957750878,24.32892490621605,158.49761002255727,79.5134858473482,1552.5199411997114
2024-12-06,608.7124773158213,24.701793579723425,162.3274316327226,83.52093274554903,1598.456786123008
2024-06-13,648.0526048209225,24.18481782878217,163.10621712729497,84.0143184386913,1541.5518552641383
2024-06-14,637.8866038749023,25.042797473357464,158.62659227740747,80.8164234959757,1528.185697839555
2024-06-15,644.898294793569,25.48055803585069,156.69921532277908,81.14692022734347,1550.7802766326067
2024-06-16,605.536981547899,25.324033704070708,157.93745127261627,83.8118907589853,1568.5909678724593
2024-06-17,621.3113087992446,24.63185319430906,161.7476215680229,81.51298147963568,1494.2089671743847
2024-06-18,604.0495766373944,25.439521207298387,159.7137834791906,82.64274755600918,1553.404854307633
2024-06-19,611.1738207510863,24.790521349811804,161.34804301649694,81.47581812232258,1568.6272820024142
2024-06-20,608.1076087150994,24.55104846662208,164.8725511364082,84.15261875429303,1536.0576782267108
2024-06-21,634.6158538584451,24.411773614723003,159.93647363505175,82.34954613736217,1576.623674386576
2024-06-22,613.990826829976,24.553370506576105,156.56311685201624,82.40114364835235,1562.344931575628
2024-06-23,631.8899160313057,24.50534660318249,162.41745564578883,82.38868768947664,1606.596520072464
2024-06-24,625.8242832367599,24.765483084991267,159.15222335002628,80.49507989193187,1520.096325257277
2024-06-25,646.6451186801123,24.753853378273885,161.68858443314343,80.60385684117561,1566.7699427310338
2024-06-26,599.3462773682396,24.671663427203807,162.23357590196173,82.59508633897862,1511.355840885437
2024-06-27,633.0820386948554,24.872357124331767,155.73381750170577,81.49189641461855,1493.1581206124426
2024-06-28,631.3901065770647,25.226056827611835,163.09727038115346,79.29785067342509,1480.2601917348195
2024-06-29,604.7627684825464,25.104116514432302,161.5143932798103,84.29024917644271,1556.4987893559703
2024-06-30,629.0840516674706,23.93338834899218,156.65497043017328,82.77163965827897,1545.5776681740165
2024-01-07,620.4625265094686,23.415688583818937,159.47126155765585,81.17836667346832,1525.4559802874617
2024-02-07,613.1772118744774,25.077356223299912,159.2540936221916,80.62388333717678,1486.5500368137562
2024-03-07,605.4861457867872,23.970600828590328,158.44684528156,81.36230875730125,1518.429798241991
2024-04-07,606.5108962327805,24.510527521862056,161.07319039129288,81.84801645599093,1538.745427913939
2024-05-07,640.6394662620173,24.05232403577554,162.80309319945448,77.59902101935229,1561.8830311485544
2024-06-07,614.9062726351883,23.74412369101452,158.19795136053114,84.39988676957712,1537.4309425048282
2024-07-07,624.3455935859754,24.85881700996722,162.33623352862944,79.57117422596782,1545.0861153784062
2024-08-07,604.5332287421423,24.957079686049827,161.18484652928504,80.8324073450132,1526.0503196581194
2024-09-07,604.4057741498676,24.31263310950357,158.72216884001386,80.85436771140654,1588.994319364693
2024-10-07,627.2772517633141,23.343662343585518,158.48205654570856,84.05368949712343,1506.285585821082
2024-11-07,596.8061806409445,24.315975864545223,154.20208962654002,80.57511147104174,1515.4685416289255
2024-12-07,608.1597197601532,24.759157718750448,153.036117056996,83.30433426342148,1521.3205638719555
2024-07-13,613.4887176058235,23.859307556367213,158.26536582330684,81.31701773941654,1551.8349786593003
2024-07-14,614.2000765663516,24.64905376352078,154.9650155845997,79.02181106597594,1504.4600100788573
2024-07-15,610.3446290451818,24.54902279595502,157.49874610821317,80.79511625728271,1539.14318346637
2024-07-16,617.2448375999345,24.82846195296533,155.86988664514516,80.34140871078931,1539.7361518346436
2024-07-17,620.6958213224127,24.60385966170484,151.8326827475655,78.71263980102682,1513.8878175088198
2024-07-18,620.978744259564,24.07671997813364,158.59020670179774,81.05694932922583,1544.1227402235686
2024-07-19,599.3695905067684,25.10974372356668,156.08513801716373,80.46864241005215,1504.0455251010087
2024-07-20,607.8585240376776,24.457375329903936,157.60234370703182,81.31638933504186,1500.5504100271842
2024-07-21,626.0087175001878,24.515910079143293,154.45943501417145,80.68375679272899,1536.5373729833052
2024-07-22,622.0581777617662,24.07860600950897,156.18038693959778,79.25723917128072,1483.9365963526702
2024-07-23,593.6666340660141,24.30899217056315,162.14695684563358,81.5671055733582,1469.2813278618655
2024-07-24,614.8776735290513,24.094082053614382,157.55121326206284,79.23684795941485,1548.7884723177751
2024-07-25,585.721173569814,24.4308694172692,158.83929548000282,75.12070929211653,1563.9572772535937
2024-07-26,610.6779041002645,25.328643798522197,153.01172891981466,80.41717939023664,1518.6457840095975
2024-07-27,633.4727023160682,23.850751804790335,164.58533842945923,79.26017821263697,1512.4769283582582
2024-07-28,597.9177460599485,23.732039979338516,162.80745249265888,80.77528888715575,1562.1330136348836
2024-07-29,599.1354338934603,25.2041711645217,161.23906406271405,83.4139820196251,1497.9385034518416
2024-07-30,618.8058318784567,24.39773610835385,159.49812446758287,83.43293504046218,1491.306772859558
2024-07-31,589.9586560279872,24.1752282750264,156.87261724075694,79.78616453266638,1552.824307834768
2024-01-08,601.0855836941095,24.989974677890636,158.18699077779175,78.66721041145185,1531.901169199821
2024-02-08,616.1824001023899,24.200771721498526,160.07087503331297,80.96903700777956,1563.2182853387962
2024-03-08,600.7191808272743,25.36143329020533,154.70886229402902,79.3669122114359,1467.6967966493387
2024-04-08,605.501382611543,24.8104536122483,155.25561280260663,80.59864004573939,1489.6209887126686
2024-05-08,617.5175609313228,24.251161917775224,151.33090583302422,78.83646308280699,1531.6633215842992
2024-06-08,613.3511753980777,25.514497292240872,154.14457310101614,80.31621319897113,1543.5995894396551
2024-07-08,611.2758138730605,24.191792567417465,161.83563491371743,78.53873252168788,1556.3206386055504
2024-08-08,603.5988978375171,24.83507185156152,155.46688874416546,81.8096720503308,1536.2613734557087
2024-09-08,612.2672125398246,24.622265240146035,155.4873108493728,78.85924005665359,1535.9218802539544
2024-10-08,605.99339569519,25.10076494420324,157.47497852547954,80.90182230072666,1519.4023046764712
2024-11-08,613.0854844799649,25.22430440319451,151.31809317165738,77.7024529564251,1578.3424709528726
2024-12-08,601.0942923415637,24.49240203426864,159.41061264906497,81.058023140711,1498.1425209465988
2024-08-13,604.8766651812061,24.11651313545576,160.40325330414024,78.15422376458008,1541.6778098606294
2024-08-14,594.7263000398843,24.69664970103197,157.5549980104308,80.16063335037558,1501.6050109556609
2024-08-15,606.4780645155959,24.15269602743533,161.57608750187643,81.3994872911977,1546.9668789992434
2024-08-16,596.7279613712604,25.439866253342583,152.09762740274567,79.36302888045907,1500.221180816118
2024-08-17,592.8593730934974,24.542838447963952,162.1426995254724,77.97743171009013,1553.295574929961
2024-08-18,609.8171922422778,24.303532403375502,153.9487036762381,80.4790124202619,1534.5609306204235
2024-08-19,609.1537530194402,24.56742559331777,152.1862986965175,78.25548589214114,1583.2453341511568
2024-08-20,616.1500387956937,23.83599955688879,155.47889894869903,78.96098389353061,1523.037879622014
2024-08-21,600.9837356593584,24.01685609911313,162.1601569016271,80.05163255712878,1544.164103696075
2024-08-22,611.3334604102843,25.05701022377688,156.1400834821835,81.84515297127406,1508.4242088246383
2024-08-23,613.0353175033633,24.17054059654464,153.22746686338962,79.63048971200274,1523.198464244521
2024-08-24,611.6515717333795,23.985935493180392,152.06500209425053,79.6120067890452,1535.0644717869377
2024-08-25,595.8054783762908,24.74530318085988,155.83206415976025,80.77966009602318,1486.6111067310208
2024-08-26,607.8644250734669,25.05799452334147,149.8225607611064,79.63478490443912,1490.046828147504
2024-08-27,610.4827955120145,24.83731745005273,152.0205822789465,80.59017654965999,1550.2933153531872
2024-08-28,606.0027417142148,24.972556083040228,161.04145228280703,81.31170504665174,1528.2855169692457
2024-08-29,579.9497063763905,24.13728833585837,160.33848441412766,78.98228469660215,1515.1951627093456
2024-08-30,607.8343770415711,23.82242969877649,155.7257178524184,74.1106267269219,1511.131653378508
2024-08-31,633.30256742944,25.223639787129542,154.65264405162836,78.15796568531486,1512.5159815515435
2024-01-09,601.3154426049782,24.35497012918611,156.31600046325156,81.49566426838648,1536.91203183
2024-02-09,596.7251294943993,24.393112384104885,163.58563426831677,79.43949670543147,1547.0746862354454
2024-03-09,610.3984044472526,25.15220011697443,157.41845709936302,78.93043174236301,1471.821695881284
2024-04-09,609.6344202060703,24.787255923366214,159.02440269520855,81.411074236067,1576.4547622033929
2024-05-09,620.5719442259996,24.74369363336135,155.49791512644293,79.31475305145507,1574.6413056886245
2024-06-09,590.1278070009379,25.565626044996623,156.34020887103225,76.0259080720401,1465.6326895440486
2024-07-09,614.8543497519665,24.22743786256642,158.2091591921305,76.99273727072283,1567.6749586208095
2024-08-09,613.1185981427269,24.983920335754245,156.5637354130341,80.1661535374014,1567.1046572095445
2024-09-09,604.0376086431337,24.57276227126854,150.14959002498838,79.36416429829131,1536.0611546785187
2024-10-09,610.038663174262,24.67942322319151,160.2512666455383,81.8750019428425,1497.8015050703814
2024-11-09,618.6536903952002,25.28759201636298,154.2456971066609,78.26520026804897,1567.0250893974526
2024-12-09,616.7389156405764,24.80543347581332,162.91678430853997,78.96594604390783,1530.0170312732355
2024-09-13,591.741598103936,24.8261192885075,158.41010455955563,78.01925167296372,1553.948512545133
2024-09-14,616.1827853003704,25.087910121036064,156.4721107579562,78.62267781861385,1604.0970762088689
2024-09-15,605.2427504250127,24.40705862418544,157.66045007017462,76.36337397918827,1545.964828709196
2024-09-16,607.0116206167293,24.187021275257283,155.94131569015602,78.85329453128504,1511.6212846958233
2024-09-17,607.0807389967555,24.09566576289988,154.76297591879523,79.4092391375919,1529.3845884196958
2024-09-18,604.3750406295432,23.662153231100586,156.98951721575375,79.27566384962361,1516.3528967282998
2024-09-19,621.1247382535643,25.593123212470477,159.16461510528393,83.05435344433909,1553.248043838292
2024-09-20,605.3589401441903,24.089878576340737,154.90564602622734,82.54001777735769,1516.8477326972106
2024-09-21,592.5755180016965,24.51942423441022,154.43205726708536,78.28322258858188,1527.281775580421
2024-09-22,601.6883704036708,24.50085668609532,155.3074851030367,76.15811945666047,1503.6481047990894
2024-09-23,608.8956944233593,24.788437047331744,159.4886609158456,79.37669861795885,1538.4931804151906
2024-09-24,622.0511479899654,25.039931347361957,161.10909326017006,80.17179629466419,1548.2399321905857
2024-09-25,614.3796284754916,25.06993813146416,157.67921039522946,78.14129005476859,1463.6169863847297
2024-09-26,596.43155129012,24.388448123672887,158.4094007616563,78.23446807508007,1551.8484006344167
2024-09-27,637.9964341958406,24.596375184632667,154.5996747809964,82.19644505065105,1543.3506813496952
2024-09-28,610.5314706094837,24.820639321644865,159.41924398763769,79.17276338183807,1522.540084836416
2024-09-29,623.2172124764721,24.57600078241272,158.4252038140357,80.70416734065132,1606.3212529063912
2024-09-30,605.6193984342979,25.47316997338767,154.4579823472316,78.09035905902776,1575.0901641920454
2024-01-10,614.270492843747,24.94912973459113,151.0772807573326,79.54648933250172,1514.555950600227
2024-02-10,618.2180028023901,25.075766563037757,152.91961760192802,79.10100038117885,1572.8017951266336
2024-03-10,623.0727874920328,25.05153310857627,154.7132785853481,78.55776374938587,1585.55982337846
2024-04-10,621.2285993430868,25.30608498256412,160.5714873829215,81.5956400084434,1553.1169150869398
2024-05-10,619.0868519645115,24.84207038324881,161.85826413132045,77.41479128411477,1560.6341211372994
2024-06-10,604.4987401272338,24.146124836175623,155.5793106563024,80.22007120502153,1560.6456096420704
2024-07-10,601.4784739961416,24.96835082409765,155.72773031978093,79.15773943508611,1489.1889189275662
2024-08-10,612.8885833839036,24.4768757299636,157.90282060320035,80.4477845767066,1546.4426552202524
2024-09-10,620.5283105577562,24.546887181909657,157.16125031723075,79.21968137375862,1545.6267972544008
2024-10-10,606.3498420218727,25.091568665311165,160.1301179066534,81.23512636674742,1596.0596802863392
2024-11-10,622.5395033509154,25.414992743400465,155.5661833392105,78.2747369728892,1564.174863174563
2024-12-10,627.545689988071,24.844870900273463,160.29491084306542,81.75758795301367,1546.14674227389
2024-10-13,598.3083615176142,24.99441043858995,156.57707873775132,79.82242548552026,1553.1013129916794
2024-10-14,599.4961130855988,25.672925831996977,160.10436806226565,77.70081808662573,1587.0389596906953
2024-10-15,608.356322288192,24.986425299888904,156.5899566765337,81.03934955925843,1551.876733697933
2024-10-16,614.1325675125865,26.12796059530611,155.56256252319207,79.61304136772168,1537.3960522826492
2024-10-17,604.0070420143344,25.166966896324272,163.64047582315473,77.14780660446107,1550.7935182617275
2024-10-18,627.5444617376168,24.06741142628614,161.0117783014517,80.54018147178662,1587.8357170706074
2024-10-19,616.2351183899059,25.282685313872573,152.001824264207,81.67864498490306,1575.4420765173093
2024-10-20,611.6830866906557,25.117895233273003,156.33600085053902,82.15990712255899,1562.8390433670263
