Date,COFFEE,SUGAR,SOYBEANS,WHEAT,COTTON
2023-12-27,161.68199426166697,24.078202766289177,1542.9392625356265,622.4481714293282,84.57730551569048
2023-12-28,160.9036646098351,23.054879263606388,1478.6264409147147,652.5158720565212,83.00458712008182
2023-12-29,158.9639485532044,25.362110016259074,1475.6334000918673,617.7450282115167,83.57073516122381
2023-12-30,158.7789897074603,23.618498751647206,1538.0661583654605,621.5588219366246,83.59010981886969
2023-12-31,163.77673424763483,23.512495066170835,1530.6585618067822,626.8757859684953,83.56131682276204
2024-01-01,161.77591864372425,24.80456839594054,1500.7411352640281,639.4551454218163,85.96905436669864
2024-01-02,158.9166897957394,25.498429947590346,1481.6757871975626,631.8951909668546,81.2368608639548
2024-01-03,157.7732812776434,25.009776065102248,1559.9644367906537,613.5542961738664,80.68609556657503
2024-01-04,160.5846429219904,24.63346261382253,1466.3248002062683,623.3025029276783,80.37420769972135
2024-01-05,159.48475554428552,24.664101996315054,1500.735216251688,622.665374270909,85.36471247281908
2024-01-06,161.24175957954245,24.803584459564902,1526.3670489614094,629.5467773496526,82.35963168479717
2024-01-07,160.61034979312467,24.77408970463589,1574.2184067533613,636.0892081277452,83.8892888272754
2024-01-08,162.65388539363485,24.56121975286638,1532.971954632231,636.2834320478868,83.51668282159002
2024-01-09,157.4790791648719,24.49205882400121,1536.8581008953422,609.3065951149313,82.27775396486352
2024-01-10,165.0402988878314,24.42766241173999,1506.5943227169928,644.876432893468,85.17963524409119
2024-01-11,170.47099920248127,24.11229881472521,1541.4468568584168,635.0755877609209,83.59787078263187
2024-01-12,165.51551365307105,24.353758674045054,1528.6292741593745,649.4176333362535,83.4491772118514
2024-01-13,162.4949366674798,23.693417908644307,1479.169142699605,638.0082599368774,84.25863366407827
2024-01-14,164.67458415454436,24.47085275909684,1551.019233758611,646.4440989636657,85.09620331433149
2024-01-15,158.7445404371053,24.05989700259615,1557.2501359217522,638.8247677088782,82.35628218774526
2024-01-16,156.9939621157955,24.01953802729519,1553.2176122331857,650.0192178039978,85.41082789794727
2024-01-17,164.5490770583087,24.647800773670266,1531.2252860286064,640.0423121312456,86.393983314018
2024-01-18,160.4547387080683,25.241796773649526,1502.6909986290689,632.5942269393926,81.67867881732712
2024-01-19,157.95748040722248,25.02950830387364,1463.3266726968075,662.2997189934712,84.52147008025116
2024-01-20,159.50621725950506,23.853443305383422,1537.652491238467,645.3612435465271,83.5887083257568
2024-01-21,158.78055032859825,24.145160556297753,1566.083429152671,641.6902466980835,85.27493642643715
2024-01-22,162.86385537453376,25.08207551639527,1564.3989330200397,618.9461104746807,82.14200630839551
2024-01-23,164.351286223984,24.176022594906858,1559.9350819439046,619.0358283923088,86.86596937757986
2024-01-24,165.38664607629318,24.551926562704246,1534.3005777338979,638.9149678326413,81.55218369544572
2024-01-25,165.47152700220806,24.935725305717778,1569.743316763716,637.3170098128226,83.829524703677
2024-01-26,165.09207915370047,24.22281601661012,1565.7317443217537,628.1053055410491,84.97587848336867
2024-01-27,162.09909458913748,24.749298074910847,1526.477700131535,637.7102326368041,83.15262812953335
2024-01-28,160.83812055884468,24.073844510133142,1560.0318445128937,655.9157684673681,82.91890184887258
2024-01-29,158.08900376884532,24.43690594814378,1524.753857041601,645.0317616827681,84.70231386740613
2024-01-30,166.42739760840175,24.889938277035785,1557.595396355712,622.424352918048,84.48822524035464
2024-01-31,162.42923076492517,23.987619436739042,1503.6432206767315,635.4215160392978,84.39345004147533
2024-02-01,161.74694412851792,24.972224213313837,1506.7211220280471,627.0065085851222,85.82381592366153
2024-02-02,166.8507461421487,24.764226057861283,1575.386897274638,632.387767660035,83.77841131950694
2024-02-03,160.3074128604634,25.04967060314768,1572.5620742649317,632.2579497244542,84.97872142447977
2024-02-04,165.86260187060563,24.90422203295354,1564.2693626802127,631.6499729539397,83.6366835041274
2024-02-05,164.20542584890597,25.460975960077395,1548.7702933456994,622.1726147911287,83.09184918455189
2024-02-06,160.0192513461603,24.879843446177677,1475.696691173144,636.3598215608278,84.04361392912773
2024-02-07,163.12299014929044,24.625753910250662,1545.3779803751017,631.1538975915431,83.70994033142946
2024-02-08,166.50090791332616,24.900528477848226,1561.8386976226486,601.8897733112179,83.81123037007131
2024-02-09,165.98460985942376,25.1126149291948,1533.0976936259951,663.9602392126449,86.4930710137589
2024-02-10,168.25219595841432,24.886750787301416,1528.4930897627053,652.1390308516965,84.16827904511315
2024-02-11,164.6222568323401,24.893183346420482,1593.3799734032436,634.089611341137,83.51057057565764
2024-02-12,174.29864152682654,24.548275254728377,1549.2484076076928,639.1480861060945,84.66707349490041
2024-02-13,160.71114967327983,24.576970954095717,1565.2340936905214,624.5005565531142,84.80830830197326
2024-02-14,162.40821310263516,24.233052525676776,1575.3802697503786,660.2667725321214,82.69262290760963
2024-02-15,163.5198463210433,25.750038405224597,1523.1489425047887,662.9051955225382,84.17301172016799
2024-02-16,159.246447924518,24.327990697100823,1559.3285839265375,641.4071482496975,84.12009197814338
2024-02-17,167.09746448682426,24.60067563183497,1593.4653334743648,652.3012848197143,84.4077785135477
2024-02-18,166.69151587622895,24.597497576394552,1608.928072560904,641.8803521465186,85.90129068931591
2024-02-19,163.91703843089496,25.3778088133106,1556.536474100886,623.206875453781,84.94103888344097
2024-02-20,162.19251013969432,24.81742493710139,1548.8291727047158,634.8068063923687,86.75262678031316
2024-02-21,159.1737068718669,25.563550780299444,1564.4741300421806,641.665658466969,84.7171228746587
2024-02-22,161.4444718730227,24.653023662970682,1564.2581719480277,634.4761317773347,87.67663927421992
2024-02-23,166.34015166489564,25.11650297675278,1598.8159193081763,637.4992204278288,83.9940360110911
2024-02-24,163.3323881124752,24.591419907888636,1528.3837495955258,639.1670907494491,83.49243046481402
2024-02-25,162.67644981154237,26.024281035554523,1550.2158173782093,639.3791781088293,85.67276205970269
2024-02-26,165.6482343210044,24.437941169466196,1525.7787116994339,641.1093680258864,87.02713484165722
2024-02-27,167.75637127663245,25.16117842973613,1529.381329214572,627.3525817132795,82.5066294845014
2024-02-28,164.91707818066826,25.323056451869228,1571.1843605656286,631.6867804450154,84.46193850272843
2024-02-29,165.11952064860407,25.22461539453476,1584.5325134056254,624.6944002029527,83.78345767149524
2024-03-01,168.49541754030528,24.94467401477646,1541.526849037904,652.8589044217341,85.03073424533032
2024-03-02,164.71454978136768,24.97752932346781,1584.2675666063735,614.5955897379986,84.81443676754428
2024-03-03,163.19118667321484,25.06667991433109,1594.783910609133,655.1348290188066,87.02022776778169
2024-03-04,166.3249555423072,24.981340913555044,1619.6851425680006,658.0645761214669,84.62263399504833
2024-03-05,163.3861780473236,25.518260283798526,1564.5488428493259,637.1167990044726,87.0709047329551
2024-03-06,163.04491998607335,26.119889190004525,1543.7970118046544,608.5541083659424,84.28223752970396
2024-03-07,168.267248513835,24.801495927489754,1533.356312693895,636.4299782826956,86.33034365116222
2024-03-08,163.30516124488173,24.418107620417377,1530.7433897298667,640.1374277290807,85.17731683154535
2024-03-09,155.80948251013547,25.0357772863998,1601.0803837291674,628.3883643260941,87.65241435105301
2024-03-10,165.34283030547348,26.31624459010067,1519.087431767591,634.5480677080485,82.35743447947893
2024-03-11,162.9947798811062,24.702731774312355,1600.7483741877045,659.9614204516706,82.87052018818261
2024-03-12,163.33585922627609,25.875083663607438,1538.9334765551582,649.2040374455773,87.80924241300798
2024-03-13,165.69385742084162,25.897531482303965,1544.6661370322408,629.4426694904171,83.57151442934789
2024-03-14,163.72905052214276,24.834314160281114,1560.8174911633696,621.0627658453096,83.6703571187101
2024-03-15,164.93782968977405,25.37470135928826,1544.6329051623884,636.8268066105858,83.32393579837148
2024-03-16,157.8322522740063,25.884675391153923,1593.5639994388534,638.2093720996869,86.65688007677902
2024-03-17,161.2552014112787,24.927829052633793,1620.0273579555637,646.9929496681543,82.68519153899443
2024-03-18,168.7018851116736,25.014717477697463,1546.6844171266216,634.13700663028,84.78190251571486
2024-03-19,164.17893524925455,24.83664189564336,1553.587469634211,647.0988959371524,84.29701009011497
2024-03-20,158.91658767896388,24.632068220387346,1561.7791410021955,664.7375711883175,86.43556064966262
2024-03-21,160.8154246179214,24.809155328934402,1582.9215101294042,650.7702408655792,83.7839583859665
2024-03-22,161.05862303425556,24.536459124921688,1562.405157334827,639.9791091721598,85.38775931806688
2024-03-23,164.5230371237089,25.139946959359097,1608.4203081839796,638.2345637761165,82.7573515374429
2024-03-24,162.81118185930524,24.7571421934962,1601.3911118053168,636.0067985662942,88.42945595984892
2024-03-25,162.0770859282214,25.23863017627571,1532.0866174213102,655.0308585227054,84.26782250374045
2024-03-26,164.16641112062425,24.384091039029833,1582.9960818710958,632.4846638419139,84.66315535574489
2024-03-27,165.65335402065824,25.28743114157807,1612.84376723468,640.7532969017326,87.36416608053935
2024-03-28,163.29530502604652,25.52868006581473,1552.937498994284,640.7346724975146,83.64946400116828
2024-03-29,162.27292500280188,24.177364048668444,1558.9782472843249,633.765797214373,87.35251523042717
2024-03-30,162.73795349477848,25.310125065712054,1552.0778388203473,622.8443345125078,83.904713443093
2024-03-31,165.13241204607328,25.71860748053624,1552.7485313384586,643.8017901843426,85.67419913227593
2024-04-01,164.0060142609167,24.553174328169675,1518.2088114414835,638.9173660841705,83.60208520821581
2024-04-02,166.44028452914623,25.931342239916784,1528.3569780790676,645.772269191694,82.29008173684862
2024-04-03,160.3269113880032,25.331592925679757,1570.2175574940734,632.8032094856554,85.19199738904302
2024-04-04,161.487921596235,24.7935892672429,1612.9692738747701,654.4733209079319,85.54316049947812
2024-04-05,166.3751826245414,25.103374653037648,1549.6361541020724,628.27717756983,82.29441828606937
2024-04-06,161.3442504244056,25.39616408695853,1548.7357129155134,660.3047633931312,83.93723495451623
2024-04-07,168.25265525362812,25.164459619093044,1618.4879278913759,617.174990254753,86.40283920944546
2024-04-08,168.28705353171148,25.38450335757649,1534.7923341599248,644.1432887998459,85.38842785911494
2024-04-09,168.21206419902768,24.68517706871844,1518.2700417136587,644.495626967074,83.7220594643185
2024-04-10,160.96009293261605,25.20482287848985,1542.98913340667,628.5460159969928,83.36371140884202
2024-04-11,163.96377375083821,24.44600795259247,1547.8405467412454,643.5416510221004,87.53962619108789
2024-04-12,162.1153092313248,25.06689193786216,1515.4565039112906,653.9997030337714,81.9111780495905
2024-04-13,166.57415753994144,24.685689978837146,1563.5619876973008,610.3862729999058,84.17488169086526
2024-04-14,169.02159355827396,24.763893010662038,1595.4938395512502,644.0009053394588,81.8285953063011
2024-04-15,166.33563766694522,25.70423658331836,1528.849848988765,606.5950112497483,86.38782058231813
2024-04-16,163.54876941362227,25.632345494486604,1569.6035217839633,625.3907190206266,84.1782494506175
2024-04-17,162.315784958199,25.398948021089854,1578.636522964961,657.4423603970178,84.45534282802207
2024-04-18,165.49276517069094,24.5823266817167,1564.2101142706852,629.7779112099048,88.70129279486
2024-04-19,159.5037558609025,24.950214233602125,1572.0533708286043,622.2234603560356,83.12290454749424
2024-04-20,165.04264860075173,25.67831420239822,1572.222613857607,634.1477518220175,86.95738751216973
2024-04-21,160.38799431340135,25.16251249056432,1541.9663407631058,662.0949800052026,83.39619244034307
2024-04-22,165.2137053534261,26.200224360143498,1610.5774723189609,613.4326783581065,83.62419157531704
2024-04-23,162.68280253550788,25.275430533301755,1602.9043107368848,622.9149276440314,88.33107982350752
2024-04-24,161.9103574377579,25.175258825554053,1600.9668362667394,654.3652682541629,83.6792433218224
2024-04-25,160.27993493473392,24.93152908246772,1595.4957112875506,658.6200287239061,81.64409010710907
2024-04-26,161.90615035305598,25.138990774527752,1518.1978480499304,634.0275819555669,84.34380398178479
2024-04-27,164.75093881565346,24.997861378358404,1592.4114262242622,619.6884333884569,83.55954507317242
2024-04-28,166.24502126310256,25.404891709115578,1584.108696930488,660.8918487995634,84.41591017729941
2024-04-29,164.54684236594377,25.51913440394827,1518.589531788793,654.425724207924,83.55472784054766
2024-04-30,167.14942746908994,24.681010767715303,1557.666035965569,642.8110055499446,87.39588375661077
2024-05-01,170.8237793695509,24.415376121365423,1572.027994063879,624.0379037497618,84.62266732214053
2024-05-02,161.67367991477008,24.168871226285916,1613.0505480935794,633.2764044984151,81.89374374005159
2024-05-03,161.99148333849683,25.284714069560877,1584.7870546212002,631.6434650165835,83.83645489770089
2024-05-04,158.01334030275993,24.508888731147,1537.1745086674043,637.4939426802891,82.27423517219336
2024-05-05,166.305602961185,24.00161344433686,1613.0775451538325,651.1558938461261,83.14745301794356
2024-05-06,166.5894313716821,25.211435206583797,1563.5951399064807,643.7950322745654,82.0158673074925
2024-05-07,159.6487110213236,26.21214767169157,1554.3543886021573,619.2200212836094,86.95710043986311
2024-05-08,164.30023504814815,25.01136088729482,1551.9046047510535,649.4446808789477,82.30028892177458
2024-05-09,166.1400430726785,25.409392440589382,1512.9751756912033,635.964904569533,84.53674121501858
2024-05-10,162.93024023316406,25.041615748578455,1557.6996441849153,640.3408699507221,82.82887081334839
2024-05-11,164.83754129602002,24.949154568593162,1575.4304511140874,649.7530852514761,81.41127158357833
2024-05-12,162.63675994084412,25.42980772270391,1548.7942533673556,617.444650279574,83.60891992559635
2024-05-13,158.1521525507132,24.845264176382702,1572.4249562487425,630.5331890189746,83.90353164666665
2024-05-14,165.28074673687374,25.10561824843019,1533.8105110866707,624.0949388417797,84.12339468132136
2024-05-15,166.08910347782643,25.12517790598018,1554.9779398300561,610.9352873427831,78.8333020716302
2024-05-16,164.14620267276723,24.645368273149266,1568.2214918504606,634.439317556766,81.08139597475092
2024-05-17,158.715368740909,25.432670610270396,1564.0640152041865,661.0509556552205,84.65766837671596
2024-05-18,159.29212816836923,24.867960150925548,1510.238053456778,606.693321308997,81.51148326609983
2024-05-19,158.0187513280663,24.583505058757755,1544.5739070788345,628.8647137640224,83.3283721426475
2024-05-20,163.98281119791358,25.19466787241522,1607.1871919180621,636.93224017437,80.87509429766966
2024-05-21,165.4951006306456,24.50160139615799,1542.190863988637,630.2087055171843,84.11575790816963
2024-05-22,162.74511980828555,24.937801867588902,1556.9195111731615,626.978168810686,84.40241634200498
2024-05-23,164.31259308168836,24.912982223582134,1553.4604307749903,611.9437999208446,84.03039292222012
2024-05-24,158.5002766617196,25.42957943451223,1602.3203870906093,630.6802607474577,84.48328699252755
2024-05-25,161.64644442134366,25.130213612121214,1593.6356198072106,618.0850510539851,85.31669511860461
2024-05-26,156.76196333766507,24.884104815903644,1578.8459825560296,599.9767523784077,80.75490640050891
2024-05-27,158.58856963850488,25.279942958086117,1525.4139595442234,641.72684478644,81.34715693035434
2024-05-28,163.756154058075,25.546456966869638,1564.6592586867469,638.4884009777987,84.08586531292845
2024-05-29,160.13279131120203,25.141138998895872,1570.450622387972,626.9177727275896,84.42581128671193
2024-05-30,164.6602002054055,24.87204452180635,1532.3199938237503,628.8166668818953,81.40378616678277
2024-05-31,162.45513827753132,24.232442611452512,1526.7746993711794,639.0125387753809,81.24478347181183
2024-06-01,169.35542674467624,24.343066777230376,1603.019094980625,628.1445702525879,81.35172446894113
2024-06-02,160.89770517752177,24.699063377155106,1542.8752619207735,636.2819640262891,79.73486047338565
2024-06-03,156.0608933473797,24.546150701644226,1599.4761381986716,621.04520335629,80.24101712198376
2024-06-04,160.3427193362321,24.74079091695848,1580.6488371784899,640.7342640658921,80.236272441928
2024-06-05,157.32081233034947,24.849858947040588,1562.674128909911,628.1097426313137,81.7646442077076
2024-06-06,163.4069086801354,25.068627242557955,1563.5692096996772,626.2259516597863,82.65227911588134
2024-06-07,160.36358768089366,24.774169378479048,1507.972228633062,607.7250809197882,82.8760218150651
2024-06-08,159.72038960909785,25.03307887751708,1555.3836603547832,626.7617025894803,81.27682945566855
2024-06-09,159.68804609233158,24.823819183323927,1590.9780429584293,612.5499699364647,81.27274359757408
2024-06-10,162.3587237584594,23.840878620601085,1568.6425340144597,614.6472231831001,82.23086452442988
2024-06-11,158.49761002255727,24.32892490621605,1552.5199411997114,612.137957750878,79.5134858473482
2024-06-12,162.3274316327226,24.701793579723425,1598.456786123008,608.7124773158213,83.52093274554903
2024-06-13,163.10621712729497,24.184817828782172,1541.5518552641383,648.0526048209225,84.0143184386913
2024-06-14,158.62659227740747,25.042797473357464,1528.185697839555,637.8866038749023,80.8164234959757
2024-06-15,156.69921532277908,25.480558035850695,1550.7802766326067,644.898294793569,81.14692022734347
2024-06-16,157.93745127261627,25.324033704070708,1568.5909678724593,605.536981547899,83.8118907589853
2024-06-17,161.7476215680229,24.63185319430906,1494.2089671743847,621.3113087992446,81.51298147963568
2024-06-18,159.7137834791906,25.439521207298387,1553.404854307633,604.0495766373944,82.64274755600918
2024-06-19,161.34804301649694,24.790521349811804,1568.6272820024142,611.1738207510863,81.47581812232258
2024-06-20,164.8725511364082,24.55104846662208,1536.0576782267108,608.1076087150994,84.15261875429303
2024-06-21,159.93647363505175,24.411773614723003,1576.623674386576,634.6158538584451,82.34954613736217
2024-06-22,156.56311685201624,24.553370506576105,1562.344931575628,613.990826829976,82.40114364835235
2024-06-23,162.41745564578883,24.505346603182492,1606.596520072464,631.8899160313057,82.38868768947664
2024-06-24,159.15222335002628,24.765483084991267,1520.096325257277,625.8242832367599,80.49507989193187
2024-06-25,161.68858443314343,24.753853378273885,1566.7699427310338,646.6451186801123,80.60385684117561
2024-06-26,162.23357590196173,24.671663427203807,1511.355840885437,599.3462773682396,82.59508633897862
2024-06-27,155.73381750170577,24.872357124331767,1493.1581206124426,633.0820386948554,81.49189641461855
2024-06-28,163.09727038115346,25.226056827611835,1480.2601917348195,631.3901065770647,79.29785067342509
2024-06-29,161.5143932798103,25.104116514432306,1556.4987893559703,604.7627684825464,84.29024917644271
2024-06-30,156.65497043017328,23.93338834899218,1545.5776681740163,629.0840516674706,82.77163965827897
2024-07-01,159.47126155765585,23.415688583818937,1525.4559802874617,620.4625265094686,81.17836667346832
2024-07-02,159.2540936221916,25.077356223299912,1486.5500368137562,613.1772118744774,80.62388333717678
2024-07-03,158.44684528156,23.970600828590328,1518.429798241991,605.4861457867872,81.36230875730125
2024-07-04,161.07319039129288,24.510527521862056,1538.745427913939,606.5108962327805,81.84801645599093
2024-07-05,162.80309319945448,24.05232403577554,1561.8830311485544,640.6394662620173,77.59902101935229
2024-07-06,158.19795136053114,23.744123691014522,1537.4309425048282,614.9062726351883,84.39988676957712
2024-07-07,162.33623352862944,24.85881700996722,1545.0861153784062,624.3455935859754,79.57117422596782
2024-07-08,161.18484652928504,24.957079686049827,1526.0503196581194,604.5332287421423,80.8324073450132
2024-07-09,158.72216884001386,24.31263310950357,1588.994319364693,604.4057741498676,80.85436771140654
2024-07-10,158.48205654570856,23.343662343585514,1506.2855858210821,627.2772517633141,84.05368949712343
2024-07-11,154.20208962654002,24.315975864545223,1515.4685416289255,596.8061806409445,80.57511147104174
2024-07-12,153.036117056996,24.759157718750448,1521.3205638719555,608.1597197601532,83.30433426342148
2024-07-13,158.26536582330684,23.859307556367213,1551.8349786593005,613.4887176058235,81.31701773941654
2024-07-14,154.9650155845997,24.64905376352078,1504.4600100788573,614.2000765663516,79.02181106597594
2024-07-15,157.49874610821317,24.54902279595502,1539.14318346637,610.3446290451818,80.79511625728271
2024-07-16,155.86988664514516,24.828461952965334,1539.7361518346436,617.2448375999345,80.34140871078931
2024-07-17,151.8326827475655,24.603859661704842,1513.8878175088198,620.6958213224127,78.71263980102682
2024-07-18,158.59020670179774,24.076719978133642,1544.1227402235686,620.978744259564,81.05694932922583
2024-07-19,156.08513801716373,25.10974372356668,1504.0455251010087,599.3695905067684,80.46864241005215
2024-07-20,157.60234370703182,24.457375329903936,1500.5504100271842,607.8585240376776,81.31638933504186
2024-07-21,154.45943501417145,24.515910079143293,1536.5373729833052,626.0087175001878,80.68375679272899
2024-07-22,156.18038693959778,24.078606009508974,1483.9365963526702,622.0581777617662,79.25723917128072
2024-07-23,162.14695684563358,24.30899217056315,1469.2813278618655,593.6666340660141,81.5671055733582
2024-07-24,157.55121326206284,24.094082053614382,1548.7884723177751,614.8776735290513,79.23684795941485
2024-07-25,158.83929548000282,24.4308694172692,1563.9572772535937,585.721173569814,75.12070929211653
2024-07-26,153.01172891981466,25.328643798522194,1518.6457840095975,610.6779041002645,80.41717939023664
2024-07-27,164.58533842945923,23.850751804790338,1512.4769283582582,633.4727023160682,79.26017821263697
2024-07-28,162.80745249265888,23.732039979338513,1562.1330136348836,597.9177460599485,80.77528888715575
2024-07-29,161.23906406271405,25.2041711645217,1497.9385034518416,599.1354338934603,83.4139820196251
2024-07-30,159.49812446758287,24.397736108353854,1491.306772859558,618.8058318784567,83.43293504046218
2024-07-31,156.87261724075694,24.175228275026402,1552.824307834768,589.9586560279872,79.78616453266638
2024-08-01,158.18699077779175,24.989974677890633,1531.901169199821,601.0855836941095,78.66721041145185
2024-08-02,160.07087503331297,24.200771721498526,1563.2182853387962,616.1824001023899,80.96903700777956
2024-08-03,154.70886229402902,25.36143329020533,1467.6967966493387,600.7191808272743,79.3669122114359
2024-08-04,155.25561280260663,24.8104536122483,1489.6209887126686,605.501382611543,80.59864004573939
2024-08-05,151.33090583302422,24.251161917775224,1531.6633215842992,617.5175609313228,78.83646308280699
2024-08-06,154.14457310101614,25.514497292240872,1543.5995894396553,613.3511753980777,80.31621319897113
2024-08-07,161.83563491371743,24.191792567417465,1556.3206386055504,611.2758138730605,78.53873252168788
2024-08-08,155.46688874416546,24.83507185156152,1536.2613734557087,603.5988978375171,81.8096720503308
2024-08-09,155.4873108493728,24.622265240146035,1535.9218802539544,612.2672125398246,78.85924005665359
2024-08-10,157.47497852547954,25.10076494420324,1519.4023046764712,605.99339569519,80.90182230072666
2024-08-11,151.31809317165738,25.22430440319451,1578.3424709528726,613.0854844799649,77.7024529564251
2024-08-12,159.41061264906497,24.492402034268636,1498.1425209465988,601.0942923415637,81.058023140711
2024-08-13,160.40325330414024,24.116513135455758,1541.6778098606294,604.8766651812061,78.15422376458008
2024-08-14,157.5549980104308,24.69664970103197,1501.6050109556609,594.7263000398843,80.16063335037558
2024-08-15,161.57608750187643,24.15269602743533,1546.9668789992434,606.4780645155959,81.3994872911977
2024-08-16,152.09762740274567,25.439866253342586,1500.221180816118,596.7279613712604,79.36302888045907
2024-08-17,162.1426995254724,24.542838447963952,1553.295574929961,592.8593730934974,77.97743171009013
2024-08-18,153.9487036762381,24.303532403375506,1534.5609306204235,609.8171922422778,80.4790124202619
2024-08-19,152.1862986965175,24.567425593317772,1583.2453341511568,609.1537530194402,78.25548589214114
2024-08-20,155.47889894869905,23.83599955688879,1523.0378796220139,616.1500387956937,78.96098389353061
2024-08-21,162.1601569016271,24.01685609911313,1544.164103696075,600.9837356593584,80.05163255712878
2024-08-22,156.1400834821835,25.057010223776878,1508.4242088246383,611.3334604102843,81.84515297127406
2024-08-23,153.22746686338962,24.17054059654464,1523.1984642445207,613.0353175033633,79.63048971200274
2024-08-24,152.06500209425053,23.985935493180392,1535.0644717869377,611.6515717333795,79.6120067890452
2024-08-25,155.83206415976025,24.745303180859878,1486.6111067310208,595.8054783762908,80.77966009602318
2024-08-26,149.8225607611064,25.05799452334147,1490.0468281475041,607.8644250734669,79.63478490443912
2024-08-27,152.02058227894653,24.83731745005273,1550.2933153531872,610.4827955120145,80.59017654965999
2024-08-28,161.04145228280703,24.972556083040228,1528.2855169692457,606.0027417142148,81.31170504665174
2024-08-29,160.33848441412766,24.13728833585837,1515.1951627093456,579.9497063763905,78.98228469660215
2024-08-30,155.7257178524184,23.822429698776492,1511.131653378508,607.8343770415711,74.1106267269219
2024-08-31,154.65264405162836,25.223639787129542,1512.5159815515435,633.30256742944,78.15796568531486
2024-09-01,156.31600046325156,24.35497012918611,1536.91203183,601.3154426049782,81.49566426838648
2024-09-02,163.58563426831677,24.393112384104885,1547.0746862354454,596.7251294943993,79.43949670543147
2024-09-03,157.41845709936302,25.15220011697443,1471.8216958812839,610.3984044472526,78.93043174236301
2024-09-04,159.02440269520855,24.787255923366214,1576.4547622033929,609.6344202060703,81.411074236067
2024-09-05,155.49791512644293,24.74369363336135,1574.6413056886245,620.5719442259996,79.31475305145507
2024-09-06,156.34020887103225,25.565626044996623,1465.6326895440486,590.1278070009379,76.0259080720401
2024-09-07,158.2091591921305,24.22743786256642,1567.6749586208095,614.8543497519665,76.99273727072283
2024-09-08,156.5637354130341,24.983920335754245,1567.1046572095445,613.1185981427269,80.1661535374014
2024-09-09,150.14959002498838,24.57276227126854,1536.0611546785187,604.0376086431337,79.36416429829131
2024-09-10,160.25126664553827,24.67942322319151,1497.8015050703814,610.038663174262,81.8750019428425
2024-09-11,154.2456971066609,25.28759201636298,1567.0250893974526,618.6536903952002,78.26520026804897
2024-09-12,162.91678430853995,24.805433475813317,1530.0170312732355,616.7389156405764,78.96594604390783
2024-09-13,158.41010455955563,24.8261192885075,1553.948512545133,591.741598103936,78.01925167296372
2024-09-14,156.4721107579562,25.087910121036064,1604.0970762088687,616.1827853003704,78.62267781861385
2024-09-15,157.66045007017462,24.40705862418544,1545.964828709196,605.2427504250127,76.36337397918827
2024-09-16,155.94131569015602,24.187021275257283,1511.6212846958233,607.0116206167293,78.85329453128504
2024-09-17,154.76297591879523,24.095665762899877,1529.3845884196958,607.0807389967555,79.4092391375919
2024-09-18,156.98951721575375,23.662153231100586,1516.3528967282998,604.3750406295432,79.27566384962361
2024-09-19,159.16461510528393,25.593123212470474,1553.248043838292,621.1247382535643,83.05435344433909
2024-09-20,154.90564602622734,24.089878576340737,1516.8477326972106,605.3589401441903,82.54001777735769
2024-09-21,154.43205726708536,24.51942423441022,1527.281775580421,592.5755180016965,78.28322258858188
2024-09-22,155.3074851030367,24.500856686095318,1503.6481047990894,601.6883704036708,76.15811945666047
2024-09-23,159.4886609158456,24.788437047331744,1538.4931804151906,608.8956944233593,79.37669861795885
2024-09-24,161.10909326017006,25.039931347361954,1548.2399321905857,622.0511479899654,80.17179629466419
2024-09-25,157.67921039522946,25.06993813146416,1463.6169863847297,614.3796284754916,78.14129005476859
2024-09-26,158.4094007616563,24.388448123672887,1551.8484006344167,596.43155129012,78.23446807508007
2024-09-27,154.5996747809964,24.596375184632667,1543.3506813496952,637.9964341958406,82.19644505065105
2024-09-28,159.41924398763769,24.820639321644865,1522.540084836416,610.5314706094837,79.17276338183807
2024-09-29,158.4252038140357,24.57600078241272,1606.3212529063912,623.2172124764721,80.70416734065132
2024-09-30,154.4579823472316,25.47316997338767,1575.0901641920454,605.6193984342979,78.09035905902776
2024-10-01,151.0772807573326,24.94912973459113,1514.555950600227,614.270492843747,79.54648933250172
2024-10-02,152.91961760192802,25.075766563037753,1572.8017951266336,618.2180028023901,79.10100038117885
2024-10-03,154.7132785853481,25.05153310857627,1585.5598233784601,623.0727874920328,78.55776374938587
2024-10-04,160.5714873829215,25.306084982564116,1553.1169150869398,621.2285993430868,81.5956400084434
2024-10-05,161.85826413132045,24.84207038324881,1560.6341211372994,619.0868519645115,77.41479128411477
2024-10-06,155.5793106563024,24.146124836175623,1560.6456096420704,604.4987401272338,80.22007120502153
2024-10-07,155.72773031978093,24.96835082409765,1489.1889189275662,601.4784739961416,79.15773943508611
2024-10-08,157.90282060320035,24.4768757299636,1546.4426552202524,612.8885833839036,80.4477845767066
2024-10-09,157.16125031723075,24.546887181909657,1545.6267972544008,620.5283105577562,79.21968137375862
2024-10-10,160.1301179066534,25.091568665311165,1596.0596802863392,606.3498420218727,81.23512636674742
2024-10-11,155.5661833392105,25.414992743400465,1564.174863174563,622.5395033509154,78.2747369728892
2024-10-12,160.29491084306542,24.844870900273463,1546.1467422738901,627.545689988071,81.75758795301367
2024-10-13,156.57707873775132,24.99441043858995,1553.1013129916794,598.3083615176142,79.82242548552026
2024-10-14,160.10436806226565,25.672925831996977,1587.0389596906953,599.4961130855988,77.70081808662573
